# event_ticker=KXATPMATCH-26JAN12DZUSHE
# final_score=4-6 6-4 7-5
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Damir Dzumhur
# kalshi_date=2026-01-12
timestamp,Alexander Shevchenko,Damir Dzumhur
2026-01-13T04:55:00Z,42.00,62.00
2026-01-13T04:56:00Z,40.23,59.00
2026-01-13T04:57:00Z,42.15,58.13
2026-01-13T04:58:00Z,42.15,40.00
2026-01-13T04:59:00Z,61.87,35.32
2026-01-13T05:00:00Z,57.23,39.00
2026-01-13T05:01:00Z,51.54,52.00
2026-01-13T05:02:00Z,42.39,58.36
2026-01-13T05:03:00Z,37.00,64.00
2026-01-13T05:04:00Z,37.00,63.00
2026-01-13T05:05:00Z,37.00,62.41
2026-01-13T05:06:00Z,30.00,62.41
2026-01-13T05:07:00Z,30.00,62.41
2026-01-13T05:08:00Z,32.90,67.00
2026-01-13T05:09:00Z,33.00,69.05
2026-01-13T05:10:00Z,28.00,71.66
2026-01-13T05:11:00Z,38.00,71.66
2026-01-13T05:12:00Z,34.00,69.00
2026-01-13T05:13:00Z,32.00,67.00
2026-01-13T05:14:00Z,34.13,66.81
2026-01-13T05:15:00Z,43.00,57.33
2026-01-13T05:16:00Z,51.00,54.00
2026-01-13T05:17:00Z,45.63,55.16
2026-01-13T05:18:00Z,44.94,55.00
2026-01-13T05:19:00Z,37.32,62.00
2026-01-13T05:20:00Z,34.00,66.20
2026-01-13T05:21:00Z,37.67,66.05
2026-01-13T05:22:00Z,47.00,58.00
2026-01-13T05:23:00Z,50.00,58.00
2026-01-13T05:24:00Z,54.43,47.00
2026-01-13T05:25:00Z,49.10,50.25
2026-01-13T05:26:00Z,45.98,50.25
2026-01-13T05:27:00Z,40.79,59.05
2026-01-13T05:28:00Z,35.83,65.00
2026-01-13T05:29:00Z,37.54,63.00
2026-01-13T05:30:00Z,34.09,66.27
2026-01-13T05:31:00Z,36.00,64.17
2026-01-13T05:32:00Z,36.94,65.00
2026-01-13T05:33:00Z,34.00,73.00
2026-01-13T05:34:00Z,29.57,70.99
2026-01-13T05:35:00Z,29.57,69.51
2026-01-13T05:36:00Z,32.00,64.00
2026-01-13T05:37:00Z,32.02,71.45
2026-01-13T05:38:00Z,35.62,65.75
2026-01-13T05:39:00Z,36.81,65.55
2026-01-13T05:40:00Z,37.21,65.55
2026-01-13T05:41:00Z,38.28,58.27
2026-01-13T05:42:00Z,33.78,70.29
2026-01-13T05:43:00Z,32.25,67.41
2026-01-13T05:44:00Z,38.48,64.33
2026-01-13T05:45:00Z,37.89,63.10
2026-01-13T05:46:00Z,39.42,62.90
2026-01-13T05:47:00Z,35.09,67.11
2026-01-13T05:48:00Z,39.41,67.92
2026-01-13T05:49:00Z,37.56,66.90
2026-01-13T05:50:00Z,50.31,49.93
2026-01-13T05:51:00Z,63.86,41.13
2026-01-13T05:52:00Z,61.12,40.80
2026-01-13T05:53:00Z,56.98,45.48
2026-01-13T05:54:00Z,60.00,49.38
2026-01-13T05:55:00Z,57.45,48.89
2026-01-13T05:56:00Z,54.47,46.63
2026-01-13T05:57:00Z,64.56,35.57
2026-01-13T05:58:00Z,69.67,34.89
2026-01-13T05:59:00Z,72.99,33.26
2026-01-13T06:00:00Z,64.91,38.93
2026-01-13T06:01:00Z,63.26,44.83
2026-01-13T06:02:00Z,57.49,50.43
2026-01-13T06:03:00Z,59.71,43.34
2026-01-13T06:04:00Z,57.38,47.06
2026-01-13T06:05:00Z,58.49,47.23
2026-01-13T06:06:00Z,58.41,43.89
2026-01-13T06:07:00Z,60.02,43.15
2026-01-13T06:08:00Z,65.23,33.70
2026-01-13T06:09:00Z,65.34,34.25
2026-01-13T06:10:00Z,66.92,38.08
2026-01-13T06:11:00Z,68.64,33.87
2026-01-13T06:12:00Z,70.88,35.25
2026-01-13T06:13:00Z,67.02,32.65
2026-01-13T06:14:00Z,68.32,35.08
2026-01-13T06:15:00Z,62.63,38.17
2026-01-13T06:16:00Z,62.27,48.63
2026-01-13T06:17:00Z,63.96,42.52
2026-01-13T06:18:00Z,73.97,31.17
2026-01-13T06:19:00Z,69.42,34.84
2026-01-13T06:20:00Z,70.75,36.03
2026-01-13T06:21:00Z,76.62,28.22
2026-01-13T06:22:00Z,84.88,17.42
2026-01-13T06:23:00Z,78.43,22.35
2026-01-13T06:24:00Z,69.74,31.75
2026-01-13T06:25:00Z,72.14,29.00
2026-01-13T06:26:00Z,65.50,35.58
2026-01-13T06:27:00Z,66.95,35.50
2026-01-13T06:28:00Z,63.31,36.42
2026-01-13T06:29:00Z,69.99,29.59
2026-01-13T06:30:00Z,72.91,30.22
2026-01-13T06:31:00Z,74.24,27.08
2026-01-13T06:32:00Z,73.48,34.56
2026-01-13T06:33:00Z,75.61,27.24
2026-01-13T06:34:00Z,74.41,24.98
2026-01-13T06:35:00Z,60.53,38.12
2026-01-13T06:36:00Z,61.06,40.36
2026-01-13T06:37:00Z,70.41,30.98
2026-01-13T06:38:00Z,71.45,28.86
2026-01-13T06:39:00Z,72.08,30.00
2026-01-13T06:40:00Z,70.57,30.53
2026-01-13T06:41:00Z,62.79,37.19
2026-01-13T06:42:00Z,61.11,42.91
2026-01-13T06:43:00Z,60.01,40.09
2026-01-13T06:44:00Z,53.57,52.04
2026-01-13T06:45:00Z,52.85,43.73
2026-01-13T06:46:00Z,67.64,34.81
2026-01-13T06:47:00Z,58.66,42.21
2026-01-13T06:48:00Z,66.12,37.37
2026-01-13T06:49:00Z,69.52,32.93
2026-01-13T06:50:00Z,68.97,33.01
2026-01-13T06:51:00Z,81.87,17.45
2026-01-13T06:52:00Z,93.86,6.52
2026-01-13T06:53:00Z,99.00,1.00
2026-01-13T06:54:00Z,99.00,1.00
2026-01-13T06:55:00Z,99.00,1.00
2026-01-13T06:56:00Z,99.00,1.00
2026-01-13T06:57:00Z,99.00,1.00
2026-01-13T06:58:00Z,99.00,1.00
2026-01-13T06:59:00Z,99.00,1.00
2026-01-13T07:00:00Z,99.00,1.00
2026-01-13T07:01:00Z,99.00,1.00
2026-01-13T07:02:00Z,99.00,1.00
