# event_ticker=KXATPCHALLENGERMATCH-26JUN02BASTRA
# final_score=7-6(3) 4-6 6-3
# score_resolution=6-7 6-4 3-6
# match_winner=Pierluigi Basile
# fav_player=Stefano Travaglia
# dog_player=Pierluigi Basile
# kalshi_date=2026-06-02
timestamp,Pierluigi Basile,Stefano Travaglia
2026-06-02T12:35:00Z,20.87,80.00
2026-06-02T12:36:00Z,15.24,83.13
2026-06-02T12:37:00Z,20.74,78.97
2026-06-02T12:38:00Z,23.30,78.00
2026-06-02T12:39:00Z,24.27,78.00
2026-06-02T12:40:00Z,23.00,79.00
2026-06-02T12:41:00Z,20.00,80.00
2026-06-02T12:42:00Z,21.72,79.97
2026-06-02T12:43:00Z,27.00,75.01
2026-06-02T12:44:00Z,25.18,74.21
2026-06-02T12:45:00Z,24.00,77.91
2026-06-02T12:46:00Z,23.00,77.14
2026-06-02T12:47:00Z,23.00,77.02
2026-06-02T12:48:00Z,23.79,76.00
2026-06-02T12:49:00Z,26.88,76.00
2026-06-02T12:50:00Z,27.59,76.00
2026-06-02T12:51:00Z,32.97,70.19
2026-06-02T12:52:00Z,41.45,57.73
2026-06-02T12:53:00Z,44.93,52.42
2026-06-02T12:54:00Z,43.19,56.00
2026-06-02T12:55:00Z,48.94,56.32
2026-06-02T12:56:00Z,51.97,47.85
2026-06-02T12:57:00Z,53.74,45.94
2026-06-02T12:58:00Z,57.02,43.00
2026-06-02T12:59:00Z,57.04,43.00
2026-06-02T13:00:00Z,57.04,44.00
2026-06-02T13:01:00Z,57.04,44.09
2026-06-02T13:02:00Z,49.35,52.54
2026-06-02T13:03:00Z,53.33,45.06
2026-06-02T13:04:00Z,54.00,46.78
2026-06-02T13:05:00Z,51.89,50.46
2026-06-02T13:06:00Z,55.44,46.11
2026-06-02T13:07:00Z,58.17,40.15
2026-06-02T13:08:00Z,61.24,39.98
2026-06-02T13:09:00Z,63.26,39.88
2026-06-02T13:10:00Z,65.81,32.75
2026-06-02T13:11:00Z,66.33,34.25
2026-06-02T13:12:00Z,65.49,37.66
2026-06-02T13:13:00Z,62.02,39.79
2026-06-02T13:14:00Z,61.00,40.21
2026-06-02T13:15:00Z,56.38,43.26
2026-06-02T13:16:00Z,61.43,40.70
2026-06-02T13:17:00Z,61.00,39.32
2026-06-02T13:18:00Z,59.13,41.02
2026-06-02T13:19:00Z,62.03,38.38
2026-06-02T13:20:00Z,62.00,38.00
2026-06-02T13:21:00Z,61.97,38.76
2026-06-02T13:22:00Z,58.00,41.38
2026-06-02T13:23:00Z,55.44,43.50
2026-06-02T13:24:00Z,46.86,54.15
2026-06-02T13:25:00Z,39.16,59.62
2026-06-02T13:26:00Z,38.00,61.25
2026-06-02T13:27:00Z,36.50,64.18
2026-06-02T13:28:00Z,34.06,65.67
2026-06-02T13:29:00Z,32.69,68.16
2026-06-02T13:30:00Z,32.09,68.78
2026-06-02T13:31:00Z,31.73,69.87
2026-06-02T13:32:00Z,33.00,66.82
2026-06-02T13:33:00Z,32.58,69.50
2026-06-02T13:34:00Z,34.88,65.67
2026-06-02T13:35:00Z,33.98,66.43
2026-06-02T13:36:00Z,31.68,69.77
2026-06-02T13:37:00Z,31.68,70.00
2026-06-02T13:38:00Z,31.94,68.06
2026-06-02T13:39:00Z,31.87,67.26
2026-06-02T13:40:00Z,32.99,68.00
2026-06-02T13:41:00Z,29.15,69.40
2026-06-02T13:42:00Z,27.31,72.49
2026-06-02T13:43:00Z,27.05,72.00
2026-06-02T13:44:00Z,28.00,72.00
2026-06-02T13:45:00Z,27.53,72.36
2026-06-02T13:46:00Z,28.33,71.94
2026-06-02T13:47:00Z,31.59,68.12
2026-06-02T13:48:00Z,34.00,66.98
2026-06-02T13:49:00Z,32.00,66.74
2026-06-02T13:50:00Z,31.31,68.26
2026-06-02T13:51:00Z,28.98,75.36
2026-06-02T13:52:00Z,26.09,73.94
2026-06-02T13:53:00Z,29.66,70.98
2026-06-02T13:54:00Z,33.94,65.13
2026-06-02T13:55:00Z,35.00,65.03
2026-06-02T13:56:00Z,37.52,66.49
2026-06-02T13:57:00Z,36.85,61.28
2026-06-02T13:58:00Z,36.45,66.86
2026-06-02T13:59:00Z,36.30,67.98
2026-06-02T14:00:00Z,33.93,65.90
2026-06-02T14:01:00Z,38.76,65.05
2026-06-02T14:02:00Z,37.00,63.05
2026-06-02T14:03:00Z,38.29,62.97
2026-06-02T14:04:00Z,40.57,57.82
2026-06-02T14:05:00Z,50.57,51.92
2026-06-02T14:06:00Z,58.07,44.37
2026-06-02T14:07:00Z,75.62,25.19
2026-06-02T14:08:00Z,81.52,22.97
2026-06-02T14:09:00Z,80.64,20.66
2026-06-02T14:10:00Z,69.20,30.75
2026-06-02T14:11:00Z,79.69,22.87
2026-06-02T14:12:00Z,76.74,24.44
2026-06-02T14:13:00Z,70.93,34.36
2026-06-02T14:14:00Z,80.55,25.73
2026-06-02T14:15:00Z,84.94,12.26
2026-06-02T14:16:00Z,89.00,11.42
2026-06-02T14:17:00Z,90.92,11.18
2026-06-02T14:18:00Z,91.34,9.00
2026-06-02T14:19:00Z,90.28,8.39
2026-06-02T14:20:00Z,93.68,8.41
2026-06-02T14:21:00Z,89.71,11.67
2026-06-02T14:22:00Z,86.25,16.76
2026-06-02T14:23:00Z,79.51,16.45
2026-06-02T14:24:00Z,91.07,11.29
2026-06-02T14:25:00Z,85.11,23.57
2026-06-02T14:26:00Z,82.10,29.16
2026-06-02T14:27:00Z,76.07,28.35
2026-06-02T14:28:00Z,78.63,26.38
2026-06-02T14:29:00Z,91.18,9.07
2026-06-02T14:30:00Z,98.57,3.31
2026-06-02T14:31:00Z,99.00,3.31
2026-06-02T14:32:00Z,99.00,1.00
2026-06-02T14:33:00Z,99.00,1.00
