# event_ticker=KXATPMATCH-26FEB09DUCSPI
# final_score=6-2 6-4
# match_winner=Eliot Spizzirri
# fav_player=Eliot Spizzirri
# dog_player=James Duckworth
# kalshi_date=2026-02-09
timestamp,Eliot Spizzirri,James Duckworth
2026-02-11T20:26:00Z,76.00,28.80
2026-02-11T20:27:00Z,75.69,25.00
2026-02-11T20:28:00Z,75.00,25.02
2026-02-11T20:29:00Z,75.00,24.95
2026-02-11T20:30:00Z,80.61,20.92
2026-02-11T20:31:00Z,85.24,11.92
2026-02-11T20:32:00Z,89.00,11.03
2026-02-11T20:33:00Z,90.21,12.54
2026-02-11T20:34:00Z,89.93,11.44
2026-02-11T20:35:00Z,90.00,11.36
2026-02-11T20:36:00Z,91.50,10.17
2026-02-11T20:37:00Z,90.92,10.08
2026-02-11T20:38:00Z,90.24,10.85
2026-02-11T20:39:00Z,91.02,9.79
2026-02-11T20:40:00Z,90.43,9.44
2026-02-11T20:41:00Z,92.63,7.06
2026-02-11T20:42:00Z,94.00,7.03
2026-02-11T20:43:00Z,94.00,6.55
2026-02-11T20:44:00Z,94.27,5.04
2026-02-11T20:45:00Z,95.00,6.00
2026-02-11T20:46:00Z,95.00,5.32
2026-02-11T20:47:00Z,94.99,5.81
2026-02-11T20:48:00Z,94.03,6.36
2026-02-11T20:49:00Z,93.00,8.00
2026-02-11T20:50:00Z,93.00,8.89
2026-02-11T20:51:00Z,93.00,8.02
2026-02-11T20:52:00Z,93.44,8.20
2026-02-11T20:53:00Z,94.23,6.80
2026-02-11T20:54:00Z,94.63,4.34
2026-02-11T20:55:00Z,94.34,5.83
2026-02-11T20:56:00Z,93.89,6.28
2026-02-11T20:57:00Z,93.04,7.68
2026-02-11T20:58:00Z,93.04,7.90
2026-02-11T20:59:00Z,92.00,8.81
2026-02-11T21:00:00Z,92.23,8.00
2026-02-11T21:01:00Z,92.61,8.08
2026-02-11T21:02:00Z,92.45,9.13
2026-02-11T21:03:00Z,93.69,8.93
2026-02-11T21:04:00Z,93.00,8.00
2026-02-11T21:05:00Z,91.63,9.04
2026-02-11T21:06:00Z,91.64,9.92
2026-02-11T21:07:00Z,92.77,8.80
2026-02-11T21:08:00Z,93.00,8.95
2026-02-11T21:09:00Z,93.54,7.48
2026-02-11T21:10:00Z,92.85,9.00
2026-02-11T21:11:00Z,92.00,9.00
2026-02-11T21:12:00Z,92.00,8.97
2026-02-11T21:13:00Z,90.87,9.61
2026-02-11T21:14:00Z,92.12,8.80
2026-02-11T21:15:00Z,94.52,5.70
2026-02-11T21:16:00Z,95.00,5.51
2026-02-11T21:17:00Z,92.96,6.76
2026-02-11T21:18:00Z,94.94,6.24
2026-02-11T21:19:00Z,94.00,6.70
2026-02-11T21:20:00Z,96.73,3.05
2026-02-11T21:21:00Z,98.15,2.72
2026-02-11T21:22:00Z,98.58,2.38
2026-02-11T21:23:00Z,98.16,2.07
2026-02-11T21:24:00Z,98.93,1.09
2026-02-11T21:25:00Z,99.00,1.02
2026-02-11T21:26:00Z,99.00,1.96
2026-02-11T21:27:00Z,98.01,1.80
2026-02-11T21:28:00Z,99.00,1.77
2026-02-11T21:29:00Z,98.70,1.19
2026-02-11T21:30:00Z,98.00,1.49
2026-02-11T21:31:00Z,99.00,1.00
2026-02-11T21:32:00Z,99.00,1.00
2026-02-11T21:35:00Z,99.00,1.00
2026-02-11T21:36:00Z,99.00,1.00
