# event_ticker=KXATPMATCH-25OCT17LEHBON
# final_score=6-7(8) 6-1 4-1 RET
# match_winner=Jiri Lehecka
# fav_player=Benjamin Bonzi
# dog_player=Jiri Lehecka
# kalshi_date=2025-10-17
timestamp,Benjamin Bonzi,Jiri Lehecka
2025-10-17T14:36:00Z,1.00,99.00
2025-10-17T14:39:00Z,1.00,99.00
2025-10-17T14:40:00Z,1.00,99.00
2025-10-17T14:43:00Z,1.00,99.00
2025-10-17T14:44:00Z,1.00,99.00
2025-10-17T14:46:00Z,1.00,99.00
2025-10-17T14:47:00Z,1.00,99.00
2025-10-17T14:48:00Z,1.00,99.00
2025-10-17T14:49:00Z,1.00,99.00
2025-10-17T14:52:00Z,1.00,99.00
2025-10-17T14:54:00Z,1.00,99.00
2025-10-17T14:58:00Z,1.00,99.00
2025-10-17T15:01:00Z,1.00,99.00
2025-10-17T15:02:00Z,1.00,99.00
2025-10-17T15:10:00Z,1.00,99.00
2025-10-17T15:11:00Z,1.00,99.00
2025-10-17T15:12:00Z,1.00,99.00
2025-10-17T15:14:00Z,1.00,99.00
2025-10-17T15:16:00Z,1.00,99.00
2025-10-17T15:17:00Z,1.00,99.00
2025-10-17T15:20:00Z,1.00,99.00
2025-10-17T15:22:00Z,1.00,99.00
2025-10-17T15:26:00Z,1.00,99.00
2025-10-17T15:28:00Z,1.00,99.00
2025-10-17T15:30:00Z,1.00,99.00
2025-10-17T15:32:00Z,1.00,99.00
2025-10-17T15:33:00Z,1.00,99.00
2025-10-17T15:44:00Z,1.00,99.00
2025-10-17T15:47:00Z,1.00,99.00
2025-10-17T15:54:00Z,1.00,99.00
2025-10-17T15:55:00Z,1.00,99.00
2025-10-17T15:57:00Z,1.00,99.00
2025-10-17T15:59:00Z,1.00,99.00
2025-10-17T16:03:00Z,1.00,99.00
2025-10-17T16:04:00Z,1.00,99.00
2025-10-17T16:05:00Z,1.00,99.00
2025-10-17T16:09:00Z,1.00,99.00
2025-10-17T16:11:00Z,1.00,99.00
2025-10-17T16:20:00Z,1.00,99.00
2025-10-17T16:23:00Z,1.00,99.00
2025-10-17T16:27:00Z,1.00,99.00
2025-10-17T16:31:00Z,1.00,99.00
2025-10-17T16:34:00Z,1.00,99.00
2025-10-17T16:48:00Z,1.00,99.00
2025-10-17T16:49:00Z,1.00,99.00
2025-10-17T16:51:00Z,1.00,99.00
2025-10-17T16:52:00Z,1.00,99.00
2025-10-17T16:57:00Z,1.00,99.00
2025-10-17T16:59:00Z,1.00,99.00
2025-10-17T17:01:00Z,1.00,99.00
2025-10-17T17:04:00Z,1.00,99.00
2025-10-17T17:05:00Z,1.00,99.00
2025-10-17T17:15:00Z,1.00,99.00
2025-10-17T17:17:00Z,1.00,99.00
2025-10-17T17:19:00Z,1.00,99.00
2025-10-17T17:24:00Z,1.00,99.00
2025-10-17T17:28:00Z,1.00,99.00
2025-10-17T17:51:00Z,1.00,99.00
2025-10-17T17:52:00Z,1.00,99.00
2025-10-17T17:53:00Z,1.00,99.00
2025-10-17T17:56:00Z,1.00,99.00
2025-10-17T18:01:00Z,1.00,99.00
