# event_ticker=KXATPCHALLENGERMATCH-26FEB17ZARDAM
# final_score=6-7(4) 7-6(4) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Carlos Maria Zarate
# fav_player=Carlos Maria Zarate
# dog_player=Miguel Damas
# kalshi_date=2026-02-17
timestamp,Carlos Maria Zarate,Miguel Damas
2026-02-17T13:57:00Z,42.76,58.33
2026-02-17T13:58:00Z,39.45,65.00
2026-02-17T13:59:00Z,32.73,72.61
2026-02-17T14:00:00Z,31.48,65.83
2026-02-17T14:01:00Z,29.87,72.78
2026-02-17T14:02:00Z,28.03,71.02
2026-02-17T14:03:00Z,28.45,71.02
2026-02-17T14:04:00Z,36.97,69.17
2026-02-17T14:05:00Z,29.02,72.93
2026-02-17T14:06:00Z,22.26,79.84
2026-02-17T14:07:00Z,19.11,79.84
2026-02-17T14:08:00Z,17.08,82.79
2026-02-17T14:09:00Z,15.54,83.02
2026-02-17T14:10:00Z,12.36,84.59
2026-02-17T14:11:00Z,13.34,88.02
2026-02-17T14:12:00Z,11.93,89.00
2026-02-17T14:13:00Z,11.98,88.33
2026-02-17T14:14:00Z,13.77,87.00
2026-02-17T14:15:00Z,11.51,89.00
2026-02-17T14:16:00Z,12.91,89.00
2026-02-17T14:17:00Z,10.53,90.91
2026-02-17T14:18:00Z,17.11,83.06
2026-02-17T14:19:00Z,27.76,81.00
2026-02-17T14:20:00Z,24.22,75.78
2026-02-17T14:21:00Z,19.89,82.00
2026-02-17T14:22:00Z,18.47,76.89
2026-02-17T14:23:00Z,15.24,84.65
2026-02-17T14:24:00Z,12.48,88.18
2026-02-17T14:25:00Z,17.18,85.99
2026-02-17T14:26:00Z,12.06,88.64
2026-02-17T14:27:00Z,9.68,91.01
2026-02-17T14:28:00Z,10.00,93.00
2026-02-17T14:29:00Z,10.00,93.00
2026-02-17T14:30:00Z,9.87,89.00
2026-02-17T14:31:00Z,9.92,92.65
2026-02-17T14:32:00Z,8.57,91.25
2026-02-17T14:33:00Z,7.71,93.38
2026-02-17T14:34:00Z,6.34,93.15
2026-02-17T14:35:00Z,8.82,93.06
2026-02-17T14:36:00Z,7.62,93.94
2026-02-17T14:37:00Z,6.33,93.55
2026-02-17T14:38:00Z,4.59,95.62
2026-02-17T14:39:00Z,3.32,97.00
2026-02-17T14:40:00Z,5.86,95.16
2026-02-17T14:41:00Z,7.56,94.00
2026-02-17T14:42:00Z,9.00,91.78
2026-02-17T14:43:00Z,10.39,91.02
2026-02-17T14:44:00Z,10.26,89.80
2026-02-17T14:45:00Z,10.98,90.00
2026-02-17T14:46:00Z,11.23,89.08
2026-02-17T14:47:00Z,10.99,91.07
2026-02-17T14:48:00Z,11.22,90.71
2026-02-17T14:49:00Z,7.89,92.72
2026-02-17T14:50:00Z,9.52,92.00
2026-02-17T14:51:00Z,13.84,89.37
2026-02-17T14:52:00Z,11.05,89.76
2026-02-17T14:53:00Z,13.20,87.82
2026-02-17T14:54:00Z,13.49,86.28
2026-02-17T14:55:00Z,14.08,87.47
2026-02-17T14:56:00Z,10.47,90.14
2026-02-17T14:57:00Z,11.66,90.36
2026-02-17T14:58:00Z,12.12,89.10
2026-02-17T14:59:00Z,9.83,90.17
2026-02-17T15:00:00Z,10.30,92.00
2026-02-17T15:01:00Z,12.21,89.13
2026-02-17T15:02:00Z,14.34,86.46
2026-02-17T15:03:00Z,14.09,85.03
2026-02-17T15:04:00Z,16.32,85.38
2026-02-17T15:05:00Z,13.76,86.51
2026-02-17T15:06:00Z,17.20,86.07
2026-02-17T15:07:00Z,11.02,90.17
2026-02-17T15:08:00Z,11.63,90.85
2026-02-17T15:09:00Z,9.11,93.81
2026-02-17T15:10:00Z,6.84,93.87
2026-02-17T15:11:00Z,10.73,92.81
2026-02-17T15:12:00Z,10.80,93.35
2026-02-17T15:13:00Z,6.30,96.13
2026-02-17T15:14:00Z,5.69,95.99
2026-02-17T15:15:00Z,11.59,87.40
2026-02-17T15:16:00Z,14.00,86.38
2026-02-17T15:17:00Z,9.93,89.70
2026-02-17T15:18:00Z,7.45,92.55
2026-02-17T15:19:00Z,9.90,93.00
2026-02-17T15:20:00Z,9.79,92.06
2026-02-17T15:21:00Z,10.65,91.83
2026-02-17T15:22:00Z,14.24,86.70
2026-02-17T15:23:00Z,15.61,85.91
2026-02-17T15:24:00Z,18.73,82.12
2026-02-17T15:25:00Z,18.37,83.85
2026-02-17T15:26:00Z,21.06,75.32
2026-02-17T15:27:00Z,22.93,78.18
2026-02-17T15:28:00Z,27.47,72.68
2026-02-17T15:29:00Z,33.22,68.20
2026-02-17T15:30:00Z,30.43,71.23
2026-02-17T15:31:00Z,25.14,77.07
2026-02-17T15:32:00Z,33.86,66.28
2026-02-17T15:33:00Z,33.67,65.33
2026-02-17T15:34:00Z,34.83,65.42
2026-02-17T15:35:00Z,33.09,66.00
2026-02-17T15:36:00Z,36.28,66.02
2026-02-17T15:37:00Z,33.78,66.52
2026-02-17T15:38:00Z,35.67,67.00
2026-02-17T15:39:00Z,33.74,67.00
2026-02-17T15:40:00Z,35.18,66.68
2026-02-17T15:41:00Z,36.00,67.00
2026-02-17T15:42:00Z,42.74,58.54
2026-02-17T15:43:00Z,41.64,57.80
2026-02-17T15:44:00Z,36.09,62.04
2026-02-17T15:45:00Z,29.45,69.10
2026-02-17T15:46:00Z,37.40,63.48
2026-02-17T15:47:00Z,33.38,69.30
2026-02-17T15:48:00Z,38.87,59.04
2026-02-17T15:49:00Z,39.18,59.00
2026-02-17T15:50:00Z,40.41,61.02
2026-02-17T15:51:00Z,31.94,65.04
2026-02-17T15:52:00Z,32.11,67.36
2026-02-17T15:53:00Z,28.51,69.54
2026-02-17T15:54:00Z,26.51,70.39
2026-02-17T15:55:00Z,29.62,71.10
2026-02-17T15:56:00Z,29.26,71.28
2026-02-17T15:57:00Z,22.58,76.15
2026-02-17T15:58:00Z,24.63,76.62
2026-02-17T15:59:00Z,37.61,66.37
2026-02-17T16:00:00Z,22.94,72.62
2026-02-17T16:01:00Z,30.33,72.05
2026-02-17T16:02:00Z,37.04,66.58
2026-02-17T16:03:00Z,40.53,58.40
2026-02-17T16:04:00Z,42.38,58.39
2026-02-17T16:05:00Z,41.30,57.46
2026-02-17T16:06:00Z,36.26,60.60
2026-02-17T16:07:00Z,45.91,57.65
2026-02-17T16:08:00Z,45.08,55.13
2026-02-17T16:09:00Z,42.38,61.02
2026-02-17T16:10:00Z,47.82,56.69
2026-02-17T16:11:00Z,47.34,51.10
2026-02-17T16:12:00Z,50.50,58.00
2026-02-17T16:13:00Z,59.88,38.61
2026-02-17T16:14:00Z,72.80,22.48
2026-02-17T16:15:00Z,63.45,35.53
2026-02-17T16:16:00Z,62.83,36.28
2026-02-17T16:17:00Z,78.01,24.45
2026-02-17T16:18:00Z,80.66,19.55
2026-02-17T16:19:00Z,79.84,20.26
2026-02-17T16:20:00Z,88.79,10.89
2026-02-17T16:21:00Z,86.72,15.70
2026-02-17T16:22:00Z,86.30,13.98
2026-02-17T16:23:00Z,81.14,18.15
2026-02-17T16:24:00Z,80.78,18.95
2026-02-17T16:25:00Z,77.50,27.40
2026-02-17T16:26:00Z,72.62,27.14
2026-02-17T16:27:00Z,60.12,38.75
2026-02-17T16:28:00Z,76.20,32.10
2026-02-17T16:29:00Z,88.16,13.64
2026-02-17T16:30:00Z,90.65,9.69
2026-02-17T16:31:00Z,87.63,10.93
2026-02-17T16:32:00Z,86.72,13.87
2026-02-17T16:33:00Z,91.02,9.50
2026-02-17T16:34:00Z,88.36,11.35
2026-02-17T16:35:00Z,90.48,13.08
2026-02-17T16:36:00Z,94.78,6.18
2026-02-17T16:37:00Z,91.98,12.07
2026-02-17T16:38:00Z,98.78,3.36
2026-02-17T16:39:00Z,99.00,1.00
2026-02-17T16:40:00Z,99.00,1.00
2026-02-17T16:41:00Z,99.00,1.00
2026-02-17T16:42:00Z,99.00,1.00
