# event_ticker=KXATPMATCH-25JUL30TSIOCO
# final_score=6-4 4-6 6-2
# score_resolution=4-6 6-4 2-6
# match_winner=Christopher O'Connell
# fav_player=Stefanos Tsitsipas
# dog_player=Christopher O'Connell
# kalshi_date=2025-07-30
timestamp,Stefanos Tsitsipas,Christopher O'Connell
2025-07-31T00:13:00Z,43.33,58.00
2025-07-31T00:14:00Z,42.00,58.75
2025-07-31T00:15:00Z,40.00,58.75
2025-07-31T00:16:00Z,38.00,64.79
2025-07-31T00:17:00Z,34.20,64.94
2025-07-31T00:18:00Z,39.83,62.00
2025-07-31T00:19:00Z,37.00,63.00
2025-07-31T00:20:00Z,40.00,60.00
2025-07-31T00:21:00Z,40.00,60.00
2025-07-31T00:22:00Z,42.97,60.00
2025-07-31T00:23:00Z,41.00,60.00
2025-07-31T00:24:00Z,37.50,62.57
2025-07-31T00:25:00Z,37.00,63.45
2025-07-31T00:26:00Z,36.49,64.96
2025-07-31T00:27:00Z,33.02,66.94
2025-07-31T00:28:00Z,37.00,66.00
2025-07-31T00:29:00Z,40.00,64.99
2025-07-31T00:30:00Z,39.00,64.00
2025-07-31T00:32:00Z,46.45,54.00
2025-07-31T00:33:00Z,44.91,55.00
2025-07-31T00:34:00Z,38.00,62.00
2025-07-31T00:35:00Z,39.32,65.00
2025-07-31T00:36:00Z,38.00,65.00
2025-07-31T00:37:00Z,36.07,66.17
2025-07-31T00:38:00Z,33.62,68.29
2025-07-31T00:39:00Z,41.48,68.29
2025-07-31T00:40:00Z,42.99,68.29
2025-07-31T00:41:00Z,43.82,58.00
2025-07-31T00:42:00Z,51.47,46.85
2025-07-31T00:43:00Z,59.99,44.00
2025-07-31T00:44:00Z,55.45,44.00
2025-07-31T00:45:00Z,56.37,44.00
2025-07-31T00:46:00Z,66.00,44.00
2025-07-31T00:49:00Z,60.14,44.88
2025-07-31T00:50:00Z,47.99,55.47
2025-07-31T00:51:00Z,49.22,48.44
2025-07-31T00:52:00Z,39.00,65.01
2025-07-31T00:53:00Z,48.71,48.68
2025-07-31T00:54:00Z,55.85,44.41
2025-07-31T00:55:00Z,44.54,56.89
2025-07-31T00:56:00Z,47.37,58.75
2025-07-31T00:57:00Z,38.84,65.13
2025-07-31T00:58:00Z,28.81,74.52
2025-07-31T00:59:00Z,31.69,69.01
2025-07-31T01:00:00Z,31.69,68.01
2025-07-31T01:01:00Z,33.55,68.01
2025-07-31T01:02:00Z,31.52,68.72
2025-07-31T01:03:00Z,32.03,76.00
2025-07-31T01:04:00Z,27.80,75.09
2025-07-31T01:05:00Z,26.43,72.30
2025-07-31T01:06:00Z,20.10,79.88
2025-07-31T01:07:00Z,20.43,80.28
2025-07-31T01:08:00Z,10.35,89.55
2025-07-31T01:09:00Z,6.23,95.00
2025-07-31T01:10:00Z,7.00,94.19
2025-07-31T01:11:00Z,9.69,89.07
2025-07-31T01:12:00Z,17.52,85.68
2025-07-31T01:13:00Z,16.25,82.07
2025-07-31T01:14:00Z,8.75,91.00
2025-07-31T01:15:00Z,4.76,95.41
2025-07-31T01:16:00Z,3.97,95.41
2025-07-31T01:17:00Z,3.00,96.00
2025-07-31T01:18:00Z,1.61,98.11
2025-07-31T01:19:00Z,1.00,98.11
2025-07-31T01:22:00Z,1.00,99.00
2025-07-31T01:23:00Z,1.00,99.00
2025-07-31T01:26:00Z,1.00,99.00
