# event_ticker=KXATPCHALLENGERMATCH-26MAR17ENGSHE
# final_score=6-3 3-6 7-5
# match_winner=Justin Engel
# fav_player=Justin Engel
# dog_player=Abdullah Shelbayh
# kalshi_date=2026-03-17
timestamp,Justin Engel,Abdullah Shelbayh
2026-03-17T16:58:00Z,67.00,35.00
2026-03-17T17:01:00Z,68.00,35.00
2026-03-17T17:27:00Z,67.00,35.00
2026-03-17T17:31:00Z,66.37,34.00
2026-03-17T17:32:00Z,66.00,33.92
2026-03-17T17:33:00Z,71.00,27.00
2026-03-17T17:34:00Z,75.90,23.00
2026-03-17T17:35:00Z,75.90,23.00
2026-03-17T17:36:00Z,75.32,25.47
2026-03-17T17:37:00Z,79.58,25.47
2026-03-17T17:38:00Z,71.91,29.19
2026-03-17T17:39:00Z,65.95,35.00
2026-03-17T17:40:00Z,65.95,31.00
2026-03-17T17:41:00Z,71.17,28.00
2026-03-17T17:42:00Z,76.00,28.00
2026-03-17T17:43:00Z,74.41,26.00
2026-03-17T17:44:00Z,74.00,25.53
2026-03-17T17:45:00Z,78.43,22.33
2026-03-17T17:46:00Z,81.00,20.00
2026-03-17T17:47:00Z,84.82,17.05
2026-03-17T17:48:00Z,85.12,16.99
2026-03-17T17:49:00Z,85.00,15.59
2026-03-17T17:50:00Z,83.27,17.94
2026-03-17T17:51:00Z,83.00,18.00
2026-03-17T17:52:00Z,83.52,18.00
2026-03-17T17:53:00Z,84.40,18.00
2026-03-17T17:54:00Z,81.00,20.97
2026-03-17T17:56:00Z,80.00,21.00
2026-03-17T17:57:00Z,79.00,21.00
2026-03-17T17:58:00Z,82.02,18.33
2026-03-17T17:59:00Z,82.02,18.00
2026-03-17T18:00:00Z,80.00,21.00
2026-03-17T18:01:00Z,80.00,21.00
2026-03-17T18:02:00Z,79.39,22.68
2026-03-17T18:03:00Z,80.48,24.03
2026-03-17T18:04:00Z,80.00,24.01
2026-03-17T18:05:00Z,82.90,18.00
2026-03-17T18:06:00Z,82.23,20.04
2026-03-17T18:07:00Z,84.00,18.95
2026-03-17T18:08:00Z,84.44,17.28
2026-03-17T18:09:00Z,86.00,15.31
2026-03-17T18:10:00Z,85.31,14.51
2026-03-17T18:11:00Z,85.31,12.68
2026-03-17T18:12:00Z,88.00,13.60
2026-03-17T18:13:00Z,87.50,11.37
2026-03-17T18:14:00Z,89.00,11.37
2026-03-17T18:15:00Z,90.75,10.12
2026-03-17T18:16:00Z,91.58,11.13
2026-03-17T18:17:00Z,89.78,11.38
2026-03-17T18:18:00Z,90.79,9.80
2026-03-17T18:19:00Z,89.00,9.80
2026-03-17T18:20:00Z,88.00,13.00
2026-03-17T18:21:00Z,90.15,10.67
2026-03-17T18:22:00Z,90.87,9.75
2026-03-17T18:23:00Z,89.32,9.99
2026-03-17T18:24:00Z,91.00,10.00
2026-03-17T18:25:00Z,90.00,10.96
2026-03-17T18:26:00Z,90.12,10.74
2026-03-17T18:27:00Z,88.05,13.42
2026-03-17T18:28:00Z,84.03,16.66
2026-03-17T18:29:00Z,80.00,16.31
2026-03-17T18:30:00Z,83.01,19.78
2026-03-17T18:31:00Z,84.43,16.05
2026-03-17T18:32:00Z,75.58,22.10
2026-03-17T18:33:00Z,75.00,25.93
2026-03-17T18:34:00Z,70.05,29.45
2026-03-17T18:35:00Z,70.87,30.80
2026-03-17T18:36:00Z,71.14,28.99
2026-03-17T18:37:00Z,72.61,29.04
2026-03-17T18:38:00Z,72.42,28.50
2026-03-17T18:39:00Z,73.00,27.87
2026-03-17T18:40:00Z,76.10,25.97
2026-03-17T18:41:00Z,72.37,30.63
2026-03-17T18:42:00Z,68.02,32.76
2026-03-17T18:43:00Z,65.01,35.84
2026-03-17T18:44:00Z,66.42,34.85
2026-03-17T18:45:00Z,65.33,33.00
2026-03-17T18:46:00Z,65.51,35.51
2026-03-17T18:47:00Z,65.00,36.72
2026-03-17T18:48:00Z,63.69,37.18
2026-03-17T18:49:00Z,56.59,42.93
2026-03-17T18:50:00Z,57.00,42.86
2026-03-17T18:51:00Z,57.00,42.72
2026-03-17T18:52:00Z,55.24,47.43
2026-03-17T18:53:00Z,57.81,44.58
2026-03-17T18:54:00Z,56.68,44.07
2026-03-17T18:55:00Z,53.38,47.08
2026-03-17T18:56:00Z,50.20,48.95
2026-03-17T18:57:00Z,55.35,47.03
2026-03-17T18:58:00Z,52.55,46.70
2026-03-17T18:59:00Z,48.32,50.37
2026-03-17T19:00:00Z,49.05,49.36
2026-03-17T19:01:00Z,56.53,43.29
2026-03-17T19:02:00Z,57.18,46.48
2026-03-17T19:03:00Z,57.88,44.65
2026-03-17T19:04:00Z,58.74,41.72
2026-03-17T19:05:00Z,60.49,38.88
2026-03-17T19:06:00Z,64.49,33.43
2026-03-17T19:07:00Z,58.45,40.87
2026-03-17T19:08:00Z,67.05,33.63
2026-03-17T19:09:00Z,69.42,30.79
2026-03-17T19:10:00Z,57.00,45.00
2026-03-17T19:11:00Z,51.92,46.64
2026-03-17T19:12:00Z,50.46,52.78
2026-03-17T19:13:00Z,46.01,54.66
2026-03-17T19:14:00Z,53.92,52.42
2026-03-17T19:15:00Z,55.16,47.23
2026-03-17T19:16:00Z,57.13,42.00
2026-03-17T19:17:00Z,64.22,34.21
2026-03-17T19:18:00Z,71.19,30.17
2026-03-17T19:19:00Z,64.28,34.00
2026-03-17T19:20:00Z,79.60,37.67
2026-03-17T19:21:00Z,81.88,17.53
2026-03-17T19:22:00Z,81.69,18.98
2026-03-17T19:23:00Z,79.13,27.12
2026-03-17T19:24:00Z,62.06,35.98
2026-03-17T19:25:00Z,63.46,37.59
2026-03-17T19:26:00Z,48.77,48.29
2026-03-17T19:27:00Z,50.20,54.59
2026-03-17T19:28:00Z,43.72,56.40
2026-03-17T19:29:00Z,43.53,57.52
2026-03-17T19:30:00Z,42.99,58.88
2026-03-17T19:31:00Z,47.89,53.81
2026-03-17T19:32:00Z,44.56,59.31
2026-03-17T19:33:00Z,33.77,65.96
2026-03-17T19:34:00Z,40.04,73.75
2026-03-17T19:35:00Z,11.52,85.36
2026-03-17T19:36:00Z,14.85,84.67
2026-03-17T19:37:00Z,27.83,74.39
2026-03-17T19:38:00Z,40.49,63.74
2026-03-17T19:39:00Z,41.01,59.32
2026-03-17T19:40:00Z,33.14,66.00
2026-03-17T19:41:00Z,45.79,56.63
2026-03-17T19:42:00Z,56.34,44.40
2026-03-17T19:43:00Z,63.68,39.60
2026-03-17T19:44:00Z,69.57,28.59
2026-03-17T19:45:00Z,89.42,12.15
2026-03-17T19:46:00Z,92.97,8.86
2026-03-17T19:47:00Z,98.74,1.89
2026-03-17T19:48:00Z,99.00,1.89
2026-03-17T19:49:00Z,99.00,1.89
2026-03-17T19:50:00Z,99.00,1.89
2026-03-17T19:51:00Z,99.00,1.89
2026-03-17T19:52:00Z,99.00,1.00
