# event_ticker=KXATPCHALLENGERMATCH-26FEB17JORNAG
# final_score=6-3 7-5
# score_resolution=3-6 5-7
# match_winner=Sumit Nagal
# fav_player=David Jorda Sanchis
# dog_player=Sumit Nagal
# kalshi_date=2026-02-17
timestamp,David Jorda Sanchis,Sumit Nagal
2026-02-17T07:54:00Z,23.00,79.00
2026-02-17T07:55:00Z,23.42,79.00
2026-02-17T08:07:00Z,21.00,79.00
2026-02-17T08:12:00Z,24.00,79.00
2026-02-17T08:13:00Z,24.00,79.00
2026-02-17T08:20:00Z,24.00,77.00
2026-02-17T08:22:00Z,24.00,77.00
2026-02-17T08:24:00Z,23.00,77.00
2026-02-17T08:27:00Z,24.00,77.00
2026-02-17T08:29:00Z,24.00,77.00
2026-02-17T08:33:00Z,24.40,77.00
2026-02-17T08:34:00Z,27.00,77.00
2026-02-17T08:35:00Z,27.00,75.25
2026-02-17T08:36:00Z,27.00,75.25
2026-02-17T08:39:00Z,25.00,75.25
2026-02-17T08:49:00Z,27.00,76.00
2026-02-17T08:51:00Z,27.00,76.00
2026-02-17T08:56:00Z,25.00,76.00
2026-02-17T08:57:00Z,26.97,76.00
2026-02-17T08:59:00Z,26.67,76.00
2026-02-17T09:00:00Z,26.91,76.00
2026-02-17T09:01:00Z,27.37,75.93
2026-02-17T09:02:00Z,28.23,74.00
2026-02-17T09:03:00Z,29.00,74.00
2026-02-17T09:04:00Z,29.00,74.00
2026-02-17T09:05:00Z,26.01,75.14
2026-02-17T09:06:00Z,31.01,70.50
2026-02-17T09:07:00Z,32.28,71.22
2026-02-17T09:08:00Z,26.02,75.64
2026-02-17T09:09:00Z,25.30,76.49
2026-02-17T09:10:00Z,23.94,78.29
2026-02-17T09:11:00Z,20.49,79.00
2026-02-17T09:12:00Z,19.00,81.85
2026-02-17T09:13:00Z,18.24,82.00
2026-02-17T09:14:00Z,13.15,87.00
2026-02-17T09:15:00Z,13.50,87.10
2026-02-17T09:16:00Z,11.34,87.10
2026-02-17T09:17:00Z,12.91,88.00
2026-02-17T09:18:00Z,12.29,88.90
2026-02-17T09:19:00Z,12.00,89.00
2026-02-17T09:20:00Z,13.21,89.00
2026-02-17T09:21:00Z,15.09,86.00
2026-02-17T09:22:00Z,15.66,85.00
2026-02-17T09:23:00Z,13.67,85.00
2026-02-17T09:24:00Z,13.00,89.00
2026-02-17T09:25:00Z,13.00,89.00
2026-02-17T09:27:00Z,12.00,89.00
2026-02-17T09:28:00Z,13.99,89.00
2026-02-17T09:29:00Z,12.49,88.00
2026-02-17T09:30:00Z,13.00,88.00
2026-02-17T09:31:00Z,11.97,88.00
2026-02-17T09:32:00Z,12.00,88.00
2026-02-17T09:34:00Z,13.00,88.41
2026-02-17T09:35:00Z,14.00,88.00
2026-02-17T09:36:00Z,12.63,88.98
2026-02-17T09:37:00Z,14.52,88.98
2026-02-17T09:38:00Z,14.86,87.00
2026-02-17T09:39:00Z,10.68,89.79
2026-02-17T09:40:00Z,10.13,88.01
2026-02-17T09:41:00Z,11.56,87.24
2026-02-17T09:42:00Z,11.37,88.00
2026-02-17T09:43:00Z,14.81,88.00
2026-02-17T09:44:00Z,14.98,88.00
2026-02-17T09:45:00Z,12.90,87.00
2026-02-17T09:46:00Z,13.18,88.00
2026-02-17T09:47:00Z,12.64,87.05
2026-02-17T09:48:00Z,9.88,89.00
2026-02-17T09:49:00Z,10.25,90.53
2026-02-17T09:50:00Z,12.43,90.53
2026-02-17T09:51:00Z,14.00,86.18
2026-02-17T09:52:00Z,14.00,86.00
2026-02-17T09:53:00Z,14.00,84.96
2026-02-17T09:54:00Z,12.01,88.98
2026-02-17T09:55:00Z,11.55,88.48
2026-02-17T09:56:00Z,10.99,88.84
2026-02-17T09:57:00Z,12.00,88.95
2026-02-17T09:58:00Z,12.00,88.82
2026-02-17T09:59:00Z,13.79,87.95
2026-02-17T10:00:00Z,13.31,87.00
2026-02-17T10:01:00Z,12.88,85.23
2026-02-17T10:02:00Z,13.99,89.00
2026-02-17T10:03:00Z,12.05,90.00
2026-02-17T10:04:00Z,9.91,90.00
2026-02-17T10:05:00Z,12.03,88.11
2026-02-17T10:06:00Z,13.83,86.00
2026-02-17T10:07:00Z,13.78,88.06
2026-02-17T10:08:00Z,14.60,85.33
2026-02-17T10:09:00Z,14.00,87.00
2026-02-17T10:10:00Z,12.87,86.94
2026-02-17T10:11:00Z,12.00,90.00
2026-02-17T10:12:00Z,13.07,87.05
2026-02-17T10:13:00Z,16.40,85.31
2026-02-17T10:14:00Z,16.00,85.31
2026-02-17T10:15:00Z,15.90,84.81
2026-02-17T10:16:00Z,19.09,82.27
2026-02-17T10:17:00Z,17.43,83.21
2026-02-17T10:18:00Z,22.35,76.33
2026-02-17T10:19:00Z,25.42,76.19
2026-02-17T10:20:00Z,18.86,82.70
2026-02-17T10:21:00Z,15.44,86.15
2026-02-17T10:22:00Z,14.23,88.11
2026-02-17T10:23:00Z,15.07,85.56
2026-02-17T10:24:00Z,15.85,85.97
2026-02-17T10:25:00Z,9.11,89.67
2026-02-17T10:26:00Z,5.03,96.73
2026-02-17T10:27:00Z,3.20,96.52
2026-02-17T10:28:00Z,2.23,98.27
2026-02-17T10:29:00Z,2.96,98.00
2026-02-17T10:30:00Z,3.75,96.14
2026-02-17T10:31:00Z,1.76,98.70
2026-02-17T10:32:00Z,1.00,99.00
2026-02-17T10:33:00Z,1.00,99.00
2026-02-17T10:34:00Z,1.00,99.00
2026-02-17T10:39:00Z,1.00,99.00
2026-02-17T10:40:00Z,1.00,99.00
