# event_ticker=KXATPCHALLENGERMATCH-26MAY27NEUBOY
# final_score=6-2 6-3
# match_winner=Lukas Neumayer
# fav_player=Lukas Neumayer
# dog_player=Tristan Boyer
# kalshi_date=2026-05-27
timestamp,Lukas Neumayer,Tristan Boyer
2026-05-27T16:50:00Z,67.06,32.83
2026-05-27T16:51:00Z,68.10,32.96
2026-05-27T16:52:00Z,65.11,34.38
2026-05-27T16:53:00Z,68.29,33.39
2026-05-27T16:54:00Z,67.26,32.55
2026-05-27T16:55:00Z,70.00,30.19
2026-05-27T16:56:00Z,71.85,28.15
2026-05-27T16:57:00Z,77.55,22.14
2026-05-27T16:58:00Z,80.00,20.05
2026-05-27T16:59:00Z,80.51,20.00
2026-05-27T17:00:00Z,80.00,19.00
2026-05-27T17:01:00Z,77.94,20.00
2026-05-27T17:02:00Z,81.14,18.00
2026-05-27T17:03:00Z,83.98,16.48
2026-05-27T17:04:00Z,81.07,16.85
2026-05-27T17:05:00Z,84.95,14.97
2026-05-27T17:06:00Z,86.29,14.00
2026-05-27T17:08:00Z,87.00,12.97
2026-05-27T17:09:00Z,86.00,12.97
2026-05-27T17:10:00Z,88.00,13.00
2026-05-27T17:11:00Z,88.03,13.00
2026-05-27T17:12:00Z,88.70,13.00
2026-05-27T17:13:00Z,89.00,11.00
2026-05-27T17:14:00Z,88.50,11.00
2026-05-27T17:15:00Z,89.89,11.00
2026-05-27T17:16:00Z,88.86,11.00
2026-05-27T17:17:00Z,88.05,13.86
2026-05-27T17:19:00Z,87.96,12.00
2026-05-27T17:20:00Z,88.00,12.00
2026-05-27T17:21:00Z,87.06,13.66
2026-05-27T17:22:00Z,87.00,13.66
2026-05-27T17:23:00Z,88.00,13.00
2026-05-27T17:24:00Z,88.00,13.00
2026-05-27T17:25:00Z,88.00,13.00
2026-05-27T17:26:00Z,88.00,13.00
2026-05-27T17:27:00Z,87.09,13.00
2026-05-27T17:29:00Z,89.00,13.00
2026-05-27T17:30:00Z,87.28,12.33
2026-05-27T17:31:00Z,87.90,13.45
2026-05-27T17:32:00Z,87.05,13.01
2026-05-27T17:33:00Z,85.86,14.03
2026-05-27T17:34:00Z,83.04,16.69
2026-05-27T17:35:00Z,82.36,17.69
2026-05-27T17:36:00Z,78.77,22.63
2026-05-27T17:37:00Z,78.01,22.05
2026-05-27T17:38:00Z,82.13,17.76
2026-05-27T17:39:00Z,86.38,14.03
2026-05-27T17:40:00Z,86.04,14.25
2026-05-27T17:41:00Z,85.84,14.15
2026-05-27T17:42:00Z,88.00,12.99
2026-05-27T17:43:00Z,88.07,11.94
2026-05-27T17:44:00Z,86.97,14.05
2026-05-27T17:45:00Z,87.56,13.31
2026-05-27T17:46:00Z,88.51,12.31
2026-05-27T17:47:00Z,92.64,7.86
2026-05-27T17:48:00Z,94.17,5.39
2026-05-27T17:49:00Z,94.17,6.00
2026-05-27T17:50:00Z,93.59,6.98
2026-05-27T17:51:00Z,96.00,5.87
2026-05-27T17:52:00Z,95.00,4.90
2026-05-27T17:53:00Z,96.01,4.96
2026-05-27T17:54:00Z,97.00,3.00
2026-05-27T17:55:00Z,97.00,3.92
2026-05-27T17:56:00Z,96.32,5.12
2026-05-27T17:57:00Z,94.98,5.99
2026-05-27T17:58:00Z,94.00,7.00
2026-05-27T17:59:00Z,94.60,5.84
2026-05-27T18:00:00Z,95.91,5.11
2026-05-27T18:01:00Z,95.98,4.68
2026-05-27T18:02:00Z,97.45,4.52
2026-05-27T18:03:00Z,95.59,4.83
2026-05-27T18:04:00Z,96.20,4.84
2026-05-27T18:05:00Z,95.18,5.11
2026-05-27T18:06:00Z,95.00,5.99
2026-05-27T18:07:00Z,95.77,4.43
2026-05-27T18:08:00Z,97.35,2.84
2026-05-27T18:09:00Z,97.99,2.74
2026-05-27T18:10:00Z,97.98,3.00
2026-05-27T18:11:00Z,98.55,2.00
2026-05-27T18:12:00Z,98.13,2.89
2026-05-27T18:13:00Z,99.00,1.00
2026-05-27T18:19:00Z,99.00,1.00
2026-05-27T18:21:00Z,99.00,1.00
