# event_ticker=KXATPCHALLENGERMATCH-26FEB23MARAGA
# final_score=7-6(2) 6-1
# score_resolution=6-7 1-6
# match_winner=Igor Marcondes
# fav_player=Franco Agamenone
# dog_player=Igor Marcondes
# kalshi_date=2026-02-23
timestamp,Franco Agamenone,Igor Marcondes
2026-02-23T17:17:00Z,26.91,74.51
2026-02-23T17:18:00Z,25.24,77.50
2026-02-23T17:19:00Z,38.88,73.03
2026-02-23T17:20:00Z,36.24,65.32
2026-02-23T17:21:00Z,35.23,69.14
2026-02-23T17:22:00Z,29.11,71.65
2026-02-23T17:23:00Z,31.86,70.00
2026-02-23T17:24:00Z,30.93,74.52
2026-02-23T17:25:00Z,23.04,79.20
2026-02-23T17:26:00Z,18.33,76.48
2026-02-23T17:27:00Z,25.66,74.08
2026-02-23T17:28:00Z,31.68,69.89
2026-02-23T17:29:00Z,33.15,77.38
2026-02-23T17:30:00Z,21.28,83.44
2026-02-23T17:31:00Z,32.15,70.87
2026-02-23T17:32:00Z,44.19,57.14
2026-02-23T17:33:00Z,53.45,44.84
2026-02-23T17:34:00Z,62.98,36.98
2026-02-23T17:35:00Z,48.67,53.82
2026-02-23T17:36:00Z,54.79,46.18
2026-02-23T17:37:00Z,52.10,51.09
2026-02-23T17:38:00Z,52.78,55.58
2026-02-23T17:39:00Z,38.58,64.72
2026-02-23T17:40:00Z,35.47,65.14
2026-02-23T17:41:00Z,31.89,71.69
2026-02-23T17:42:00Z,21.86,80.58
2026-02-23T17:43:00Z,16.77,82.86
2026-02-23T17:44:00Z,19.33,80.30
2026-02-23T17:45:00Z,18.74,81.42
2026-02-23T17:46:00Z,17.00,83.62
2026-02-23T17:47:00Z,16.88,83.00
2026-02-23T17:48:00Z,17.00,83.71
2026-02-23T17:49:00Z,17.00,84.98
2026-02-23T17:50:00Z,17.00,83.50
2026-02-23T17:51:00Z,16.62,85.00
2026-02-23T17:52:00Z,16.54,83.33
2026-02-23T17:53:00Z,12.56,88.92
2026-02-23T17:54:00Z,13.06,87.21
2026-02-23T17:55:00Z,15.78,86.94
2026-02-23T17:56:00Z,17.01,83.00
2026-02-23T17:57:00Z,12.73,86.22
2026-02-23T17:58:00Z,8.63,91.04
2026-02-23T17:59:00Z,8.02,92.49
2026-02-23T18:00:00Z,8.13,92.21
2026-02-23T18:01:00Z,9.38,89.56
2026-02-23T18:02:00Z,7.69,93.61
2026-02-23T18:03:00Z,8.79,90.38
2026-02-23T18:04:00Z,5.81,94.99
2026-02-23T18:05:00Z,4.62,97.08
2026-02-23T18:06:00Z,3.64,96.51
2026-02-23T18:07:00Z,2.55,98.00
2026-02-23T18:08:00Z,2.99,95.35
2026-02-23T18:09:00Z,3.42,98.00
2026-02-23T18:10:00Z,3.32,97.99
2026-02-23T18:11:00Z,2.60,97.96
2026-02-23T18:12:00Z,3.76,98.53
2026-02-23T18:13:00Z,6.18,94.12
2026-02-23T18:14:00Z,8.00,92.02
2026-02-23T18:15:00Z,9.50,96.12
2026-02-23T18:16:00Z,8.91,90.76
2026-02-23T18:17:00Z,7.00,92.00
2026-02-23T18:18:00Z,3.93,96.08
2026-02-23T18:19:00Z,2.83,98.51
2026-02-23T18:20:00Z,2.12,97.01
2026-02-23T18:21:00Z,2.70,99.00
2026-02-23T18:22:00Z,1.62,98.91
2026-02-23T18:23:00Z,1.50,97.15
2026-02-23T18:24:00Z,2.00,97.08
2026-02-23T18:25:00Z,3.67,97.07
2026-02-23T18:26:00Z,3.11,95.14
2026-02-23T18:27:00Z,1.04,97.98
2026-02-23T18:28:00Z,1.09,98.67
2026-02-23T18:29:00Z,1.09,99.00
2026-02-23T18:30:00Z,1.09,99.00
2026-02-23T18:31:00Z,1.09,99.00
