# event_ticker=KXATPCHALLENGERMATCH-26MAY29BARFEL
# final_score=3-6 6-4 6-2
# match_winner=Kilian Feldbausch
# fav_player=Kilian Feldbausch
# dog_player=Hynek Barton
# kalshi_date=2026-05-29
timestamp,Hynek Barton,Kilian Feldbausch
2026-05-29T11:27:00Z,63.00,34.00
2026-05-29T11:28:00Z,65.24,34.26
2026-05-29T11:29:00Z,67.99,34.33
2026-05-29T11:30:00Z,71.00,34.33
2026-05-29T11:31:00Z,73.57,24.28
2026-05-29T11:32:00Z,70.00,30.34
2026-05-29T11:33:00Z,69.65,30.00
2026-05-29T11:34:00Z,66.31,32.94
2026-05-29T11:35:00Z,66.10,32.94
2026-05-29T11:36:00Z,68.01,32.94
2026-05-29T11:37:00Z,72.00,31.00
2026-05-29T11:38:00Z,72.28,30.00
2026-05-29T11:39:00Z,73.00,28.00
2026-05-29T11:40:00Z,73.00,26.82
2026-05-29T11:41:00Z,72.01,28.46
2026-05-29T11:42:00Z,71.65,30.00
2026-05-29T11:43:00Z,68.61,32.15
2026-05-29T11:44:00Z,67.00,33.05
2026-05-29T11:45:00Z,69.40,30.78
2026-05-29T11:46:00Z,72.67,30.00
2026-05-29T11:48:00Z,72.67,29.67
2026-05-29T11:49:00Z,71.00,29.67
2026-05-29T11:50:00Z,71.00,29.67
2026-05-29T11:51:00Z,72.30,28.38
2026-05-29T11:52:00Z,75.50,28.38
2026-05-29T11:53:00Z,77.23,26.00
2026-05-29T11:54:00Z,75.00,26.00
2026-05-29T11:55:00Z,75.00,26.98
2026-05-29T11:56:00Z,76.17,23.05
2026-05-29T11:57:00Z,84.74,21.93
2026-05-29T11:58:00Z,86.50,15.14
2026-05-29T11:59:00Z,85.00,15.06
2026-05-29T12:00:00Z,88.00,15.06
2026-05-29T12:01:00Z,88.58,14.45
2026-05-29T12:02:00Z,88.00,14.45
2026-05-29T12:03:00Z,88.00,18.55
2026-05-29T12:04:00Z,87.00,18.55
2026-05-29T12:05:00Z,84.83,14.92
2026-05-29T12:07:00Z,88.49,14.00
2026-05-29T12:08:00Z,88.29,14.00
2026-05-29T12:09:00Z,86.00,14.08
2026-05-29T12:10:00Z,87.92,15.15
2026-05-29T12:11:00Z,88.46,12.00
2026-05-29T12:12:00Z,90.00,12.00
2026-05-29T12:13:00Z,91.61,10.67
2026-05-29T12:14:00Z,89.00,10.92
2026-05-29T12:15:00Z,88.00,10.92
2026-05-29T12:16:00Z,87.00,14.00
2026-05-29T12:17:00Z,87.05,15.09
2026-05-29T12:18:00Z,81.66,16.17
2026-05-29T12:19:00Z,84.39,19.58
2026-05-29T12:20:00Z,79.00,19.58
2026-05-29T12:21:00Z,84.12,16.79
2026-05-29T12:22:00Z,86.00,16.00
2026-05-29T12:23:00Z,86.82,11.24
2026-05-29T12:24:00Z,88.05,14.38
2026-05-29T12:25:00Z,89.18,12.98
2026-05-29T12:26:00Z,87.00,15.00
2026-05-29T12:27:00Z,84.03,16.21
2026-05-29T12:28:00Z,85.80,19.85
2026-05-29T12:29:00Z,84.00,18.00
2026-05-29T12:30:00Z,81.00,18.00
2026-05-29T12:31:00Z,73.08,27.06
2026-05-29T12:32:00Z,67.90,32.39
2026-05-29T12:33:00Z,65.56,36.00
2026-05-29T12:35:00Z,65.37,33.96
2026-05-29T12:36:00Z,65.65,33.00
2026-05-29T12:37:00Z,66.21,36.62
2026-05-29T12:38:00Z,61.42,39.43
2026-05-29T12:39:00Z,67.68,36.68
2026-05-29T12:40:00Z,71.07,30.00
2026-05-29T12:41:00Z,79.10,21.81
2026-05-29T12:42:00Z,76.83,25.01
2026-05-29T12:43:00Z,69.26,33.50
2026-05-29T12:44:00Z,64.20,37.00
2026-05-29T12:45:00Z,59.00,42.20
2026-05-29T12:46:00Z,51.77,48.45
2026-05-29T12:47:00Z,52.05,49.98
2026-05-29T12:48:00Z,42.99,58.34
2026-05-29T12:49:00Z,46.97,57.96
2026-05-29T12:50:00Z,48.68,53.75
2026-05-29T12:51:00Z,46.08,56.15
2026-05-29T12:52:00Z,44.03,56.79
2026-05-29T12:53:00Z,44.91,58.00
2026-05-29T12:54:00Z,45.01,56.82
2026-05-29T12:55:00Z,46.39,56.01
2026-05-29T12:56:00Z,45.90,55.85
2026-05-29T12:57:00Z,53.22,49.93
2026-05-29T12:58:00Z,57.91,45.25
2026-05-29T12:59:00Z,60.17,41.53
2026-05-29T13:00:00Z,55.54,49.51
2026-05-29T13:01:00Z,44.10,58.26
2026-05-29T13:02:00Z,42.87,62.29
2026-05-29T13:03:00Z,38.08,70.85
2026-05-29T13:04:00Z,30.63,67.39
2026-05-29T13:05:00Z,20.68,78.05
2026-05-29T13:06:00Z,20.18,80.31
2026-05-29T13:07:00Z,24.15,78.55
2026-05-29T13:08:00Z,24.68,75.06
2026-05-29T13:09:00Z,31.89,70.47
2026-05-29T13:10:00Z,34.98,63.92
2026-05-29T13:11:00Z,40.43,58.47
2026-05-29T13:12:00Z,45.14,54.95
2026-05-29T13:13:00Z,49.37,52.01
2026-05-29T13:14:00Z,48.60,51.76
2026-05-29T13:15:00Z,48.55,53.76
2026-05-29T13:16:00Z,42.83,57.10
2026-05-29T13:17:00Z,42.72,59.04
2026-05-29T13:18:00Z,42.00,58.99
2026-05-29T13:19:00Z,44.40,57.22
2026-05-29T13:20:00Z,22.47,75.21
2026-05-29T13:21:00Z,14.88,83.26
2026-05-29T13:22:00Z,14.55,84.74
2026-05-29T13:23:00Z,15.68,88.51
2026-05-29T13:24:00Z,12.16,86.30
2026-05-29T13:25:00Z,6.99,94.09
2026-05-29T13:26:00Z,6.49,93.83
2026-05-29T13:27:00Z,5.55,94.72
2026-05-29T13:28:00Z,3.37,97.70
2026-05-29T13:29:00Z,1.00,98.80
2026-05-29T13:30:00Z,1.00,99.00
2026-05-29T13:31:00Z,1.00,99.00
2026-05-29T13:32:00Z,1.00,99.00
