# event_ticker=KXATPCHALLENGERMATCH-26APR28PAVSAC
# final_score=6-4 2-6 6-4
# score_resolution=4-6 6-2 4-6
# match_winner=Vitaliy Sachko
# fav_player=Luka Pavlovic
# dog_player=Vitaliy Sachko
# kalshi_date=2026-04-28
timestamp,Luka Pavlovic,Vitaliy Sachko
2026-04-28T13:25:00Z,56.00,44.00
2026-04-28T13:26:00Z,56.00,45.00
2026-04-28T13:27:00Z,57.30,42.97
2026-04-28T13:28:00Z,57.94,43.25
2026-04-28T13:29:00Z,60.49,39.64
2026-04-28T13:30:00Z,64.53,36.54
2026-04-28T13:31:00Z,75.50,26.07
2026-04-28T13:32:00Z,78.67,20.16
2026-04-28T13:33:00Z,75.73,27.23
2026-04-28T13:34:00Z,82.25,16.67
2026-04-28T13:35:00Z,86.97,14.00
2026-04-28T13:36:00Z,77.15,24.47
2026-04-28T13:37:00Z,63.99,36.98
2026-04-28T13:38:00Z,62.27,37.75
2026-04-28T13:39:00Z,55.85,43.59
2026-04-28T13:40:00Z,55.89,46.32
2026-04-28T13:41:00Z,61.64,39.94
2026-04-28T13:42:00Z,63.08,37.67
2026-04-28T13:43:00Z,63.06,37.95
2026-04-28T13:44:00Z,63.41,37.21
2026-04-28T13:45:00Z,60.56,40.84
2026-04-28T13:46:00Z,54.82,45.30
2026-04-28T13:47:00Z,48.60,50.29
2026-04-28T13:48:00Z,50.20,49.84
2026-04-28T13:49:00Z,35.91,67.20
2026-04-28T13:50:00Z,43.75,56.82
2026-04-28T13:51:00Z,42.33,61.40
2026-04-28T13:52:00Z,50.64,51.15
2026-04-28T13:53:00Z,52.00,48.00
2026-04-28T13:54:00Z,43.15,57.80
2026-04-28T13:55:00Z,45.14,55.17
2026-04-28T13:56:00Z,51.47,48.78
2026-04-28T13:57:00Z,51.38,51.29
2026-04-28T13:58:00Z,40.88,63.02
2026-04-28T13:59:00Z,48.46,51.58
2026-04-28T14:00:00Z,51.69,47.16
2026-04-28T14:01:00Z,57.16,41.14
2026-04-28T14:02:00Z,60.11,39.71
2026-04-28T14:03:00Z,63.24,36.61
2026-04-28T14:04:00Z,65.06,36.15
2026-04-28T14:05:00Z,67.61,33.23
2026-04-28T14:06:00Z,58.93,42.10
2026-04-28T14:07:00Z,53.52,45.22
2026-04-28T14:08:00Z,45.80,55.11
2026-04-28T14:09:00Z,54.75,50.94
2026-04-28T14:10:00Z,46.18,55.37
2026-04-28T14:11:00Z,45.52,56.48
2026-04-28T14:12:00Z,18.59,80.13
2026-04-28T14:13:00Z,11.67,88.50
2026-04-28T14:14:00Z,6.88,92.76
2026-04-28T14:15:00Z,2.82,97.64
2026-04-28T14:16:00Z,2.26,97.71
2026-04-28T14:17:00Z,1.00,99.00
2026-04-28T14:18:00Z,1.00,99.00
2026-04-28T14:19:00Z,1.00,99.00
2026-04-28T14:20:00Z,1.00,99.00
2026-04-28T14:21:00Z,1.00,99.00
2026-04-28T14:22:00Z,1.00,99.00
