# event_ticker=KXATPCHALLENGERMATCH-26MAR11BAUGOF
# final_score=6-1 6-4
# score_resolution=1-6 4-6
# match_winner=Roberto Bautista Agut
# fav_player=David Goffin
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-03-11
timestamp,David Goffin,Roberto Bautista Agut
2026-03-12T01:05:00Z,18.76,79.93
2026-03-12T01:06:00Z,29.50,67.47
2026-03-12T01:07:00Z,36.13,64.98
2026-03-12T01:08:00Z,39.62,62.26
2026-03-12T01:09:00Z,37.75,61.88
2026-03-12T01:10:00Z,37.56,66.59
2026-03-12T01:11:00Z,27.86,75.38
2026-03-12T01:12:00Z,23.72,79.00
2026-03-12T01:13:00Z,22.55,80.96
2026-03-12T01:14:00Z,18.60,83.83
2026-03-12T01:15:00Z,15.01,86.03
2026-03-12T01:16:00Z,10.41,91.80
2026-03-12T01:17:00Z,4.79,94.68
2026-03-12T01:18:00Z,3.90,97.78
2026-03-12T01:19:00Z,3.94,97.78
2026-03-12T01:20:00Z,2.64,97.88
2026-03-12T01:21:00Z,1.24,98.80
2026-03-12T01:22:00Z,3.76,97.12
2026-03-12T01:23:00Z,1.00,98.99
2026-03-12T01:24:00Z,1.00,99.00
2026-03-12T01:25:00Z,1.00,99.00
2026-03-12T01:28:00Z,1.00,99.00
2026-03-12T01:29:00Z,1.00,99.00
2026-03-12T01:30:00Z,1.00,99.00
