# event_ticker=KXATPCHALLENGERMATCH-26FEB25MARTOR
# final_score=6-2 6-0
# score_resolution=2-6 0-6
# match_winner=Juan Bautista Torres
# fav_player=Igor Marcondes
# dog_player=Juan Bautista Torres
# kalshi_date=2026-02-25
timestamp,Igor Marcondes,Juan Bautista Torres
2026-02-25T15:32:00Z,46.81,67.00
2026-02-25T15:33:00Z,37.59,67.00
2026-02-25T15:34:00Z,42.00,63.60
2026-02-25T15:35:00Z,40.28,65.18
2026-02-25T15:36:00Z,35.00,65.18
2026-02-25T15:37:00Z,35.87,70.00
2026-02-25T15:38:00Z,32.00,69.00
2026-02-25T15:39:00Z,27.44,73.00
2026-02-25T15:40:00Z,26.45,74.31
2026-02-25T15:41:00Z,30.99,71.00
2026-02-25T15:42:00Z,34.00,67.00
2026-02-25T15:43:00Z,32.99,66.14
2026-02-25T15:44:00Z,33.31,65.34
2026-02-25T15:46:00Z,32.50,69.99
2026-02-25T15:48:00Z,37.00,66.00
2026-02-25T15:49:00Z,38.04,67.22
2026-02-25T15:50:00Z,38.00,66.30
2026-02-25T15:51:00Z,38.00,72.00
2026-02-25T15:52:00Z,29.02,67.00
2026-02-25T15:53:00Z,34.25,70.41
2026-02-25T15:54:00Z,32.26,65.73
2026-02-25T15:55:00Z,23.84,74.84
2026-02-25T15:56:00Z,30.21,70.77
2026-02-25T15:57:00Z,30.66,69.65
2026-02-25T15:58:00Z,34.66,67.00
2026-02-25T15:59:00Z,34.94,66.28
2026-02-25T16:00:00Z,33.90,67.84
2026-02-25T16:01:00Z,32.18,67.95
2026-02-25T16:02:00Z,27.32,74.91
2026-02-25T16:03:00Z,26.24,75.00
2026-02-25T16:04:00Z,23.65,76.85
2026-02-25T16:05:00Z,17.75,81.08
2026-02-25T16:06:00Z,17.36,83.00
2026-02-25T16:07:00Z,16.94,84.00
2026-02-25T16:08:00Z,18.51,83.00
2026-02-25T16:09:00Z,16.26,82.86
2026-02-25T16:10:00Z,15.99,84.71
2026-02-25T16:11:00Z,16.00,84.55
2026-02-25T16:12:00Z,16.65,84.56
2026-02-25T16:13:00Z,17.90,82.35
2026-02-25T16:14:00Z,13.89,89.37
2026-02-25T16:15:00Z,11.22,88.88
2026-02-25T16:16:00Z,8.85,91.83
2026-02-25T16:17:00Z,8.10,92.93
2026-02-25T16:18:00Z,5.79,94.00
2026-02-25T16:19:00Z,5.96,94.95
2026-02-25T16:20:00Z,4.52,96.16
2026-02-25T16:21:00Z,2.13,98.37
2026-02-25T16:22:00Z,1.91,98.92
2026-02-25T16:23:00Z,1.30,98.00
2026-02-25T16:24:00Z,1.02,98.47
2026-02-25T16:25:00Z,1.00,99.00
2026-02-25T16:26:00Z,1.00,99.00
2026-02-25T16:27:00Z,1.00,99.00
2026-02-25T16:28:00Z,1.00,99.00
2026-02-25T16:30:00Z,1.00,99.00
2026-02-25T16:31:00Z,1.00,99.00
