# event_ticker=KXATPCHALLENGERMATCH-26JUN02MOEONC
# final_score=5-7 6-1 6-4
# match_winner=Marvin Moeller
# fav_player=Marvin Moeller
# dog_player=Gauthier Onclin
# kalshi_date=2026-06-02
timestamp,Marvin Moeller,Gauthier Onclin
2026-06-02T15:23:00Z,37.49,60.14
2026-06-02T15:24:00Z,31.67,68.70
2026-06-02T15:25:00Z,25.07,75.88
2026-06-02T15:26:00Z,22.78,77.96
2026-06-02T15:27:00Z,20.88,77.67
2026-06-02T15:28:00Z,24.98,78.26
2026-06-02T15:29:00Z,24.38,76.42
2026-06-02T15:30:00Z,21.63,81.79
2026-06-02T15:31:00Z,18.05,83.14
2026-06-02T15:32:00Z,17.00,84.00
2026-06-02T15:33:00Z,17.00,84.00
2026-06-02T15:34:00Z,17.00,85.00
2026-06-02T15:35:00Z,17.00,84.22
2026-06-02T15:36:00Z,16.17,85.60
2026-06-02T15:37:00Z,15.10,86.04
2026-06-02T15:38:00Z,15.49,84.74
2026-06-02T15:39:00Z,13.71,88.13
2026-06-02T15:40:00Z,9.12,91.94
2026-06-02T15:41:00Z,9.06,90.96
2026-06-02T15:42:00Z,10.90,91.44
2026-06-02T15:43:00Z,10.28,90.93
2026-06-02T15:44:00Z,15.54,87.20
2026-06-02T15:45:00Z,14.68,85.72
2026-06-02T15:46:00Z,16.02,85.00
2026-06-02T15:47:00Z,17.30,83.92
2026-06-02T15:48:00Z,19.47,79.99
2026-06-02T15:49:00Z,20.69,79.32
2026-06-02T15:50:00Z,19.92,81.07
2026-06-02T15:51:00Z,18.07,82.42
2026-06-02T15:52:00Z,19.27,82.56
2026-06-02T15:53:00Z,19.88,78.91
2026-06-02T15:54:00Z,20.45,77.39
2026-06-02T15:55:00Z,22.45,75.36
2026-06-02T15:56:00Z,30.82,72.74
2026-06-02T15:57:00Z,32.19,69.56
2026-06-02T15:58:00Z,33.72,66.01
2026-06-02T15:59:00Z,36.87,63.19
2026-06-02T16:00:00Z,37.35,60.93
2026-06-02T16:01:00Z,43.54,56.38
2026-06-02T16:02:00Z,45.02,54.30
2026-06-02T16:03:00Z,46.08,53.97
2026-06-02T16:04:00Z,46.94,53.78
2026-06-02T16:05:00Z,46.15,53.14
2026-06-02T16:06:00Z,46.21,53.04
2026-06-02T16:07:00Z,46.48,55.50
2026-06-02T16:08:00Z,46.04,54.22
2026-06-02T16:09:00Z,45.60,53.48
2026-06-02T16:10:00Z,45.76,55.89
2026-06-02T16:11:00Z,45.41,54.65
2026-06-02T16:12:00Z,54.50,47.34
2026-06-02T16:13:00Z,46.34,55.01
2026-06-02T16:14:00Z,55.75,45.36
2026-06-02T16:15:00Z,53.55,45.65
2026-06-02T16:16:00Z,60.95,36.54
2026-06-02T16:17:00Z,69.40,31.90
2026-06-02T16:18:00Z,69.47,28.62
2026-06-02T16:19:00Z,70.91,29.23
2026-06-02T16:20:00Z,73.08,27.08
2026-06-02T16:21:00Z,76.11,24.06
2026-06-02T16:22:00Z,73.57,26.79
2026-06-02T16:23:00Z,70.63,28.47
2026-06-02T16:24:00Z,69.76,30.82
2026-06-02T16:25:00Z,66.09,35.20
2026-06-02T16:26:00Z,67.77,33.67
2026-06-02T16:27:00Z,62.97,35.77
2026-06-02T16:28:00Z,59.94,39.52
2026-06-02T16:29:00Z,69.89,31.39
2026-06-02T16:30:00Z,77.67,22.33
2026-06-02T16:31:00Z,76.69,23.33
2026-06-02T16:32:00Z,73.35,26.58
2026-06-02T16:33:00Z,71.69,28.75
2026-06-02T16:34:00Z,71.15,28.94
2026-06-02T16:35:00Z,66.17,35.91
2026-06-02T16:36:00Z,75.03,26.50
2026-06-02T16:37:00Z,75.17,23.72
2026-06-02T16:38:00Z,62.63,35.56
2026-06-02T16:39:00Z,61.04,36.48
2026-06-02T16:40:00Z,69.84,29.56
2026-06-02T16:41:00Z,69.12,30.48
2026-06-02T16:42:00Z,72.41,30.31
2026-06-02T16:43:00Z,67.57,35.04
2026-06-02T16:44:00Z,66.97,30.51
2026-06-02T16:45:00Z,68.83,32.85
2026-06-02T16:46:00Z,67.97,30.51
2026-06-02T16:47:00Z,74.10,27.10
2026-06-02T16:48:00Z,75.77,24.20
2026-06-02T16:49:00Z,72.59,28.50
2026-06-02T16:50:00Z,71.03,29.81
2026-06-02T16:51:00Z,70.52,29.74
2026-06-02T16:52:00Z,66.22,33.80
2026-06-02T16:53:00Z,73.17,28.03
2026-06-02T16:54:00Z,72.99,32.68
2026-06-02T16:55:00Z,79.23,18.34
2026-06-02T16:56:00Z,86.50,12.56
2026-06-02T16:57:00Z,90.78,8.95
2026-06-02T16:58:00Z,85.66,15.99
2026-06-02T16:59:00Z,80.99,20.29
2026-06-02T17:00:00Z,79.00,21.54
2026-06-02T17:01:00Z,85.44,12.71
2026-06-02T17:02:00Z,94.33,6.13
2026-06-02T17:03:00Z,97.11,2.18
2026-06-02T17:04:00Z,99.00,1.00
2026-06-02T17:05:00Z,99.00,1.00
2026-06-02T17:06:00Z,99.00,1.00
2026-06-02T17:07:00Z,99.00,1.00
