# event_ticker=KXATPMATCH-26MAR18HALDRA
# final_score=6-7(4) 6-1 6-1
# score_resolution=6-7 6-1 6-1
# match_winner=Quentin Halys
# fav_player=Quentin Halys
# dog_player=Liam Draxl
# kalshi_date=2026-03-18
timestamp,Quentin Halys,Liam Draxl
2026-03-20T00:23:00Z,75.80,24.90
2026-03-20T00:24:00Z,75.88,24.87
2026-03-20T00:25:00Z,75.23,25.00
2026-03-20T00:26:00Z,75.89,25.00
2026-03-20T00:27:00Z,75.01,25.41
2026-03-20T00:28:00Z,76.93,25.85
2026-03-20T00:29:00Z,78.29,21.15
2026-03-20T00:30:00Z,75.21,25.74
2026-03-20T00:31:00Z,68.32,30.00
2026-03-20T00:32:00Z,76.43,22.57
2026-03-20T00:33:00Z,77.61,24.07
2026-03-20T00:34:00Z,80.21,21.58
2026-03-20T00:35:00Z,84.33,14.08
2026-03-20T00:36:00Z,87.11,17.94
2026-03-20T00:37:00Z,74.80,25.57
2026-03-20T00:38:00Z,86.84,13.55
2026-03-20T00:39:00Z,92.56,6.67
2026-03-20T00:40:00Z,92.83,8.16
2026-03-20T00:41:00Z,91.57,7.52
2026-03-20T00:42:00Z,86.43,13.82
2026-03-20T00:43:00Z,84.58,14.95
2026-03-20T00:44:00Z,91.50,9.72
2026-03-20T00:45:00Z,94.93,5.18
2026-03-20T00:46:00Z,94.33,5.43
2026-03-20T00:47:00Z,94.99,4.38
2026-03-20T00:48:00Z,95.70,3.67
2026-03-20T00:49:00Z,98.65,2.14
2026-03-20T00:50:00Z,98.16,1.48
2026-03-20T00:51:00Z,98.51,2.04
2026-03-20T00:52:00Z,99.00,1.02
2026-03-20T00:53:00Z,99.00,1.00
2026-03-20T00:54:00Z,99.00,1.00
2026-03-20T00:55:00Z,99.00,1.00
2026-03-20T00:56:00Z,99.00,1.00
2026-03-20T00:57:00Z,99.00,1.00
2026-03-20T00:58:00Z,99.00,1.00
2026-03-20T00:59:00Z,99.00,1.00
2026-03-20T01:00:00Z,99.00,1.00
2026-03-20T01:01:00Z,99.00,1.00
2026-03-20T01:02:00Z,99.00,1.00
2026-03-20T01:03:00Z,99.00,1.00
