# event_ticker=KXATPCHALLENGERMATCH-26MAR11HARKOZ
# final_score=6-2 4-6 6-3
# match_winner=Jay Friend
# fav_player=Jay Dylan Hara Friend
# dog_player=Stefan Kozlov
# kalshi_date=2026-03-11
timestamp,Jay Dylan Hara Friend,Stefan Kozlov
2026-03-11T19:34:00Z,63.00,36.37
2026-03-11T19:35:00Z,58.00,40.10
2026-03-11T19:36:00Z,58.00,42.89
2026-03-11T19:37:00Z,55.81,42.27
2026-03-11T19:38:00Z,57.00,43.51
2026-03-11T19:39:00Z,57.00,44.58
2026-03-11T19:40:00Z,55.02,45.00
2026-03-11T19:41:00Z,57.00,45.00
2026-03-11T19:42:00Z,56.00,45.00
2026-03-11T19:43:00Z,57.00,45.00
2026-03-11T19:44:00Z,57.00,45.00
2026-03-11T19:45:00Z,61.58,45.00
2026-03-11T19:46:00Z,60.16,37.48
2026-03-11T19:47:00Z,61.45,37.00
2026-03-11T19:48:00Z,61.00,37.00
2026-03-11T19:49:00Z,61.00,44.64
2026-03-11T19:50:00Z,56.99,45.00
2026-03-11T19:51:00Z,56.75,46.22
2026-03-11T19:52:00Z,51.26,56.33
2026-03-11T19:53:00Z,30.46,67.35
2026-03-11T19:54:00Z,31.33,70.00
2026-03-11T19:55:00Z,15.55,77.22
2026-03-11T19:56:00Z,24.20,77.09
2026-03-11T19:57:00Z,25.05,75.71
2026-03-11T19:58:00Z,25.30,77.62
2026-03-11T19:59:00Z,21.61,80.44
2026-03-11T20:00:00Z,36.11,63.88
2026-03-11T20:01:00Z,36.14,62.18
2026-03-11T20:02:00Z,41.35,62.72
2026-03-11T20:03:00Z,33.32,66.46
2026-03-11T20:04:00Z,34.28,67.55
2026-03-11T20:05:00Z,42.13,62.81
2026-03-11T20:06:00Z,33.55,67.38
2026-03-11T20:07:00Z,20.76,80.21
2026-03-11T20:08:00Z,24.39,72.54
2026-03-11T20:09:00Z,30.65,68.20
2026-03-11T20:10:00Z,30.96,71.20
2026-03-11T20:11:00Z,37.34,55.96
2026-03-11T20:12:00Z,55.26,45.90
2026-03-11T20:13:00Z,57.72,41.80
2026-03-11T20:14:00Z,52.68,40.83
2026-03-11T20:15:00Z,44.50,57.96
2026-03-11T20:16:00Z,33.69,65.84
2026-03-11T20:17:00Z,39.00,63.32
2026-03-11T20:18:00Z,53.10,52.85
2026-03-11T20:19:00Z,64.57,38.08
2026-03-11T20:20:00Z,54.45,47.14
2026-03-11T20:21:00Z,62.87,48.36
2026-03-11T20:22:00Z,63.18,37.02
2026-03-11T20:23:00Z,63.11,39.76
2026-03-11T20:24:00Z,75.54,33.32
2026-03-11T20:25:00Z,90.95,11.74
2026-03-11T20:26:00Z,88.25,10.90
2026-03-11T20:27:00Z,94.36,14.85
2026-03-11T20:28:00Z,95.16,4.84
2026-03-11T20:29:00Z,91.48,9.03
2026-03-11T20:30:00Z,95.10,15.31
2026-03-11T20:31:00Z,94.87,5.95
2026-03-11T20:32:00Z,93.78,3.07
2026-03-11T20:33:00Z,99.00,3.07
2026-03-11T20:34:00Z,99.00,3.07
2026-03-11T20:35:00Z,99.00,1.00
2026-03-11T20:38:00Z,99.00,1.00
2026-03-11T20:40:00Z,99.00,1.00
2026-03-11T20:41:00Z,99.00,1.00
