# event_ticker=KXATPCHALLENGERMATCH-26MAR03HENGAD
# final_score=6-3 3-6 6-2
# match_winner=Buvaysar Gadamauri
# fav_player=Buvaysar Gadamauri
# dog_player=Philip Henning
# kalshi_date=2026-03-03
timestamp,Buvaysar Gadamauri,Philip Henning
2026-03-03T09:45:00Z,55.05,50.45
2026-03-03T09:46:00Z,48.86,51.63
2026-03-03T09:47:00Z,48.95,51.32
2026-03-03T09:48:00Z,49.07,50.99
2026-03-03T09:49:00Z,49.90,52.38
2026-03-03T09:50:00Z,47.86,51.10
2026-03-03T09:51:00Z,47.86,51.94
2026-03-03T09:52:00Z,50.52,51.02
2026-03-03T09:53:00Z,57.75,43.02
2026-03-03T09:54:00Z,58.00,42.99
2026-03-03T09:55:00Z,61.01,37.97
2026-03-03T09:56:00Z,64.17,36.69
2026-03-03T09:57:00Z,56.64,45.14
2026-03-03T09:58:00Z,51.22,50.00
2026-03-03T09:59:00Z,49.93,55.92
2026-03-03T10:00:00Z,52.92,48.45
2026-03-03T10:01:00Z,58.51,46.68
2026-03-03T10:02:00Z,55.18,46.34
2026-03-03T10:03:00Z,49.97,52.74
2026-03-03T10:04:00Z,41.92,59.47
2026-03-03T10:05:00Z,46.88,51.29
2026-03-03T10:06:00Z,56.77,46.19
2026-03-03T10:07:00Z,56.79,43.43
2026-03-03T10:08:00Z,52.92,47.64
2026-03-03T10:09:00Z,50.92,51.39
2026-03-03T10:10:00Z,49.83,52.24
2026-03-03T10:11:00Z,53.92,48.53
2026-03-03T10:12:00Z,49.79,50.34
2026-03-03T10:13:00Z,47.45,54.03
2026-03-03T10:14:00Z,53.98,49.56
2026-03-03T10:15:00Z,53.21,50.30
2026-03-03T10:16:00Z,58.66,44.10
2026-03-03T10:17:00Z,59.00,42.82
2026-03-03T10:18:00Z,54.59,47.50
2026-03-03T10:19:00Z,62.29,41.12
2026-03-03T10:20:00Z,69.11,32.35
2026-03-03T10:21:00Z,77.32,23.55
2026-03-03T10:22:00Z,75.06,22.94
2026-03-03T10:23:00Z,86.62,12.34
2026-03-03T10:24:00Z,92.92,7.37
2026-03-03T10:25:00Z,92.02,9.37
2026-03-03T10:26:00Z,91.23,9.51
2026-03-03T10:27:00Z,78.62,22.46
2026-03-03T10:28:00Z,80.29,25.68
2026-03-03T10:29:00Z,89.35,11.87
2026-03-03T10:30:00Z,94.35,5.10
2026-03-03T10:31:00Z,94.96,5.89
2026-03-03T10:32:00Z,93.05,6.81
2026-03-03T10:33:00Z,95.66,4.77
2026-03-03T10:34:00Z,96.25,3.06
2026-03-03T10:35:00Z,98.96,1.19
2026-03-03T10:36:00Z,99.00,1.19
2026-03-03T10:37:00Z,99.00,1.19
2026-03-03T10:38:00Z,99.00,1.19
2026-03-03T10:39:00Z,99.00,1.19
2026-03-03T10:40:00Z,99.00,1.19
2026-03-03T10:41:00Z,99.00,1.19
2026-03-03T10:42:00Z,99.00,1.19
2026-03-03T10:43:00Z,99.00,1.19
