# event_ticker=KXATPCHALLENGERMATCH-26APR15FOMBOU
# final_score=1-6 7-6(9) 6-4
# score_resolution=6-1 6-7 4-6
# match_winner=Sergey Fomin
# fav_player=Moerani Bouzige
# dog_player=Sergey Fomin
# kalshi_date=2026-04-15
timestamp,Moerani Bouzige,Sergey Fomin
2026-04-16T04:11:00Z,34.93,68.19
2026-04-16T04:12:00Z,35.17,66.71
2026-04-16T04:13:00Z,42.29,61.09
2026-04-16T04:14:00Z,41.51,59.83
2026-04-16T04:15:00Z,43.30,59.82
2026-04-16T04:16:00Z,48.14,53.16
2026-04-16T04:17:00Z,58.16,46.55
2026-04-16T04:18:00Z,57.63,43.79
2026-04-16T04:19:00Z,61.05,40.09
2026-04-16T04:20:00Z,61.25,38.12
2026-04-16T04:21:00Z,63.28,37.98
2026-04-16T04:22:00Z,63.67,37.47
2026-04-16T04:23:00Z,61.78,41.07
2026-04-16T04:24:00Z,57.20,44.80
2026-04-16T04:25:00Z,56.90,46.27
2026-04-16T04:26:00Z,59.80,42.00
2026-04-16T04:27:00Z,59.39,43.89
2026-04-16T04:28:00Z,61.72,39.03
2026-04-16T04:29:00Z,62.44,38.18
2026-04-16T04:30:00Z,62.16,39.57
2026-04-16T04:31:00Z,63.85,37.99
2026-04-16T04:32:00Z,68.60,35.23
2026-04-16T04:33:00Z,71.75,27.65
2026-04-16T04:34:00Z,69.24,31.00
2026-04-16T04:35:00Z,70.50,28.16
2026-04-16T04:36:00Z,72.69,28.77
2026-04-16T04:37:00Z,70.12,29.96
2026-04-16T04:38:00Z,69.00,32.16
2026-04-16T04:39:00Z,68.38,32.32
2026-04-16T04:40:00Z,67.65,32.92
2026-04-16T04:41:00Z,75.02,28.58
2026-04-16T04:42:00Z,78.96,21.21
2026-04-16T04:43:00Z,84.26,13.93
2026-04-16T04:44:00Z,85.56,13.94
2026-04-16T04:45:00Z,87.02,13.96
2026-04-16T04:46:00Z,86.07,17.64
2026-04-16T04:47:00Z,76.02,26.22
2026-04-16T04:48:00Z,75.95,21.20
2026-04-16T04:49:00Z,70.01,34.39
2026-04-16T04:50:00Z,60.94,44.92
2026-04-16T04:51:00Z,63.78,38.81
2026-04-16T04:52:00Z,65.84,37.45
2026-04-16T04:53:00Z,66.67,33.85
2026-04-16T04:54:00Z,65.83,35.67
2026-04-16T04:55:00Z,69.91,30.97
2026-04-16T04:56:00Z,66.06,35.95
2026-04-16T04:57:00Z,65.78,35.59
2026-04-16T04:58:00Z,65.26,37.43
2026-04-16T04:59:00Z,63.84,38.16
2026-04-16T05:00:00Z,59.63,43.08
2026-04-16T05:01:00Z,51.91,51.29
2026-04-16T05:02:00Z,56.42,46.80
2026-04-16T05:03:00Z,55.42,49.49
2026-04-16T05:04:00Z,55.66,49.53
2026-04-16T05:05:00Z,63.14,37.46
2026-04-16T05:06:00Z,64.39,35.67
2026-04-16T05:07:00Z,66.83,35.07
2026-04-16T05:08:00Z,67.59,33.45
2026-04-16T05:09:00Z,68.62,30.78
2026-04-16T05:10:00Z,61.88,43.68
2026-04-16T05:11:00Z,56.66,44.45
2026-04-16T05:12:00Z,56.85,42.76
2026-04-16T05:13:00Z,60.18,41.42
2026-04-16T05:14:00Z,59.95,38.20
2026-04-16T05:15:00Z,61.66,39.00
2026-04-16T05:16:00Z,58.64,42.31
2026-04-16T05:17:00Z,56.48,45.88
2026-04-16T05:18:00Z,55.95,45.63
2026-04-16T05:19:00Z,55.35,44.90
2026-04-16T05:20:00Z,61.37,42.00
2026-04-16T05:21:00Z,63.75,38.33
2026-04-16T05:22:00Z,63.48,38.52
2026-04-16T05:23:00Z,56.46,45.71
2026-04-16T05:24:00Z,57.43,44.33
2026-04-16T05:25:00Z,62.42,37.15
2026-04-16T05:26:00Z,63.91,37.21
2026-04-16T05:27:00Z,64.35,39.13
2026-04-16T05:28:00Z,66.62,33.48
2026-04-16T05:29:00Z,62.67,40.15
2026-04-16T05:30:00Z,70.77,29.62
2026-04-16T05:31:00Z,64.63,35.82
2026-04-16T05:32:00Z,62.42,40.78
2026-04-16T05:33:00Z,54.29,46.79
2026-04-16T05:34:00Z,62.83,37.44
2026-04-16T05:35:00Z,63.04,40.77
2026-04-16T05:36:00Z,73.05,26.10
2026-04-16T05:37:00Z,68.01,37.31
2026-04-16T05:38:00Z,60.26,39.71
2026-04-16T05:39:00Z,56.23,42.73
2026-04-16T05:40:00Z,39.90,57.48
2026-04-16T05:41:00Z,40.03,57.85
2026-04-16T05:42:00Z,49.43,51.32
2026-04-16T05:43:00Z,46.11,52.90
2026-04-16T05:44:00Z,46.36,55.07
2026-04-16T05:45:00Z,44.07,57.41
2026-04-16T05:46:00Z,44.30,56.04
2026-04-16T05:47:00Z,47.61,52.75
2026-04-16T05:48:00Z,47.37,53.57
2026-04-16T05:49:00Z,46.17,56.01
2026-04-16T05:50:00Z,45.25,55.66
2026-04-16T05:51:00Z,45.31,56.14
2026-04-16T05:52:00Z,45.30,56.83
2026-04-16T05:53:00Z,46.85,54.06
2026-04-16T05:54:00Z,47.06,55.41
2026-04-16T05:55:00Z,52.87,46.93
2026-04-16T05:56:00Z,56.12,47.44
2026-04-16T05:57:00Z,68.61,31.15
2026-04-16T05:58:00Z,63.47,37.14
2026-04-16T05:59:00Z,51.55,49.98
2026-04-16T06:00:00Z,52.53,47.18
2026-04-16T06:01:00Z,46.22,55.18
2026-04-16T06:02:00Z,43.05,57.34
2026-04-16T06:03:00Z,44.59,58.62
2026-04-16T06:04:00Z,39.46,61.40
2026-04-16T06:05:00Z,34.24,63.04
2026-04-16T06:06:00Z,44.34,57.51
2026-04-16T06:07:00Z,50.60,48.47
2026-04-16T06:08:00Z,52.56,48.41
2026-04-16T06:09:00Z,44.59,59.42
2026-04-16T06:10:00Z,40.99,58.71
2026-04-16T06:11:00Z,43.53,56.94
2026-04-16T06:12:00Z,35.39,66.87
2026-04-16T06:13:00Z,14.84,84.81
2026-04-16T06:14:00Z,12.99,87.65
2026-04-16T06:15:00Z,8.04,91.22
2026-04-16T06:16:00Z,5.60,92.65
2026-04-16T06:17:00Z,4.92,93.61
2026-04-16T06:18:00Z,8.29,92.43
2026-04-16T06:19:00Z,8.36,92.84
2026-04-16T06:20:00Z,7.79,93.15
2026-04-16T06:21:00Z,6.65,92.80
2026-04-16T06:22:00Z,1.71,98.65
2026-04-16T06:23:00Z,1.00,99.00
2026-04-16T06:24:00Z,1.00,99.00
2026-04-16T06:25:00Z,1.00,99.00
2026-04-16T06:26:00Z,1.00,99.00
2026-04-16T06:27:00Z,1.00,99.00
2026-04-16T06:28:00Z,1.00,99.00
2026-04-16T06:29:00Z,1.00,99.00
2026-04-16T06:30:00Z,1.00,99.00
2026-04-16T06:31:00Z,1.00,99.00
2026-04-16T06:32:00Z,1.00,99.00
