# event_ticker=KXATPCHALLENGERMATCH-26MAY12MATPAP
# final_score=7-6(5) 3-6 6-2
# score_resolution=7-6 3-6 6-2
# match_winner=Christopher Papa
# fav_player=Christopher Papa
# dog_player=Ryuki Matsuda
# kalshi_date=2026-05-12
timestamp,Ryuki Matsuda,Christopher Papa
2026-05-12T12:41:00Z,50.00,53.00
2026-05-12T12:42:00Z,55.00,53.00
2026-05-12T12:43:00Z,55.00,48.00
2026-05-12T12:44:00Z,53.01,49.76
2026-05-12T12:45:00Z,51.00,50.00
2026-05-12T12:47:00Z,48.51,60.45
2026-05-12T12:48:00Z,49.41,56.58
2026-05-12T12:49:00Z,43.37,55.88
2026-05-12T12:50:00Z,48.39,54.78
2026-05-12T12:51:00Z,51.36,52.44
2026-05-12T12:52:00Z,54.10,45.18
2026-05-12T12:53:00Z,50.05,51.14
2026-05-12T12:54:00Z,47.77,53.00
2026-05-12T12:55:00Z,50.98,53.57
2026-05-12T12:56:00Z,50.97,50.95
2026-05-12T12:57:00Z,51.99,50.95
2026-05-12T12:58:00Z,55.00,46.19
2026-05-12T12:59:00Z,55.00,48.00
2026-05-12T13:00:00Z,43.68,56.00
2026-05-12T13:01:00Z,52.93,49.32
2026-05-12T13:02:00Z,50.60,48.98
2026-05-12T13:03:00Z,54.72,46.10
2026-05-12T13:04:00Z,44.51,56.30
2026-05-12T13:05:00Z,50.65,51.25
2026-05-12T13:06:00Z,52.68,56.28
2026-05-12T13:07:00Z,36.76,64.40
2026-05-12T13:08:00Z,29.97,70.00
2026-05-12T13:09:00Z,29.99,71.00
2026-05-12T13:10:00Z,32.00,69.80
2026-05-12T13:11:00Z,33.10,68.22
2026-05-12T13:12:00Z,32.15,68.00
2026-05-12T13:13:00Z,33.77,67.00
2026-05-12T13:14:00Z,32.07,67.35
2026-05-12T13:15:00Z,31.00,70.87
2026-05-12T13:16:00Z,28.61,74.33
2026-05-12T13:17:00Z,22.27,79.74
2026-05-12T13:18:00Z,26.91,73.05
2026-05-12T13:19:00Z,30.36,70.00
2026-05-12T13:20:00Z,31.00,69.99
2026-05-12T13:21:00Z,32.96,67.11
2026-05-12T13:22:00Z,32.18,69.74
2026-05-12T13:23:00Z,32.20,69.30
2026-05-12T13:24:00Z,29.95,70.00
2026-05-12T13:25:00Z,31.04,69.09
2026-05-12T13:26:00Z,30.97,70.00
2026-05-12T13:27:00Z,32.00,69.00
2026-05-12T13:28:00Z,32.00,68.00
2026-05-12T13:29:00Z,31.53,70.66
2026-05-12T13:30:00Z,28.54,71.34
2026-05-12T13:31:00Z,39.39,61.41
2026-05-12T13:32:00Z,49.21,55.00
2026-05-12T13:33:00Z,54.12,48.00
2026-05-12T13:34:00Z,55.96,43.97
2026-05-12T13:35:00Z,55.13,44.08
2026-05-12T13:36:00Z,55.60,44.72
2026-05-12T13:37:00Z,56.31,45.34
2026-05-12T13:38:00Z,55.16,45.91
2026-05-12T13:39:00Z,54.97,45.89
2026-05-12T13:40:00Z,58.83,43.83
2026-05-12T13:41:00Z,58.80,42.00
2026-05-12T13:42:00Z,59.21,42.29
2026-05-12T13:43:00Z,58.59,41.90
2026-05-12T13:44:00Z,58.37,42.08
2026-05-12T13:45:00Z,59.00,42.89
2026-05-12T13:46:00Z,58.99,42.00
2026-05-12T13:47:00Z,59.52,42.00
2026-05-12T13:48:00Z,60.00,42.00
2026-05-12T13:49:00Z,58.69,41.97
2026-05-12T13:50:00Z,64.05,39.67
2026-05-12T13:51:00Z,64.52,36.98
2026-05-12T13:52:00Z,66.82,34.00
2026-05-12T13:53:00Z,80.16,19.23
2026-05-12T13:54:00Z,77.33,21.64
2026-05-12T13:55:00Z,71.96,28.75
2026-05-12T13:56:00Z,65.13,35.55
2026-05-12T13:57:00Z,63.51,39.10
2026-05-12T13:58:00Z,59.25,40.34
2026-05-12T13:59:00Z,51.53,47.20
2026-05-12T14:00:00Z,56.62,43.53
2026-05-12T14:01:00Z,57.11,42.76
2026-05-12T14:02:00Z,57.36,41.99
2026-05-12T14:03:00Z,57.28,42.10
2026-05-12T14:04:00Z,63.06,34.21
2026-05-12T14:05:00Z,60.11,42.09
2026-05-12T14:06:00Z,53.02,46.26
2026-05-12T14:07:00Z,52.59,48.61
2026-05-12T14:08:00Z,52.02,48.42
2026-05-12T14:09:00Z,55.55,45.14
2026-05-12T14:10:00Z,44.29,52.77
2026-05-12T14:11:00Z,47.05,52.86
2026-05-12T14:12:00Z,57.07,43.94
2026-05-12T14:13:00Z,52.91,49.80
2026-05-12T14:14:00Z,49.65,51.00
2026-05-12T14:15:00Z,46.90,56.00
2026-05-12T14:16:00Z,48.20,52.02
2026-05-12T14:17:00Z,40.69,65.90
2026-05-12T14:18:00Z,16.09,80.79
2026-05-12T14:19:00Z,7.80,91.97
2026-05-12T14:20:00Z,6.60,93.99
2026-05-12T14:21:00Z,7.28,92.80
2026-05-12T14:22:00Z,7.92,93.51
2026-05-12T14:23:00Z,4.92,96.08
2026-05-12T14:24:00Z,4.56,95.94
2026-05-12T14:25:00Z,1.06,98.97
2026-05-12T14:26:00Z,1.06,99.00
2026-05-12T14:27:00Z,1.06,99.00
