# event_ticker=KXATPCHALLENGERMATCH-26APR28YUNMAS
# final_score=7-6(5) 7-6(5)
# score_resolution=6-7 6-7
# match_winner=Yunchaokete Bu
# fav_player=Daniel Masur
# dog_player=Yunchaokete Bu
# kalshi_date=2026-04-28
timestamp,Yunchaokete Bu,Daniel Masur
2026-04-29T13:07:00Z,84.87,18.77
2026-04-29T13:08:00Z,82.99,19.17
2026-04-29T13:09:00Z,85.51,15.70
2026-04-29T13:10:00Z,83.16,21.93
2026-04-29T13:11:00Z,70.89,31.27
2026-04-29T13:12:00Z,75.65,27.24
2026-04-29T13:13:00Z,87.45,11.72
2026-04-29T13:14:00Z,91.86,9.77
2026-04-29T13:15:00Z,90.47,10.96
2026-04-29T13:16:00Z,90.47,10.19
2026-04-29T13:17:00Z,92.00,10.44
2026-04-29T13:18:00Z,92.00,9.93
2026-04-29T13:19:00Z,90.90,12.62
2026-04-29T13:20:00Z,90.90,13.44
2026-04-29T13:21:00Z,90.90,12.93
2026-04-29T13:22:00Z,90.00,11.04
2026-04-29T13:23:00Z,91.00,11.24
2026-04-29T13:24:00Z,82.87,12.28
2026-04-29T13:25:00Z,86.98,14.58
2026-04-29T13:26:00Z,87.09,13.37
2026-04-29T13:27:00Z,90.00,10.48
2026-04-29T13:28:00Z,90.00,10.36
2026-04-29T13:29:00Z,90.00,11.02
2026-04-29T13:30:00Z,90.00,13.74
2026-04-29T13:31:00Z,87.94,13.17
2026-04-29T13:32:00Z,88.00,13.00
2026-04-29T13:33:00Z,88.01,12.32
2026-04-29T13:34:00Z,89.00,11.94
2026-04-29T13:35:00Z,92.63,10.10
2026-04-29T13:36:00Z,90.00,14.15
2026-04-29T13:37:00Z,87.00,15.00
2026-04-29T13:38:00Z,86.00,15.00
2026-04-29T13:39:00Z,84.70,16.01
2026-04-29T13:40:00Z,85.81,13.61
2026-04-29T13:41:00Z,85.81,15.59
2026-04-29T13:42:00Z,85.00,16.27
2026-04-29T13:43:00Z,86.40,14.15
2026-04-29T13:44:00Z,87.00,14.00
2026-04-29T13:45:00Z,88.66,11.74
2026-04-29T13:46:00Z,85.86,13.84
2026-04-29T13:47:00Z,85.00,14.18
2026-04-29T13:48:00Z,85.00,15.56
2026-04-29T13:49:00Z,85.98,15.65
2026-04-29T13:50:00Z,86.97,14.64
2026-04-29T13:51:00Z,87.04,13.51
2026-04-29T13:52:00Z,87.48,14.89
2026-04-29T13:53:00Z,92.49,12.22
2026-04-29T13:54:00Z,95.71,6.07
2026-04-29T13:55:00Z,91.42,10.82
2026-04-29T13:56:00Z,87.96,14.58
2026-04-29T13:57:00Z,85.06,16.77
2026-04-29T13:58:00Z,86.81,15.82
2026-04-29T13:59:00Z,86.90,14.81
2026-04-29T14:00:00Z,88.00,8.79
2026-04-29T14:01:00Z,91.51,11.96
2026-04-29T14:02:00Z,94.50,6.77
2026-04-29T14:03:00Z,88.56,11.01
2026-04-29T14:04:00Z,86.00,14.85
2026-04-29T14:05:00Z,82.55,19.70
2026-04-29T14:06:00Z,74.55,24.89
2026-04-29T14:07:00Z,80.77,24.97
2026-04-29T14:08:00Z,77.12,21.44
2026-04-29T14:09:00Z,84.00,17.31
2026-04-29T14:10:00Z,81.06,22.47
2026-04-29T14:11:00Z,87.32,14.76
2026-04-29T14:12:00Z,87.96,12.90
2026-04-29T14:13:00Z,85.25,9.18
2026-04-29T14:14:00Z,98.91,1.55
2026-04-29T14:15:00Z,99.00,1.55
2026-04-29T14:17:00Z,99.00,1.00
2026-04-29T14:18:00Z,99.00,1.00
2026-04-29T14:19:00Z,99.00,1.00
2026-04-29T14:20:00Z,99.00,1.00
2026-04-29T14:21:00Z,99.00,1.00
