# event_ticker=KXATPCHALLENGERMATCH-26JUN02PELKAS
# final_score=4-6 7-6(5) 6-1
# score_resolution=4-6 7-6 6-1
# match_winner=Andrea Pellegrino
# fav_player=Andrea Pellegrino
# dog_player=Maks Kasnikowski
# kalshi_date=2026-06-02
timestamp,Andrea Pellegrino,Maks Kasnikowski
2026-06-02T19:17:00Z,41.54,59.96
2026-06-02T19:18:00Z,41.12,58.83
2026-06-02T19:19:00Z,41.04,59.49
2026-06-02T19:20:00Z,38.94,62.36
2026-06-02T19:21:00Z,43.70,57.10
2026-06-02T19:22:00Z,48.11,49.99
2026-06-02T19:23:00Z,50.61,51.58
2026-06-02T19:24:00Z,42.07,57.61
2026-06-02T19:25:00Z,58.65,47.93
2026-06-02T19:26:00Z,61.74,37.93
2026-06-02T19:27:00Z,61.53,38.66
2026-06-02T19:28:00Z,63.15,38.48
2026-06-02T19:29:00Z,58.00,43.52
2026-06-02T19:30:00Z,56.42,44.62
2026-06-02T19:31:00Z,55.45,45.61
2026-06-02T19:32:00Z,56.18,48.81
2026-06-02T19:33:00Z,36.74,58.38
2026-06-02T19:34:00Z,37.99,62.01
2026-06-02T19:35:00Z,38.00,62.52
2026-06-02T19:36:00Z,38.00,63.00
2026-06-02T19:37:00Z,37.37,64.83
2026-06-02T19:38:00Z,35.94,65.13
2026-06-02T19:39:00Z,33.99,66.52
2026-06-02T19:40:00Z,32.35,68.01
2026-06-02T19:41:00Z,31.24,69.36
2026-06-02T19:42:00Z,26.66,73.48
2026-06-02T19:43:00Z,26.91,74.82
2026-06-02T19:44:00Z,30.43,68.41
2026-06-02T19:45:00Z,30.09,70.15
2026-06-02T19:46:00Z,35.02,66.05
2026-06-02T19:47:00Z,39.07,62.73
2026-06-02T19:48:00Z,36.64,64.00
2026-06-02T19:49:00Z,37.23,62.70
2026-06-02T19:50:00Z,33.34,65.62
2026-06-02T19:51:00Z,30.04,70.54
2026-06-02T19:52:00Z,30.02,70.02
2026-06-02T19:53:00Z,29.42,71.37
2026-06-02T19:54:00Z,29.25,71.59
2026-06-02T19:55:00Z,33.28,67.26
2026-06-02T19:56:00Z,34.77,67.09
2026-06-02T19:57:00Z,31.64,67.87
2026-06-02T19:58:00Z,28.32,70.01
2026-06-02T19:59:00Z,28.92,71.73
2026-06-02T20:00:00Z,29.57,70.87
2026-06-02T20:01:00Z,31.55,68.90
2026-06-02T20:02:00Z,32.19,70.62
2026-06-02T20:03:00Z,31.36,69.95
2026-06-02T20:04:00Z,34.10,66.76
2026-06-02T20:05:00Z,32.78,68.99
2026-06-02T20:06:00Z,33.08,68.76
2026-06-02T20:07:00Z,37.46,64.20
2026-06-02T20:08:00Z,33.48,65.35
2026-06-02T20:09:00Z,34.36,66.94
2026-06-02T20:10:00Z,36.77,59.62
2026-06-02T20:11:00Z,49.28,52.79
2026-06-02T20:12:00Z,55.61,44.82
2026-06-02T20:13:00Z,57.46,44.14
2026-06-02T20:14:00Z,59.54,39.44
2026-06-02T20:15:00Z,60.30,38.89
2026-06-02T20:16:00Z,60.95,37.76
2026-06-02T20:17:00Z,58.39,42.43
2026-06-02T20:18:00Z,57.67,44.82
2026-06-02T20:19:00Z,41.77,59.41
2026-06-02T20:20:00Z,35.00,65.37
2026-06-02T20:21:00Z,37.58,62.54
2026-06-02T20:22:00Z,40.05,59.14
2026-06-02T20:23:00Z,44.93,54.15
2026-06-02T20:24:00Z,57.72,42.05
2026-06-02T20:25:00Z,56.88,43.97
2026-06-02T20:26:00Z,47.86,51.16
2026-06-02T20:27:00Z,38.00,58.77
2026-06-02T20:28:00Z,44.05,56.01
2026-06-02T20:29:00Z,34.08,65.67
2026-06-02T20:30:00Z,29.94,70.52
2026-06-02T20:31:00Z,25.42,74.56
2026-06-02T20:32:00Z,26.00,74.52
2026-06-02T20:33:00Z,27.58,73.87
2026-06-02T20:34:00Z,25.17,75.80
2026-06-02T20:35:00Z,30.77,72.90
2026-06-02T20:36:00Z,32.46,67.78
2026-06-02T20:37:00Z,33.74,66.58
2026-06-02T20:38:00Z,40.42,58.33
2026-06-02T20:39:00Z,52.40,50.99
2026-06-02T20:40:00Z,53.20,46.52
2026-06-02T20:41:00Z,58.64,43.44
2026-06-02T20:42:00Z,53.91,46.78
2026-06-02T20:43:00Z,56.58,44.57
2026-06-02T20:44:00Z,51.12,47.89
2026-06-02T20:45:00Z,51.47,44.63
2026-06-02T20:46:00Z,62.32,38.11
2026-06-02T20:47:00Z,62.33,37.26
2026-06-02T20:48:00Z,62.74,37.92
2026-06-02T20:49:00Z,63.11,36.88
2026-06-02T20:50:00Z,63.07,36.26
2026-06-02T20:51:00Z,63.15,36.97
2026-06-02T20:52:00Z,60.79,38.16
2026-06-02T20:53:00Z,61.09,38.88
2026-06-02T20:54:00Z,67.97,32.73
2026-06-02T20:55:00Z,68.85,31.06
2026-06-02T20:56:00Z,69.97,31.02
2026-06-02T20:57:00Z,71.57,27.71
2026-06-02T20:58:00Z,73.19,26.79
2026-06-02T20:59:00Z,73.95,26.94
2026-06-02T21:00:00Z,75.34,26.28
2026-06-02T21:01:00Z,80.88,18.05
2026-06-02T21:02:00Z,87.71,12.58
2026-06-02T21:03:00Z,90.81,9.59
2026-06-02T21:04:00Z,92.45,7.82
2026-06-02T21:05:00Z,92.13,7.95
2026-06-02T21:06:00Z,91.56,9.18
2026-06-02T21:07:00Z,90.35,10.10
2026-06-02T21:08:00Z,89.12,11.01
2026-06-02T21:09:00Z,92.62,9.54
2026-06-02T21:10:00Z,92.23,7.57
2026-06-02T21:11:00Z,93.06,6.80
2026-06-02T21:12:00Z,94.42,5.16
2026-06-02T21:13:00Z,96.46,4.28
2026-06-02T21:14:00Z,92.87,7.49
2026-06-02T21:15:00Z,94.04,6.04
2026-06-02T21:16:00Z,98.14,2.89
2026-06-02T21:17:00Z,98.99,1.02
2026-06-02T21:18:00Z,99.00,1.00
2026-06-02T21:19:00Z,99.00,1.00
2026-06-02T21:20:00Z,99.00,1.00
2026-06-02T21:21:00Z,99.00,1.00
2026-06-02T21:22:00Z,99.00,1.00
