# event_ticker=KXATPCHALLENGERMATCH-26MAY11HARBRU
# final_score=7-5 5-7 6-3
# score_resolution=5-7 7-5 3-6
# match_winner=Petr Brunclik
# fav_player=Billy Harris
# dog_player=Petr Brunclik
# kalshi_date=2026-05-11
timestamp,Billy Harris,Petr Brunclik
2026-05-11T18:24:00Z,55.38,46.60
2026-05-11T18:25:00Z,56.28,46.97
2026-05-11T18:26:00Z,55.74,46.01
2026-05-11T18:27:00Z,56.87,45.67
2026-05-11T18:28:00Z,55.83,47.00
2026-05-11T18:29:00Z,55.82,45.72
2026-05-11T18:30:00Z,54.50,47.68
2026-05-11T18:31:00Z,54.52,47.98
2026-05-11T18:32:00Z,54.83,44.99
2026-05-11T18:33:00Z,54.79,47.22
2026-05-11T18:34:00Z,54.96,47.35
2026-05-11T18:35:00Z,54.28,47.51
2026-05-11T18:36:00Z,51.29,49.35
2026-05-11T18:37:00Z,42.96,58.69
2026-05-11T18:38:00Z,42.15,57.52
2026-05-11T18:39:00Z,47.95,51.75
2026-05-11T18:40:00Z,50.97,49.98
2026-05-11T18:41:00Z,50.81,51.11
2026-05-11T18:42:00Z,52.63,47.15
2026-05-11T18:43:00Z,50.46,49.71
2026-05-11T18:44:00Z,51.86,50.89
2026-05-11T18:45:00Z,48.13,53.61
2026-05-11T18:46:00Z,45.17,57.03
2026-05-11T18:47:00Z,42.94,56.42
2026-05-11T18:48:00Z,43.92,56.25
2026-05-11T18:49:00Z,46.44,56.10
2026-05-11T18:50:00Z,48.21,54.40
2026-05-11T18:51:00Z,49.87,53.13
2026-05-11T18:52:00Z,42.22,59.50
2026-05-11T18:53:00Z,39.69,62.51
2026-05-11T18:54:00Z,40.10,61.42
2026-05-11T18:55:00Z,42.93,57.71
2026-05-11T18:56:00Z,42.30,64.97
2026-05-11T18:57:00Z,47.97,55.13
2026-05-11T18:58:00Z,51.01,50.14
2026-05-11T18:59:00Z,47.94,55.75
2026-05-11T19:00:00Z,42.82,58.43
2026-05-11T19:01:00Z,36.59,64.91
2026-05-11T19:02:00Z,37.89,63.67
2026-05-11T19:03:00Z,43.50,62.48
2026-05-11T19:04:00Z,44.41,57.11
2026-05-11T19:05:00Z,45.59,58.24
2026-05-11T19:06:00Z,49.31,49.52
2026-05-11T19:07:00Z,53.41,48.10
2026-05-11T19:08:00Z,60.24,41.92
2026-05-11T19:09:00Z,56.59,43.96
2026-05-11T19:10:00Z,57.62,43.62
2026-05-11T19:11:00Z,58.37,41.44
2026-05-11T19:12:00Z,67.96,33.17
2026-05-11T19:13:00Z,60.58,39.88
2026-05-11T19:14:00Z,62.86,37.67
2026-05-11T19:15:00Z,65.70,34.54
2026-05-11T19:16:00Z,71.86,30.77
2026-05-11T19:17:00Z,67.29,34.46
2026-05-11T19:18:00Z,69.68,30.30
2026-05-11T19:19:00Z,67.17,34.78
2026-05-11T19:20:00Z,63.30,37.67
2026-05-11T19:21:00Z,65.94,36.57
2026-05-11T19:22:00Z,66.98,34.98
2026-05-11T19:23:00Z,68.09,34.37
2026-05-11T19:24:00Z,60.90,39.45
2026-05-11T19:25:00Z,60.53,38.85
2026-05-11T19:26:00Z,49.81,50.09
2026-05-11T19:27:00Z,48.73,50.05
2026-05-11T19:28:00Z,45.09,55.71
2026-05-11T19:29:00Z,41.58,60.20
2026-05-11T19:30:00Z,46.53,53.95
2026-05-11T19:31:00Z,58.48,42.77
2026-05-11T19:32:00Z,56.37,44.69
2026-05-11T19:33:00Z,60.73,39.57
2026-05-11T19:34:00Z,61.62,39.62
2026-05-11T19:35:00Z,60.35,41.13
2026-05-11T19:36:00Z,60.38,38.24
2026-05-11T19:37:00Z,67.00,35.47
2026-05-11T19:38:00Z,67.63,34.72
2026-05-11T19:39:00Z,71.13,36.74
2026-05-11T19:40:00Z,54.81,47.40
2026-05-11T19:41:00Z,52.21,47.56
2026-05-11T19:42:00Z,53.82,45.69
2026-05-11T19:43:00Z,58.33,46.43
2026-05-11T19:44:00Z,55.34,46.35
2026-05-11T19:45:00Z,62.14,43.31
2026-05-11T19:46:00Z,67.32,33.32
2026-05-11T19:47:00Z,60.76,41.44
2026-05-11T19:48:00Z,65.58,37.75
2026-05-11T19:49:00Z,65.94,36.19
2026-05-11T19:50:00Z,74.10,25.17
2026-05-11T19:51:00Z,76.62,24.76
2026-05-11T19:52:00Z,78.64,22.38
2026-05-11T19:53:00Z,78.83,20.75
2026-05-11T19:54:00Z,77.74,21.29
2026-05-11T19:55:00Z,80.91,18.36
2026-05-11T19:56:00Z,81.59,18.64
2026-05-11T19:57:00Z,85.10,16.83
2026-05-11T19:58:00Z,86.94,15.00
2026-05-11T19:59:00Z,86.32,15.83
2026-05-11T20:00:00Z,81.63,19.64
2026-05-11T20:01:00Z,80.14,21.14
2026-05-11T20:02:00Z,79.40,22.17
2026-05-11T20:03:00Z,77.06,23.59
2026-05-11T20:04:00Z,73.09,28.41
2026-05-11T20:05:00Z,62.16,38.46
2026-05-11T20:06:00Z,52.07,47.97
2026-05-11T20:07:00Z,52.31,49.97
2026-05-11T20:08:00Z,43.74,57.11
2026-05-11T20:09:00Z,46.17,57.18
2026-05-11T20:10:00Z,46.22,55.97
2026-05-11T20:11:00Z,45.50,55.39
2026-05-11T20:12:00Z,48.61,53.79
2026-05-11T20:13:00Z,48.38,52.31
2026-05-11T20:14:00Z,51.16,49.60
2026-05-11T20:15:00Z,52.02,50.43
2026-05-11T20:16:00Z,51.05,51.31
2026-05-11T20:17:00Z,58.04,39.26
2026-05-11T20:18:00Z,67.46,27.96
2026-05-11T20:19:00Z,66.79,36.59
2026-05-11T20:20:00Z,54.56,47.40
2026-05-11T20:21:00Z,48.84,51.06
2026-05-11T20:22:00Z,48.50,52.33
2026-05-11T20:23:00Z,42.56,57.27
2026-05-11T20:24:00Z,18.60,79.16
2026-05-11T20:25:00Z,20.15,80.38
2026-05-11T20:26:00Z,29.21,74.53
2026-05-11T20:27:00Z,11.31,90.15
2026-05-11T20:28:00Z,5.36,94.26
2026-05-11T20:29:00Z,2.05,98.42
2026-05-11T20:30:00Z,1.00,99.00
2026-05-11T20:31:00Z,1.00,99.00
2026-05-11T20:32:00Z,1.00,99.00
2026-05-11T20:33:00Z,1.00,99.00
