# event_ticker=KXATPCHALLENGERMATCH-26FEB17FERSAK
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Rei Sakamoto
# fav_player=Frederico Ferreira Silva
# dog_player=Rei Sakamoto
# kalshi_date=2026-02-17
timestamp,Frederico Ferreira Silva,Rei Sakamoto
2026-02-17T06:12:00Z,35.00,65.00
2026-02-17T06:13:00Z,35.00,65.00
2026-02-17T06:21:00Z,36.00,65.00
2026-02-17T06:30:00Z,36.00,65.00
2026-02-17T06:33:00Z,36.00,65.00
2026-02-17T06:36:00Z,36.00,65.00
2026-02-17T06:41:00Z,36.00,65.00
2026-02-17T06:42:00Z,36.00,65.00
2026-02-17T06:43:00Z,36.00,65.00
2026-02-17T06:48:00Z,36.00,65.00
2026-02-17T06:54:00Z,36.00,65.00
2026-02-17T06:59:00Z,36.00,65.00
2026-02-17T07:09:00Z,36.00,65.00
2026-02-17T07:23:00Z,36.00,65.00
2026-02-17T07:27:00Z,36.00,65.00
2026-02-17T07:44:00Z,36.00,65.00
2026-02-17T08:01:00Z,36.00,65.00
2026-02-17T08:05:00Z,36.00,65.00
2026-02-17T08:29:00Z,36.00,65.00
2026-02-17T08:31:00Z,36.00,65.00
2026-02-17T08:33:00Z,36.00,63.00
2026-02-17T08:37:00Z,37.00,63.00
2026-02-17T08:42:00Z,37.00,64.00
2026-02-17T08:54:00Z,37.00,64.00
2026-02-17T08:57:00Z,37.00,64.00
2026-02-17T08:59:00Z,37.00,64.00
2026-02-17T09:06:00Z,37.00,64.00
2026-02-17T09:08:00Z,37.00,64.00
2026-02-17T09:10:00Z,37.00,64.00
2026-02-17T09:31:00Z,37.00,64.61
2026-02-17T09:37:00Z,37.00,65.00
2026-02-17T09:40:00Z,37.00,65.00
2026-02-17T09:46:00Z,37.00,65.00
2026-02-17T09:48:00Z,37.00,64.00
2026-02-17T10:01:00Z,37.00,64.00
2026-02-17T10:04:00Z,37.99,64.00
2026-02-17T10:05:00Z,39.00,64.00
2026-02-17T10:13:00Z,39.00,64.00
2026-02-17T10:14:00Z,39.00,64.07
2026-02-17T10:15:00Z,39.00,64.07
2026-02-17T10:19:00Z,39.00,65.00
2026-02-17T10:20:00Z,39.00,65.00
2026-02-17T10:21:00Z,39.00,65.00
2026-02-17T10:22:00Z,39.00,64.00
2026-02-17T10:24:00Z,39.00,64.00
2026-02-17T10:26:00Z,39.00,64.73
2026-02-17T10:34:00Z,39.00,64.73
2026-02-17T10:36:00Z,39.00,65.00
2026-02-17T10:38:00Z,38.00,64.25
2026-02-17T10:39:00Z,38.00,65.00
2026-02-17T10:40:00Z,38.00,64.07
2026-02-17T10:41:00Z,38.00,65.00
2026-02-17T10:43:00Z,38.00,65.73
2026-02-17T10:44:00Z,38.00,67.00
2026-02-17T10:50:00Z,34.44,67.00
2026-02-17T10:51:00Z,37.09,67.00
2026-02-17T10:52:00Z,37.09,67.20
2026-02-17T10:53:00Z,26.71,67.20
2026-02-17T10:54:00Z,26.71,76.00
2026-02-17T10:55:00Z,20.97,77.07
2026-02-17T10:56:00Z,21.00,77.07
2026-02-17T10:57:00Z,22.83,80.00
2026-02-17T10:58:00Z,22.83,80.00
2026-02-17T10:59:00Z,14.00,85.05
2026-02-17T11:00:00Z,12.00,87.00
2026-02-17T11:01:00Z,13.80,86.19
2026-02-17T11:02:00Z,16.00,86.19
2026-02-17T11:03:00Z,16.00,89.93
2026-02-17T11:04:00Z,13.00,88.00
2026-02-17T11:05:00Z,11.00,91.00
2026-02-17T11:06:00Z,12.20,91.00
2026-02-17T11:07:00Z,14.00,91.00
2026-02-17T11:08:00Z,14.00,85.00
2026-02-17T11:09:00Z,14.00,85.00
2026-02-17T11:10:00Z,14.00,87.00
2026-02-17T11:12:00Z,14.00,88.00
2026-02-17T11:13:00Z,10.57,88.20
2026-02-17T11:14:00Z,11.00,89.00
2026-02-17T11:15:00Z,11.00,86.00
2026-02-17T11:16:00Z,15.00,86.00
2026-02-17T11:19:00Z,13.00,86.00
2026-02-17T11:20:00Z,13.00,88.00
2026-02-17T11:21:00Z,12.00,88.00
2026-02-17T11:22:00Z,13.90,88.00
2026-02-17T11:23:00Z,11.87,88.00
2026-02-17T11:24:00Z,14.00,83.09
2026-02-17T11:25:00Z,14.00,86.00
2026-02-17T11:26:00Z,15.82,83.00
2026-02-17T11:27:00Z,20.00,83.60
2026-02-17T11:28:00Z,22.00,80.00
2026-02-17T11:29:00Z,28.15,80.00
2026-02-17T11:30:00Z,28.89,70.12
2026-02-17T11:31:00Z,24.00,70.12
2026-02-17T11:32:00Z,24.05,76.00
2026-02-17T11:33:00Z,24.65,76.93
2026-02-17T11:34:00Z,18.00,76.93
2026-02-17T11:35:00Z,15.00,76.93
2026-02-17T11:36:00Z,11.98,87.99
2026-02-17T11:37:00Z,12.98,88.00
2026-02-17T11:38:00Z,15.64,86.33
2026-02-17T11:39:00Z,14.00,88.99
2026-02-17T11:40:00Z,6.27,94.00
2026-02-17T11:41:00Z,4.50,96.00
2026-02-17T11:42:00Z,4.00,96.00
2026-02-17T11:43:00Z,4.00,96.00
2026-02-17T11:44:00Z,3.00,97.07
2026-02-17T11:45:00Z,2.99,96.67
2026-02-17T11:46:00Z,2.99,98.00
2026-02-17T11:47:00Z,2.99,98.00
2026-02-17T11:48:00Z,3.87,97.00
2026-02-17T11:49:00Z,3.00,95.76
2026-02-17T11:50:00Z,2.00,95.76
2026-02-17T11:51:00Z,2.00,98.00
2026-02-17T11:52:00Z,2.00,98.55
2026-02-17T11:53:00Z,1.46,99.00
2026-02-17T11:54:00Z,1.00,99.00
2026-02-17T11:55:00Z,1.00,99.00
2026-02-17T11:56:00Z,1.00,99.00
