# event_ticker=KXATPMATCH-26FEB10CERDEL
# final_score=6-0 7-6(6)
# score_resolution=0-6 6-7
# match_winner=Francisco Cerundolo
# fav_player=Hugo Dellien
# dog_player=Francisco Cerundolo
# kalshi_date=2026-02-10
timestamp,Hugo Dellien,Francisco Cerundolo
2026-02-12T02:08:00Z,3.86,96.01
2026-02-12T02:09:00Z,3.31,96.02
2026-02-12T02:10:00Z,6.58,94.24
2026-02-12T02:11:00Z,7.68,94.00
2026-02-12T02:12:00Z,7.31,94.00
2026-02-12T02:13:00Z,9.64,91.75
2026-02-12T02:14:00Z,13.94,88.82
2026-02-12T02:15:00Z,13.62,87.08
2026-02-12T02:16:00Z,11.69,91.69
2026-02-12T02:17:00Z,9.71,90.53
2026-02-12T02:18:00Z,6.79,94.00
2026-02-12T02:19:00Z,8.35,90.76
2026-02-12T02:20:00Z,8.97,92.04
2026-02-12T02:21:00Z,9.96,92.00
2026-02-12T02:22:00Z,10.00,91.15
2026-02-12T02:23:00Z,12.57,79.81
2026-02-12T02:24:00Z,16.39,83.86
2026-02-12T02:25:00Z,16.74,84.89
2026-02-12T02:26:00Z,11.69,89.36
2026-02-12T02:27:00Z,8.10,92.04
2026-02-12T02:28:00Z,9.69,91.51
2026-02-12T02:29:00Z,11.85,87.69
2026-02-12T02:30:00Z,17.07,82.32
2026-02-12T02:31:00Z,17.88,85.84
2026-02-12T02:32:00Z,30.96,83.70
2026-02-12T02:33:00Z,18.80,79.47
2026-02-12T02:34:00Z,13.76,83.89
2026-02-12T02:35:00Z,4.76,93.32
2026-02-12T02:36:00Z,1.11,98.77
