# event_ticker=KXATPCHALLENGERMATCH-26JUN01HOUNAV
# final_score=6-4 7-6(3)
# score_resolution=6-4 7-6
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Max Houkes
# kalshi_date=2026-06-01
timestamp,Max Houkes,Emilio Nava
2026-06-01T17:53:00Z,15.20,85.89
2026-06-01T17:54:00Z,17.99,82.99
2026-06-01T17:55:00Z,17.09,83.26
2026-06-01T17:56:00Z,18.08,83.59
2026-06-01T17:57:00Z,18.77,83.34
2026-06-01T17:58:00Z,16.83,82.09
2026-06-01T17:59:00Z,24.29,76.87
2026-06-01T18:00:00Z,22.12,79.42
2026-06-01T18:01:00Z,17.10,84.80
2026-06-01T18:02:00Z,16.70,84.65
2026-06-01T18:03:00Z,19.36,82.07
2026-06-01T18:04:00Z,20.09,80.24
2026-06-01T18:05:00Z,20.53,79.07
2026-06-01T18:06:00Z,21.88,77.08
2026-06-01T18:07:00Z,19.19,81.82
2026-06-01T18:08:00Z,21.49,79.61
2026-06-01T18:09:00Z,18.71,82.00
2026-06-01T18:10:00Z,17.29,83.34
2026-06-01T18:11:00Z,20.61,79.91
2026-06-01T18:12:00Z,22.41,79.79
2026-06-01T18:13:00Z,21.42,78.85
2026-06-01T18:14:00Z,22.01,78.57
2026-06-01T18:15:00Z,20.05,80.36
2026-06-01T18:16:00Z,16.65,83.07
2026-06-01T18:17:00Z,17.48,83.92
2026-06-01T18:18:00Z,16.47,82.07
2026-06-01T18:19:00Z,19.16,81.67
2026-06-01T18:20:00Z,20.93,80.00
2026-06-01T18:21:00Z,23.27,78.43
2026-06-01T18:22:00Z,23.32,77.60
2026-06-01T18:23:00Z,17.49,83.52
2026-06-01T18:24:00Z,18.92,80.48
2026-06-01T18:25:00Z,18.68,82.16
2026-06-01T18:26:00Z,18.64,84.68
2026-06-01T18:27:00Z,13.78,86.87
2026-06-01T18:28:00Z,13.59,84.09
2026-06-01T18:29:00Z,6.74,93.70
2026-06-01T18:30:00Z,2.68,97.76
2026-06-01T18:31:00Z,1.96,98.42
2026-06-01T18:32:00Z,1.14,98.95
2026-06-01T18:33:00Z,1.14,99.00
2026-06-01T18:34:00Z,1.14,99.00
2026-06-01T18:35:00Z,1.14,99.00
2026-06-01T18:36:00Z,1.14,99.00
2026-06-01T18:37:00Z,1.00,99.00
2026-06-01T18:38:00Z,1.00,99.00
2026-06-01T18:39:00Z,1.00,99.00
2026-06-01T18:40:00Z,1.00,99.00
2026-06-01T18:41:00Z,1.00,99.00
2026-06-01T18:42:00Z,1.00,99.00
