# event_ticker=KXATPCHALLENGERMATCH-26APR28ECHGAR
# final_score=6-7(5) 6-4 6-2
# score_resolution=7-6 4-6 2-6
# match_winner=Cristian Garin
# fav_player=Moez Echargui
# dog_player=Cristian Garin
# kalshi_date=2026-04-28
timestamp,Moez Echargui,Cristian Garin
2026-04-28T18:21:00Z,27.26,77.93
2026-04-28T18:22:00Z,20.20,81.00
2026-04-28T18:23:00Z,20.60,80.92
2026-04-28T18:24:00Z,18.99,82.81
2026-04-28T18:25:00Z,16.45,85.37
2026-04-28T18:26:00Z,14.86,86.00
2026-04-28T18:27:00Z,14.43,86.00
2026-04-28T18:28:00Z,14.99,84.79
2026-04-28T18:29:00Z,18.71,82.93
2026-04-28T18:30:00Z,19.73,81.00
2026-04-28T18:31:00Z,19.00,82.75
2026-04-28T18:32:00Z,20.93,80.00
2026-04-28T18:33:00Z,19.00,80.00
2026-04-28T18:34:00Z,18.00,80.00
2026-04-28T18:35:00Z,18.29,84.00
2026-04-28T18:36:00Z,17.02,83.28
2026-04-28T18:37:00Z,17.05,84.96
2026-04-28T18:38:00Z,16.50,84.96
2026-04-28T18:39:00Z,18.97,83.50
2026-04-28T18:40:00Z,20.74,82.80
2026-04-28T18:41:00Z,22.40,76.77
2026-04-28T18:42:00Z,25.12,75.57
2026-04-28T18:43:00Z,22.36,79.78
2026-04-28T18:44:00Z,26.00,75.83
2026-04-28T18:45:00Z,24.14,71.17
2026-04-28T18:46:00Z,31.05,67.12
2026-04-28T18:47:00Z,33.83,68.11
2026-04-28T18:48:00Z,28.15,72.01
2026-04-28T18:49:00Z,36.41,66.86
2026-04-28T18:50:00Z,29.84,72.92
2026-04-28T18:51:00Z,25.01,77.84
2026-04-28T18:52:00Z,31.71,71.14
2026-04-28T18:53:00Z,42.85,57.30
2026-04-28T18:54:00Z,43.35,56.97
2026-04-28T18:55:00Z,44.54,57.00
2026-04-28T18:56:00Z,43.95,57.00
2026-04-28T18:57:00Z,47.39,54.18
2026-04-28T18:58:00Z,48.73,51.42
2026-04-28T18:59:00Z,49.37,51.05
2026-04-28T19:00:00Z,51.46,49.62
2026-04-28T19:01:00Z,57.74,45.73
2026-04-28T19:02:00Z,67.21,34.89
2026-04-28T19:03:00Z,59.50,40.93
2026-04-28T19:04:00Z,52.84,50.09
2026-04-28T19:05:00Z,45.72,51.59
2026-04-28T19:06:00Z,47.95,53.05
2026-04-28T19:07:00Z,53.43,47.00
2026-04-28T19:08:00Z,55.48,45.60
2026-04-28T19:09:00Z,55.53,45.00
2026-04-28T19:10:00Z,54.70,44.63
2026-04-28T19:11:00Z,51.27,48.69
2026-04-28T19:12:00Z,48.56,52.01
2026-04-28T19:13:00Z,47.46,52.97
2026-04-28T19:14:00Z,37.43,57.73
2026-04-28T19:15:00Z,41.56,58.68
2026-04-28T19:16:00Z,46.77,54.25
2026-04-28T19:17:00Z,44.10,55.60
2026-04-28T19:18:00Z,44.51,55.57
2026-04-28T19:19:00Z,41.17,57.61
2026-04-28T19:20:00Z,49.75,50.24
2026-04-28T19:21:00Z,55.16,45.15
2026-04-28T19:22:00Z,56.62,43.48
2026-04-28T19:23:00Z,60.16,43.06
2026-04-28T19:24:00Z,61.01,42.41
2026-04-28T19:25:00Z,59.74,40.24
2026-04-28T19:26:00Z,56.97,45.09
2026-04-28T19:27:00Z,66.73,38.65
2026-04-28T19:28:00Z,58.92,42.72
2026-04-28T19:29:00Z,51.08,50.36
2026-04-28T19:30:00Z,46.04,54.98
2026-04-28T19:31:00Z,35.50,66.14
2026-04-28T19:32:00Z,30.92,69.35
2026-04-28T19:33:00Z,32.03,68.95
2026-04-28T19:34:00Z,34.71,66.57
2026-04-28T19:35:00Z,30.72,68.52
2026-04-28T19:36:00Z,29.87,70.61
2026-04-28T19:37:00Z,27.80,72.89
2026-04-28T19:38:00Z,30.42,69.67
2026-04-28T19:39:00Z,31.00,69.00
2026-04-28T19:40:00Z,31.90,69.14
2026-04-28T19:41:00Z,29.59,72.17
2026-04-28T19:42:00Z,27.33,71.94
2026-04-28T19:43:00Z,31.76,67.89
2026-04-28T19:44:00Z,28.93,71.72
2026-04-28T19:45:00Z,26.09,73.75
2026-04-28T19:46:00Z,25.96,73.68
2026-04-28T19:47:00Z,25.99,74.83
2026-04-28T19:48:00Z,24.56,76.16
2026-04-28T19:49:00Z,17.71,81.90
2026-04-28T19:50:00Z,12.44,87.37
2026-04-28T19:51:00Z,10.50,88.57
2026-04-28T19:52:00Z,12.73,86.99
2026-04-28T19:53:00Z,13.92,84.26
2026-04-28T19:54:00Z,10.03,90.47
2026-04-28T19:55:00Z,8.33,91.88
2026-04-28T19:56:00Z,4.60,91.83
2026-04-28T19:57:00Z,2.19,97.71
2026-04-28T19:58:00Z,2.55,96.25
2026-04-28T19:59:00Z,2.59,98.96
2026-04-28T20:00:00Z,2.85,97.52
2026-04-28T20:01:00Z,2.83,97.62
2026-04-28T20:02:00Z,2.35,97.19
2026-04-28T20:03:00Z,1.07,98.53
2026-04-28T20:04:00Z,1.81,98.98
2026-04-28T20:05:00Z,1.30,98.11
2026-04-28T20:06:00Z,2.00,98.23
2026-04-28T20:07:00Z,2.00,98.01
2026-04-28T20:08:00Z,2.23,98.36
2026-04-28T20:09:00Z,1.81,98.31
2026-04-28T20:10:00Z,2.00,98.68
2026-04-28T20:11:00Z,2.00,98.85
2026-04-28T20:12:00Z,1.15,98.92
2026-04-28T20:13:00Z,2.19,97.90
2026-04-28T20:14:00Z,2.01,98.04
2026-04-28T20:15:00Z,1.88,98.04
2026-04-28T20:16:00Z,1.84,98.00
2026-04-28T20:17:00Z,2.53,98.49
2026-04-28T20:18:00Z,2.00,98.00
2026-04-28T20:19:00Z,3.00,98.29
2026-04-28T20:20:00Z,2.58,98.76
2026-04-28T20:21:00Z,2.75,98.20
2026-04-28T20:22:00Z,2.86,98.00
2026-04-28T20:23:00Z,1.00,98.99
2026-04-28T20:24:00Z,1.00,99.00
2026-04-28T20:25:00Z,1.00,99.00
2026-04-28T20:26:00Z,1.00,99.00
