# event_ticker=KXATPCHALLENGERMATCH-26APR30MICMAR
# final_score=6-4 3-6 6-3
# score_resolution=4-6 6-3 3-6
# match_winner=Pol Martin Tiffon
# fav_player=Alex Michelsen
# dog_player=Pol Martin Tiffon
# kalshi_date=2026-04-30
timestamp,Alex Michelsen,Pol Martin Tiffon
2026-04-30T15:05:00Z,50.33,49.82
2026-04-30T15:06:00Z,45.96,56.30
2026-04-30T15:07:00Z,46.46,55.78
2026-04-30T15:08:00Z,27.59,76.89
2026-04-30T15:09:00Z,18.91,81.95
2026-04-30T15:10:00Z,13.57,87.36
2026-04-30T15:11:00Z,14.48,87.74
2026-04-30T15:12:00Z,9.63,90.67
2026-04-30T15:13:00Z,10.01,89.42
2026-04-30T15:14:00Z,11.86,88.58
2026-04-30T15:15:00Z,9.54,94.50
2026-04-30T15:16:00Z,1.28,98.71
2026-04-30T15:17:00Z,1.11,98.81
2026-04-30T15:18:00Z,1.11,99.00
2026-04-30T15:19:00Z,1.11,99.00
2026-04-30T15:20:00Z,1.11,99.00
2026-04-30T15:21:00Z,1.11,99.00
2026-04-30T15:22:00Z,1.11,99.00
