# event_ticker=KXATPCHALLENGERMATCH-26MAR13BERSAM
# final_score=6-4 7-5
# match_winner=Toby Samuel
# fav_player=Toby Samuel
# dog_player=Robin Bertrand
# kalshi_date=2026-03-13
timestamp,Toby Samuel,Robin Bertrand
2026-03-13T11:17:00Z,94.00,5.98
2026-03-13T11:18:00Z,94.00,6.00
2026-03-13T11:19:00Z,94.04,6.02
2026-03-13T11:20:00Z,94.00,7.00
2026-03-13T11:21:00Z,95.48,5.40
2026-03-13T11:22:00Z,94.62,6.59
2026-03-13T11:23:00Z,95.51,4.12
2026-03-13T11:24:00Z,95.51,5.09
2026-03-13T11:25:00Z,95.51,8.00
2026-03-13T11:26:00Z,95.51,8.86
2026-03-13T11:27:00Z,92.00,9.10
2026-03-13T11:28:00Z,92.00,9.12
2026-03-13T11:29:00Z,92.00,10.00
2026-03-13T11:30:00Z,92.01,9.06
2026-03-13T11:31:00Z,93.00,8.13
2026-03-13T11:32:00Z,91.54,8.01
2026-03-13T11:33:00Z,94.00,5.54
2026-03-13T11:34:00Z,91.00,8.36
2026-03-13T11:35:00Z,92.77,7.00
2026-03-13T11:36:00Z,95.23,5.18
2026-03-13T11:37:00Z,96.00,3.83
2026-03-13T11:38:00Z,96.43,4.00
2026-03-13T11:39:00Z,97.01,3.00
2026-03-13T11:40:00Z,98.22,1.99
2026-03-13T11:41:00Z,98.87,2.91
2026-03-13T11:42:00Z,98.00,2.36
2026-03-13T11:43:00Z,98.01,2.75
2026-03-13T11:44:00Z,99.00,1.59
2026-03-13T11:45:00Z,98.93,1.28
2026-03-13T11:46:00Z,99.00,1.00
2026-03-13T11:47:00Z,99.00,1.00
2026-03-13T11:48:00Z,99.00,1.00
2026-03-13T11:49:00Z,99.00,1.00
2026-03-13T11:50:00Z,99.00,1.00
2026-03-13T11:51:00Z,99.00,1.00
2026-03-13T11:52:00Z,99.00,1.00
2026-03-13T11:53:00Z,98.15,1.23
2026-03-13T11:54:00Z,98.37,2.65
2026-03-13T11:55:00Z,98.12,2.30
2026-03-13T11:56:00Z,98.02,1.65
2026-03-13T11:57:00Z,98.00,2.96
2026-03-13T11:58:00Z,98.00,2.12
2026-03-13T11:59:00Z,98.00,3.00
2026-03-13T12:00:00Z,97.08,2.84
2026-03-13T12:01:00Z,98.11,2.87
2026-03-13T12:02:00Z,98.11,3.00
2026-03-13T12:03:00Z,98.11,3.00
2026-03-13T12:04:00Z,98.07,2.66
2026-03-13T12:05:00Z,97.00,2.43
2026-03-13T12:06:00Z,97.40,2.46
2026-03-13T12:07:00Z,99.00,1.25
2026-03-13T12:08:00Z,98.39,2.26
2026-03-13T12:09:00Z,97.03,3.56
2026-03-13T12:10:00Z,96.84,3.99
2026-03-13T12:11:00Z,95.53,4.99
2026-03-13T12:12:00Z,91.66,7.52
2026-03-13T12:13:00Z,88.56,13.91
2026-03-13T12:14:00Z,87.07,13.46
2026-03-13T12:15:00Z,86.30,14.93
2026-03-13T12:16:00Z,80.49,19.15
2026-03-13T12:17:00Z,82.31,15.40
2026-03-13T12:18:00Z,79.64,21.17
2026-03-13T12:19:00Z,77.26,21.74
2026-03-13T12:20:00Z,80.80,21.42
2026-03-13T12:21:00Z,81.65,23.36
2026-03-13T12:22:00Z,76.75,25.77
2026-03-13T12:23:00Z,81.91,17.13
2026-03-13T12:24:00Z,87.77,12.38
2026-03-13T12:25:00Z,94.55,9.04
2026-03-13T12:26:00Z,96.97,5.12
2026-03-13T12:27:00Z,95.20,5.00
2026-03-13T12:28:00Z,92.94,8.74
2026-03-13T12:29:00Z,90.48,11.28
2026-03-13T12:30:00Z,95.19,5.97
2026-03-13T12:31:00Z,94.27,7.84
2026-03-13T12:32:00Z,93.05,7.13
2026-03-13T12:33:00Z,97.25,3.73
2026-03-13T12:34:00Z,99.00,3.73
2026-03-13T12:35:00Z,99.00,3.73
2026-03-13T12:36:00Z,99.00,3.73
2026-03-13T12:37:00Z,99.00,3.73
2026-03-13T12:38:00Z,99.00,3.73
