# event_ticker=KXATPCHALLENGERMATCH-26MAY26SNIKOL
# final_score=6-4 6-3
# score_resolution=4-6 3-6
# match_winner=Zdenek Kolar
# fav_player=Ilya Snitari
# dog_player=Zdenek Kolar
# kalshi_date=2026-05-26
timestamp,Ilya Snitari,Zdenek Kolar
2026-05-26T09:13:00Z,15.00,85.08
2026-05-26T09:14:00Z,15.00,86.96
2026-05-26T09:15:00Z,12.00,88.00
2026-05-26T09:16:00Z,12.00,89.00
2026-05-26T09:17:00Z,11.00,89.00
2026-05-26T09:18:00Z,11.00,90.00
2026-05-26T09:19:00Z,10.50,90.00
2026-05-26T09:20:00Z,12.00,88.00
2026-05-26T09:22:00Z,12.00,87.02
2026-05-26T09:24:00Z,12.00,91.70
2026-05-26T09:27:00Z,8.99,91.70
2026-05-26T09:28:00Z,9.03,91.70
2026-05-26T09:29:00Z,11.00,91.70
2026-05-26T09:32:00Z,11.00,88.92
2026-05-26T09:34:00Z,12.00,88.00
2026-05-26T09:35:00Z,12.00,89.00
2026-05-26T09:36:00Z,11.00,89.00
2026-05-26T09:37:00Z,10.00,89.95
2026-05-26T09:38:00Z,8.00,91.00
2026-05-26T09:39:00Z,9.00,91.81
2026-05-26T09:40:00Z,8.00,93.00
2026-05-26T09:41:00Z,9.30,90.00
2026-05-26T09:42:00Z,9.30,89.00
2026-05-26T09:43:00Z,11.93,89.00
2026-05-26T09:44:00Z,11.93,89.28
2026-05-26T09:45:00Z,12.00,88.00
2026-05-26T09:46:00Z,12.00,88.00
2026-05-26T09:47:00Z,14.21,87.00
2026-05-26T09:48:00Z,14.21,85.00
2026-05-26T09:49:00Z,14.21,86.00
2026-05-26T09:51:00Z,13.83,86.00
2026-05-26T09:53:00Z,15.05,85.00
2026-05-26T09:54:00Z,15.00,84.02
2026-05-26T09:55:00Z,15.96,85.67
2026-05-26T09:56:00Z,15.96,86.91
2026-05-26T09:57:00Z,11.00,89.23
2026-05-26T09:58:00Z,11.00,90.94
2026-05-26T09:59:00Z,11.35,90.94
2026-05-26T10:00:00Z,11.35,90.36
2026-05-26T10:01:00Z,13.09,88.50
2026-05-26T10:02:00Z,15.00,84.15
2026-05-26T10:03:00Z,16.00,84.15
2026-05-26T10:04:00Z,15.00,84.85
2026-05-26T10:05:00Z,15.00,84.92
2026-05-26T10:06:00Z,13.00,87.55
2026-05-26T10:07:00Z,13.00,90.81
2026-05-26T10:08:00Z,8.00,90.81
2026-05-26T10:09:00Z,8.00,92.29
2026-05-26T10:10:00Z,5.50,94.64
2026-05-26T10:11:00Z,4.10,96.00
2026-05-26T10:12:00Z,3.10,96.14
2026-05-26T10:13:00Z,4.36,96.14
2026-05-26T10:14:00Z,9.95,96.14
2026-05-26T10:15:00Z,9.95,93.44
2026-05-26T10:16:00Z,9.95,95.82
2026-05-26T10:17:00Z,2.00,97.94
2026-05-26T10:18:00Z,2.49,97.76
2026-05-26T10:19:00Z,3.00,99.00
2026-05-26T10:20:00Z,3.00,98.41
2026-05-26T10:21:00Z,1.00,98.99
2026-05-26T10:22:00Z,1.00,99.00
