# event_ticker=KXATPCHALLENGERMATCH-26APR14COMFER
# final_score=3-6 6-3 6-2
# match_winner=Frederico Ferreira Silva
# fav_player=Frederico Ferreira Silva
# dog_player=Francisco Comesana
# kalshi_date=2026-04-14
timestamp,Frederico Ferreira Silva,Francisco Comesana
2026-04-14T12:12:00Z,24.00,75.17
2026-04-14T12:13:00Z,26.36,73.00
2026-04-14T12:14:00Z,26.36,76.77
2026-04-14T12:15:00Z,20.80,83.00
2026-04-14T12:16:00Z,20.80,80.00
2026-04-14T12:17:00Z,16.94,80.00
2026-04-14T12:18:00Z,14.00,80.00
2026-04-14T12:19:00Z,14.00,86.99
2026-04-14T12:20:00Z,14.47,86.00
2026-04-14T12:21:00Z,17.70,82.00
2026-04-14T12:22:00Z,18.00,82.00
2026-04-14T12:23:00Z,18.00,79.17
2026-04-14T12:25:00Z,18.00,74.95
2026-04-14T12:26:00Z,18.00,73.12
2026-04-14T12:27:00Z,24.00,75.81
2026-04-14T12:28:00Z,23.92,75.81
2026-04-14T12:29:00Z,23.92,74.00
2026-04-14T12:30:00Z,23.00,74.00
2026-04-14T12:31:00Z,23.00,74.00
2026-04-14T12:32:00Z,19.00,74.00
2026-04-14T12:33:00Z,19.00,76.81
2026-04-14T12:34:00Z,22.00,76.81
2026-04-14T12:35:00Z,21.78,76.81
2026-04-14T12:36:00Z,22.04,82.16
2026-04-14T12:38:00Z,28.04,73.06
2026-04-14T12:39:00Z,29.00,70.04
2026-04-14T12:40:00Z,25.49,76.12
2026-04-14T12:41:00Z,28.00,71.29
2026-04-14T12:42:00Z,24.00,75.00
2026-04-14T12:44:00Z,22.93,75.00
2026-04-14T12:45:00Z,22.93,78.00
2026-04-14T12:46:00Z,23.05,77.99
2026-04-14T12:47:00Z,22.00,78.14
2026-04-14T12:48:00Z,22.00,85.15
2026-04-14T12:49:00Z,14.38,86.03
2026-04-14T12:50:00Z,14.38,88.00
2026-04-14T12:51:00Z,14.38,88.00
2026-04-14T12:52:00Z,13.00,88.00
2026-04-14T12:53:00Z,16.19,83.05
2026-04-14T12:54:00Z,16.19,84.94
2026-04-14T12:55:00Z,13.00,84.94
2026-04-14T12:56:00Z,21.89,77.68
2026-04-14T12:57:00Z,21.89,75.00
2026-04-14T12:59:00Z,21.62,77.00
2026-04-14T13:00:00Z,24.00,80.00
2026-04-14T13:01:00Z,24.00,82.00
2026-04-14T13:02:00Z,24.00,85.00
2026-04-14T13:03:00Z,9.03,88.87
2026-04-14T13:04:00Z,11.00,88.87
2026-04-14T13:08:00Z,11.00,90.90
2026-04-14T13:09:00Z,11.00,93.00
2026-04-14T13:10:00Z,7.00,93.00
2026-04-14T13:11:00Z,7.00,93.17
2026-04-14T13:12:00Z,8.00,93.17
2026-04-14T13:13:00Z,7.79,92.00
2026-04-14T13:14:00Z,9.00,92.00
2026-04-14T13:15:00Z,10.04,89.21
2026-04-14T13:16:00Z,13.00,86.00
2026-04-14T13:17:00Z,15.04,86.00
2026-04-14T13:18:00Z,13.00,88.00
2026-04-14T13:19:00Z,13.00,88.24
2026-04-14T13:20:00Z,11.29,88.00
2026-04-14T13:21:00Z,11.00,89.00
2026-04-14T13:22:00Z,9.00,93.00
2026-04-14T13:23:00Z,9.00,87.75
2026-04-14T13:24:00Z,11.00,89.00
2026-04-14T13:25:00Z,8.00,89.00
2026-04-14T13:26:00Z,10.00,90.00
2026-04-14T13:27:00Z,12.13,88.57
2026-04-14T13:28:00Z,9.45,88.57
2026-04-14T13:29:00Z,10.79,92.00
2026-04-14T13:30:00Z,12.00,90.00
2026-04-14T13:31:00Z,12.00,88.00
2026-04-14T13:32:00Z,13.00,88.90
2026-04-14T13:33:00Z,12.52,90.00
2026-04-14T13:35:00Z,10.42,88.24
2026-04-14T13:36:00Z,18.25,84.92
2026-04-14T13:37:00Z,23.13,84.92
2026-04-14T13:38:00Z,25.89,76.00
2026-04-14T13:39:00Z,27.46,71.40
2026-04-14T13:40:00Z,29.00,72.00
2026-04-14T13:41:00Z,29.94,70.97
2026-04-14T13:42:00Z,31.71,68.01
2026-04-14T13:43:00Z,32.68,69.00
2026-04-14T13:44:00Z,32.58,69.99
2026-04-14T13:45:00Z,30.11,68.36
2026-04-14T13:46:00Z,29.11,71.83
2026-04-14T13:47:00Z,30.83,70.00
2026-04-14T13:48:00Z,27.43,72.73
2026-04-14T13:49:00Z,26.71,76.64
2026-04-14T13:50:00Z,22.49,82.38
2026-04-14T13:51:00Z,24.34,75.04
2026-04-14T13:52:00Z,18.27,76.81
2026-04-14T13:53:00Z,16.44,84.00
2026-04-14T13:54:00Z,16.05,84.05
2026-04-14T13:55:00Z,16.87,81.15
2026-04-14T13:56:00Z,20.50,79.95
2026-04-14T13:57:00Z,26.58,72.02
2026-04-14T13:58:00Z,30.47,69.89
2026-04-14T13:59:00Z,33.92,63.62
2026-04-14T14:00:00Z,35.85,64.04
2026-04-14T14:01:00Z,35.01,65.00
2026-04-14T14:02:00Z,34.19,64.91
2026-04-14T14:03:00Z,35.93,65.83
2026-04-14T14:04:00Z,34.46,66.00
2026-04-14T14:05:00Z,36.00,65.33
2026-04-14T14:06:00Z,35.08,65.24
2026-04-14T14:07:00Z,34.07,66.06
2026-04-14T14:08:00Z,34.95,68.00
2026-04-14T14:09:00Z,33.73,70.10
2026-04-14T14:10:00Z,30.00,72.00
2026-04-14T14:11:00Z,26.56,73.17
2026-04-14T14:12:00Z,31.93,67.73
2026-04-14T14:13:00Z,31.90,70.40
2026-04-14T14:14:00Z,25.49,70.10
2026-04-14T14:15:00Z,32.06,67.86
2026-04-14T14:16:00Z,40.13,57.26
2026-04-14T14:17:00Z,43.29,61.83
2026-04-14T14:18:00Z,29.28,69.21
2026-04-14T14:19:00Z,27.89,72.66
2026-04-14T14:20:00Z,27.00,72.23
2026-04-14T14:21:00Z,27.02,75.67
2026-04-14T14:22:00Z,28.36,73.25
2026-04-14T14:23:00Z,32.66,69.17
2026-04-14T14:24:00Z,33.49,69.17
2026-04-14T14:25:00Z,40.06,64.02
2026-04-14T14:26:00Z,48.24,50.03
2026-04-14T14:27:00Z,52.96,49.70
2026-04-14T14:28:00Z,53.99,63.58
2026-04-14T14:29:00Z,35.29,64.98
2026-04-14T14:30:00Z,53.70,47.66
2026-04-14T14:31:00Z,65.53,34.70
2026-04-14T14:32:00Z,65.46,35.52
2026-04-14T14:33:00Z,62.87,38.72
2026-04-14T14:34:00Z,58.13,44.92
2026-04-14T14:35:00Z,58.17,38.60
2026-04-14T14:36:00Z,67.86,33.67
2026-04-14T14:37:00Z,61.58,43.42
2026-04-14T14:38:00Z,55.46,47.48
2026-04-14T14:39:00Z,68.52,31.67
2026-04-14T14:40:00Z,76.80,26.35
2026-04-14T14:41:00Z,84.14,13.05
2026-04-14T14:42:00Z,85.41,14.71
2026-04-14T14:43:00Z,80.47,19.71
2026-04-14T14:44:00Z,86.48,16.73
2026-04-14T14:45:00Z,83.10,18.43
2026-04-14T14:46:00Z,96.16,3.96
2026-04-14T14:47:00Z,96.03,4.08
2026-04-14T14:48:00Z,97.21,1.79
2026-04-14T14:49:00Z,98.96,1.16
2026-04-14T14:50:00Z,99.00,1.16
2026-04-14T14:51:00Z,99.00,1.16
2026-04-14T14:52:00Z,99.00,1.16
2026-04-14T14:53:00Z,99.00,1.16
2026-04-14T14:54:00Z,99.00,1.16
2026-04-14T14:55:00Z,99.00,1.16
2026-04-14T14:56:00Z,99.00,1.16
2026-04-14T14:57:00Z,99.00,1.16
