# event_ticker=KXATPCHALLENGERMATCH-26MAY12DOSROD
# final_score=5-7 6-4 6-2
# score_resolution=7-5 4-6 2-6
# match_winner=Chris Rodesch
# fav_player=Stefan Dostanic
# dog_player=Chris Rodesch
# kalshi_date=2026-05-12
timestamp,Stefan Dostanic,Chris Rodesch
2026-05-13T12:23:00Z,62.00,38.95
2026-05-13T12:24:00Z,59.00,39.00
2026-05-13T12:25:00Z,61.48,42.54
2026-05-13T12:26:00Z,64.56,34.30
2026-05-13T12:27:00Z,65.14,32.98
2026-05-13T12:28:00Z,66.86,33.94
2026-05-13T12:29:00Z,66.58,39.76
2026-05-13T12:30:00Z,70.93,31.58
2026-05-13T12:31:00Z,68.26,33.50
2026-05-13T12:32:00Z,64.90,35.99
2026-05-13T12:33:00Z,63.13,36.54
2026-05-13T12:34:00Z,60.18,42.63
2026-05-13T12:35:00Z,62.36,40.63
2026-05-13T12:36:00Z,61.24,39.67
2026-05-13T12:37:00Z,58.95,43.06
2026-05-13T12:38:00Z,63.26,38.06
2026-05-13T12:39:00Z,63.00,40.71
2026-05-13T12:40:00Z,56.96,45.61
2026-05-13T12:41:00Z,62.80,38.14
2026-05-13T12:42:00Z,63.39,39.62
2026-05-13T12:43:00Z,64.84,36.50
2026-05-13T12:44:00Z,66.78,35.16
2026-05-13T12:45:00Z,68.57,36.65
2026-05-13T12:46:00Z,60.15,41.65
2026-05-13T12:47:00Z,59.98,42.00
2026-05-13T12:48:00Z,60.13,40.22
2026-05-13T12:49:00Z,60.59,39.96
2026-05-13T12:50:00Z,65.27,37.75
2026-05-13T12:51:00Z,65.42,35.22
2026-05-13T12:52:00Z,67.88,30.56
2026-05-13T12:53:00Z,63.18,39.48
2026-05-13T12:54:00Z,59.87,41.23
2026-05-13T12:55:00Z,59.85,41.38
2026-05-13T12:56:00Z,61.90,40.01
2026-05-13T12:57:00Z,65.32,36.59
2026-05-13T12:58:00Z,64.10,38.05
2026-05-13T12:59:00Z,62.15,42.79
2026-05-13T13:00:00Z,60.93,39.45
2026-05-13T13:01:00Z,59.74,39.99
2026-05-13T13:02:00Z,60.38,42.52
2026-05-13T13:03:00Z,61.84,38.51
2026-05-13T13:04:00Z,60.22,40.65
2026-05-13T13:05:00Z,64.62,38.02
2026-05-13T13:06:00Z,64.18,40.10
2026-05-13T13:07:00Z,59.00,46.36
2026-05-13T13:08:00Z,59.00,42.06
2026-05-13T13:09:00Z,56.75,45.74
2026-05-13T13:10:00Z,56.21,47.99
2026-05-13T13:11:00Z,53.09,46.62
2026-05-13T13:12:00Z,58.84,41.36
2026-05-13T13:13:00Z,56.55,50.37
2026-05-13T13:14:00Z,37.45,63.36
2026-05-13T13:15:00Z,36.62,63.88
2026-05-13T13:16:00Z,38.98,63.27
2026-05-13T13:17:00Z,35.90,65.20
2026-05-13T13:18:00Z,31.68,67.41
2026-05-13T13:19:00Z,30.81,69.15
2026-05-13T13:20:00Z,29.41,71.62
2026-05-13T13:21:00Z,24.84,75.04
2026-05-13T13:22:00Z,24.55,78.54
2026-05-13T13:23:00Z,12.29,87.21
2026-05-13T13:24:00Z,11.08,87.99
2026-05-13T13:25:00Z,11.87,88.64
2026-05-13T13:26:00Z,14.17,86.16
2026-05-13T13:27:00Z,17.47,80.58
2026-05-13T13:28:00Z,21.68,80.26
2026-05-13T13:29:00Z,18.43,83.74
2026-05-13T13:30:00Z,22.35,80.83
2026-05-13T13:31:00Z,17.22,84.82
2026-05-13T13:32:00Z,22.64,79.62
2026-05-13T13:33:00Z,13.44,85.59
2026-05-13T13:34:00Z,10.26,89.73
2026-05-13T13:35:00Z,10.83,89.21
2026-05-13T13:36:00Z,13.47,88.70
2026-05-13T13:37:00Z,14.05,86.69
2026-05-13T13:38:00Z,15.43,86.09
2026-05-13T13:39:00Z,20.35,83.16
2026-05-13T13:40:00Z,17.96,80.55
2026-05-13T13:41:00Z,13.35,88.60
2026-05-13T13:42:00Z,9.34,91.37
2026-05-13T13:43:00Z,8.81,91.42
2026-05-13T13:44:00Z,7.58,92.76
2026-05-13T13:45:00Z,8.87,92.72
2026-05-13T13:46:00Z,12.21,89.13
2026-05-13T13:47:00Z,10.90,88.37
2026-05-13T13:48:00Z,10.31,90.97
2026-05-13T13:49:00Z,7.62,93.78
2026-05-13T13:50:00Z,7.56,94.94
2026-05-13T13:51:00Z,5.98,95.07
2026-05-13T13:52:00Z,5.60,95.68
2026-05-13T13:53:00Z,4.36,95.03
2026-05-13T13:54:00Z,2.15,98.14
2026-05-13T13:55:00Z,1.00,99.00
2026-05-13T13:56:00Z,1.00,99.00
2026-05-13T13:57:00Z,1.00,99.00
2026-05-13T13:58:00Z,1.00,99.00
2026-05-13T13:59:00Z,1.00,99.00
2026-05-13T14:00:00Z,1.00,99.00
2026-05-13T14:01:00Z,1.00,99.00
2026-05-13T14:02:00Z,1.00,99.00
2026-05-13T14:03:00Z,1.00,99.00
