# event_ticker=KXATPMATCH-26JAN03DEJDIA
# final_score=6-4 7-6(7)
# score_resolution=6-4 7-6
# match_winner=Gabriel Diallo
# fav_player=Gabriel Diallo
# dog_player=Jesper De Jong
# kalshi_date=2026-01-03
timestamp,Gabriel Diallo,Jesper De Jong
2026-01-06T09:19:00Z,85.62,18.50
2026-01-06T09:20:00Z,85.86,16.19
2026-01-06T09:21:00Z,77.33,21.64
2026-01-06T09:22:00Z,66.20,34.92
2026-01-06T09:23:00Z,69.78,26.52
2026-01-06T09:24:00Z,77.00,26.56
2026-01-06T09:25:00Z,82.75,26.19
2026-01-06T09:26:00Z,95.24,3.70
2026-01-06T09:27:00Z,99.00,1.00
2026-01-06T09:28:00Z,99.00,1.00
2026-01-06T09:29:00Z,99.00,1.00
