# event_ticker=KXATPCHALLENGERMATCH-26MAY30KRUERH
# final_score=6-3 2-6 6-4
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Mathys Erhard
# kalshi_date=2026-05-30
timestamp,Martin Krumich,Mathys Erhard
2026-05-30T15:45:00Z,59.34,40.73
2026-05-30T15:46:00Z,58.22,40.89
2026-05-30T15:47:00Z,57.55,41.49
2026-05-30T15:48:00Z,58.27,43.14
2026-05-30T15:49:00Z,56.17,44.03
2026-05-30T15:50:00Z,58.69,43.89
2026-05-30T15:51:00Z,56.18,43.74
2026-05-30T15:52:00Z,57.16,40.30
2026-05-30T15:53:00Z,60.27,42.33
2026-05-30T15:54:00Z,60.55,40.19
2026-05-30T15:55:00Z,61.32,34.76
2026-05-30T15:56:00Z,62.80,37.92
2026-05-30T15:57:00Z,63.36,38.49
2026-05-30T15:58:00Z,64.24,39.38
2026-05-30T15:59:00Z,63.47,39.04
2026-05-30T16:00:00Z,55.07,43.49
2026-05-30T16:01:00Z,52.40,50.93
2026-05-30T16:02:00Z,51.44,50.85
2026-05-30T16:03:00Z,52.46,47.37
2026-05-30T16:04:00Z,54.37,45.69
2026-05-30T16:05:00Z,57.20,45.34
2026-05-30T16:06:00Z,54.15,47.19
2026-05-30T16:07:00Z,50.10,49.74
2026-05-30T16:08:00Z,50.00,50.34
2026-05-30T16:09:00Z,47.28,54.41
2026-05-30T16:10:00Z,47.88,54.67
2026-05-30T16:11:00Z,44.34,57.13
2026-05-30T16:12:00Z,50.14,49.58
2026-05-30T16:13:00Z,50.41,51.54
2026-05-30T16:14:00Z,49.14,52.27
2026-05-30T16:15:00Z,51.87,51.22
2026-05-30T16:16:00Z,49.90,52.17
2026-05-30T16:17:00Z,38.39,60.36
2026-05-30T16:18:00Z,23.14,76.10
2026-05-30T16:19:00Z,26.59,72.44
2026-05-30T16:20:00Z,26.95,79.71
2026-05-30T16:21:00Z,38.65,64.95
2026-05-30T16:22:00Z,47.58,53.00
2026-05-30T16:23:00Z,47.77,53.00
2026-05-30T16:24:00Z,51.57,50.61
2026-05-30T16:25:00Z,56.00,44.93
2026-05-30T16:26:00Z,57.01,42.68
2026-05-30T16:27:00Z,50.94,48.04
2026-05-30T16:28:00Z,47.58,51.70
2026-05-30T16:29:00Z,49.05,51.00
2026-05-30T16:30:00Z,65.39,36.77
2026-05-30T16:31:00Z,75.68,11.68
2026-05-30T16:32:00Z,88.87,11.46
2026-05-30T16:33:00Z,90.04,8.86
2026-05-30T16:34:00Z,93.10,7.48
2026-05-30T16:35:00Z,91.60,8.61
2026-05-30T16:36:00Z,90.30,10.26
2026-05-30T16:37:00Z,92.49,6.15
2026-05-30T16:38:00Z,92.65,8.73
2026-05-30T16:39:00Z,90.00,9.54
2026-05-30T16:40:00Z,90.77,9.98
2026-05-30T16:41:00Z,91.85,10.13
2026-05-30T16:42:00Z,93.73,9.17
2026-05-30T16:43:00Z,96.42,3.90
2026-05-30T16:44:00Z,96.07,5.14
2026-05-30T16:45:00Z,98.49,2.32
2026-05-30T16:46:00Z,96.47,2.05
2026-05-30T16:47:00Z,99.00,1.00
