# event_ticker=KXATPCHALLENGERMATCH-26APR28SVAHUR
# final_score=6-2 7-6(8)
# score_resolution=2-6 6-7
# match_winner=Hubert Hurkacz
# fav_player=Zachary Svajda
# dog_player=Hubert Hurkacz
# kalshi_date=2026-04-28
timestamp,Zachary Svajda,Hubert Hurkacz
2026-04-28T15:46:00Z,17.00,86.00
2026-04-28T15:51:00Z,17.00,85.91
2026-04-28T15:52:00Z,16.00,85.91
2026-04-28T15:53:00Z,15.00,85.91
2026-04-28T15:54:00Z,15.47,87.67
2026-04-28T15:55:00Z,15.00,87.67
2026-04-28T15:56:00Z,15.00,87.00
2026-04-28T15:57:00Z,15.00,87.00
2026-04-28T15:58:00Z,19.71,82.00
2026-04-28T15:59:00Z,19.91,81.00
2026-04-28T16:00:00Z,20.01,80.01
2026-04-28T16:01:00Z,18.41,82.00
2026-04-28T16:02:00Z,17.57,82.00
2026-04-28T16:03:00Z,18.87,82.57
2026-04-28T16:04:00Z,18.91,81.70
2026-04-28T16:05:00Z,16.83,84.09
2026-04-28T16:06:00Z,12.39,90.42
2026-04-28T16:07:00Z,8.87,92.00
2026-04-28T16:08:00Z,8.35,91.99
2026-04-28T16:09:00Z,8.40,92.90
2026-04-28T16:10:00Z,8.11,93.00
2026-04-28T16:11:00Z,8.01,92.00
2026-04-28T16:12:00Z,7.77,92.70
2026-04-28T16:13:00Z,6.01,92.70
2026-04-28T16:14:00Z,6.98,94.00
2026-04-28T16:15:00Z,7.50,93.68
2026-04-28T16:16:00Z,7.95,93.00
2026-04-28T16:17:00Z,6.99,94.00
2026-04-28T16:18:00Z,7.00,94.00
2026-04-28T16:19:00Z,6.23,94.00
2026-04-28T16:20:00Z,3.73,95.99
2026-04-28T16:21:00Z,3.97,95.99
2026-04-28T16:22:00Z,4.99,96.00
2026-04-28T16:23:00Z,4.07,96.00
2026-04-28T16:24:00Z,4.00,96.03
2026-04-28T16:25:00Z,4.00,97.00
2026-04-28T16:26:00Z,3.64,97.00
2026-04-28T16:27:00Z,2.69,95.00
2026-04-28T16:28:00Z,4.19,97.00
2026-04-28T16:29:00Z,4.00,97.00
2026-04-28T16:30:00Z,5.02,96.00
2026-04-28T16:31:00Z,5.70,95.00
2026-04-28T16:32:00Z,5.63,94.19
2026-04-28T16:33:00Z,6.86,94.01
2026-04-28T16:34:00Z,9.87,89.97
2026-04-28T16:35:00Z,13.23,87.33
2026-04-28T16:36:00Z,15.33,86.15
2026-04-28T16:37:00Z,15.90,84.92
2026-04-28T16:38:00Z,17.21,83.13
2026-04-28T16:39:00Z,17.22,83.68
2026-04-28T16:40:00Z,17.30,83.99
2026-04-28T16:41:00Z,16.71,83.96
2026-04-28T16:42:00Z,17.43,82.96
2026-04-28T16:43:00Z,19.82,81.50
2026-04-28T16:44:00Z,20.25,81.22
2026-04-28T16:45:00Z,20.08,80.94
2026-04-28T16:46:00Z,19.12,81.25
2026-04-28T16:47:00Z,14.35,86.33
2026-04-28T16:48:00Z,15.00,85.38
2026-04-28T16:49:00Z,13.23,90.42
2026-04-28T16:50:00Z,8.86,91.07
2026-04-28T16:51:00Z,9.75,91.91
2026-04-28T16:52:00Z,11.01,91.56
2026-04-28T16:53:00Z,8.00,92.00
2026-04-28T16:54:00Z,8.34,92.82
2026-04-28T16:55:00Z,5.69,94.36
2026-04-28T16:56:00Z,8.61,92.49
2026-04-28T16:57:00Z,10.67,89.82
2026-04-28T16:58:00Z,10.98,89.85
2026-04-28T16:59:00Z,13.64,87.04
2026-04-28T17:00:00Z,9.64,90.65
2026-04-28T17:01:00Z,7.43,92.54
2026-04-28T17:02:00Z,5.02,95.66
2026-04-28T17:03:00Z,7.01,94.38
2026-04-28T17:04:00Z,10.07,91.63
2026-04-28T17:05:00Z,11.95,89.73
2026-04-28T17:06:00Z,10.70,90.03
2026-04-28T17:07:00Z,10.07,90.37
2026-04-28T17:08:00Z,10.11,91.71
2026-04-28T17:09:00Z,9.27,91.74
2026-04-28T17:10:00Z,4.84,95.65
2026-04-28T17:11:00Z,7.74,93.82
2026-04-28T17:12:00Z,5.71,95.25
2026-04-28T17:13:00Z,4.83,96.94
2026-04-28T17:14:00Z,4.01,97.13
2026-04-28T17:15:00Z,1.91,96.94
2026-04-28T17:16:00Z,3.94,95.19
2026-04-28T17:17:00Z,4.22,98.14
2026-04-28T17:18:00Z,9.98,90.01
2026-04-28T17:19:00Z,11.71,84.86
2026-04-28T17:20:00Z,12.36,87.12
2026-04-28T17:21:00Z,9.16,92.12
2026-04-28T17:22:00Z,3.64,96.80
2026-04-28T17:23:00Z,1.00,99.00
2026-04-28T17:24:00Z,1.00,99.00
2026-04-28T17:25:00Z,1.00,99.00
2026-04-28T17:26:00Z,1.00,99.00
2026-04-28T17:27:00Z,1.00,99.00
2026-04-28T17:28:00Z,1.00,99.00
2026-04-28T17:29:00Z,1.00,99.00
2026-04-28T17:30:00Z,1.00,99.00
2026-04-28T17:31:00Z,1.00,99.00
2026-04-28T17:32:00Z,1.00,99.00
