# event_ticker=KXATPCHALLENGERMATCH-26MAR11CECKOP
# final_score=4-6 6-3 6-4
# match_winner=Marco Cecchinato
# fav_player=Marco Cecchinato
# dog_player=Sandro Kopp
# kalshi_date=2026-03-11
timestamp,Marco Cecchinato,Sandro Kopp
2026-03-11T11:45:00Z,44.33,57.89
2026-03-11T11:46:00Z,47.29,57.00
2026-03-11T11:47:00Z,48.92,56.69
2026-03-11T11:48:00Z,42.36,57.24
2026-03-11T11:49:00Z,41.30,62.81
2026-03-11T11:50:00Z,39.38,61.75
2026-03-11T11:51:00Z,41.89,60.21
2026-03-11T11:52:00Z,42.00,59.08
2026-03-11T11:53:00Z,41.25,59.59
2026-03-11T11:54:00Z,36.30,64.77
2026-03-11T11:55:00Z,34.35,65.07
2026-03-11T11:56:00Z,36.58,63.11
2026-03-11T11:57:00Z,59.28,63.14
2026-03-11T11:58:00Z,40.41,65.79
2026-03-11T11:59:00Z,46.53,52.10
2026-03-11T12:00:00Z,41.92,59.08
2026-03-11T12:01:00Z,44.55,58.00
2026-03-11T12:02:00Z,46.98,58.00
2026-03-11T12:03:00Z,56.62,45.36
2026-03-11T12:04:00Z,55.38,42.76
2026-03-11T12:05:00Z,49.75,51.36
2026-03-11T12:06:00Z,41.56,58.20
2026-03-11T12:07:00Z,47.35,56.99
2026-03-11T12:08:00Z,45.11,54.90
2026-03-11T12:09:00Z,44.68,57.00
2026-03-11T12:10:00Z,47.60,53.55
2026-03-11T12:11:00Z,49.52,52.32
2026-03-11T12:12:00Z,54.99,42.10
2026-03-11T12:13:00Z,52.84,47.54
2026-03-11T12:14:00Z,46.98,55.47
2026-03-11T12:15:00Z,56.44,50.50
2026-03-11T12:16:00Z,65.07,38.16
2026-03-11T12:17:00Z,63.94,37.50
2026-03-11T12:18:00Z,63.00,38.79
2026-03-11T12:19:00Z,63.93,39.57
2026-03-11T12:20:00Z,55.61,43.80
2026-03-11T12:21:00Z,60.41,41.90
2026-03-11T12:22:00Z,59.57,40.07
2026-03-11T12:23:00Z,63.24,39.87
2026-03-11T12:24:00Z,60.40,48.25
2026-03-11T12:25:00Z,57.52,47.22
2026-03-11T12:26:00Z,62.48,40.08
2026-03-11T12:27:00Z,63.58,37.33
2026-03-11T12:28:00Z,63.80,37.00
2026-03-11T12:29:00Z,61.55,38.49
2026-03-11T12:30:00Z,61.06,40.00
2026-03-11T12:31:00Z,65.99,34.40
2026-03-11T12:32:00Z,65.17,36.00
2026-03-11T12:33:00Z,67.11,35.69
2026-03-11T12:34:00Z,67.84,33.55
2026-03-11T12:35:00Z,67.34,33.41
2026-03-11T12:36:00Z,69.59,34.11
2026-03-11T12:37:00Z,66.40,35.65
2026-03-11T12:38:00Z,68.18,31.99
2026-03-11T12:39:00Z,66.85,33.00
2026-03-11T12:40:00Z,66.56,34.00
2026-03-11T12:41:00Z,66.89,34.25
2026-03-11T12:42:00Z,66.31,34.00
2026-03-11T12:43:00Z,66.96,33.38
2026-03-11T12:44:00Z,72.13,29.54
2026-03-11T12:45:00Z,75.11,21.00
2026-03-11T12:46:00Z,86.90,11.33
2026-03-11T12:47:00Z,88.53,11.76
2026-03-11T12:48:00Z,85.39,14.12
2026-03-11T12:49:00Z,85.77,15.58
2026-03-11T12:50:00Z,84.83,17.84
2026-03-11T12:51:00Z,89.20,10.56
2026-03-11T12:52:00Z,92.14,8.72
2026-03-11T12:53:00Z,93.86,7.08
2026-03-11T12:54:00Z,93.90,7.35
2026-03-11T12:55:00Z,95.72,5.67
2026-03-11T12:56:00Z,93.05,8.25
2026-03-11T12:57:00Z,90.46,12.08
2026-03-11T12:58:00Z,89.00,11.85
2026-03-11T12:59:00Z,92.42,9.75
2026-03-11T13:00:00Z,93.62,6.18
2026-03-11T13:01:00Z,93.27,5.31
2026-03-11T13:02:00Z,91.05,8.93
2026-03-11T13:03:00Z,91.03,9.99
2026-03-11T13:04:00Z,89.54,9.89
2026-03-11T13:05:00Z,90.18,11.76
2026-03-11T13:06:00Z,85.43,12.46
2026-03-11T13:07:00Z,89.54,13.41
2026-03-11T13:08:00Z,91.93,13.00
2026-03-11T13:09:00Z,89.64,9.29
2026-03-11T13:10:00Z,87.57,12.82
2026-03-11T13:11:00Z,93.12,7.48
2026-03-11T13:12:00Z,94.00,7.18
2026-03-11T13:13:00Z,94.01,6.62
2026-03-11T13:14:00Z,94.99,7.29
2026-03-11T13:15:00Z,93.07,8.74
2026-03-11T13:16:00Z,93.01,7.60
2026-03-11T13:17:00Z,93.75,7.60
2026-03-11T13:18:00Z,91.97,8.04
2026-03-11T13:19:00Z,91.91,9.04
2026-03-11T13:20:00Z,86.05,13.15
2026-03-11T13:21:00Z,93.99,7.41
2026-03-11T13:22:00Z,93.81,7.93
2026-03-11T13:23:00Z,92.00,10.21
2026-03-11T13:24:00Z,90.08,10.25
2026-03-11T13:25:00Z,90.30,11.03
2026-03-11T13:26:00Z,95.09,6.12
2026-03-11T13:27:00Z,93.50,6.63
2026-03-11T13:28:00Z,93.36,6.83
2026-03-11T13:29:00Z,93.92,7.19
2026-03-11T13:30:00Z,96.02,8.85
2026-03-11T13:31:00Z,99.00,1.09
2026-03-11T13:32:00Z,99.00,1.00
2026-03-11T13:33:00Z,99.00,1.00
2026-03-11T13:34:00Z,99.00,1.00
2026-03-11T13:35:00Z,99.00,1.00
2026-03-11T13:36:00Z,99.00,1.00
2026-03-11T13:37:00Z,99.00,1.00
