# event_ticker=KXATPCHALLENGERMATCH-26MAY14VUKMPE
# final_score=6-0 6-3
# score_resolution=0-6 3-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Aleksandar Vukic
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2026-05-14
timestamp,Aleksandar Vukic,Giovanni Mpetshi Perricard
2026-05-14T14:23:00Z,37.43,66.00
2026-05-14T14:24:00Z,37.43,66.00
2026-05-14T14:28:00Z,37.43,66.00
2026-05-14T14:31:00Z,37.00,66.00
2026-05-14T14:32:00Z,37.00,66.00
2026-05-14T14:33:00Z,39.30,64.02
2026-05-14T14:34:00Z,39.68,61.54
2026-05-14T14:35:00Z,37.89,65.51
2026-05-14T14:36:00Z,33.49,67.00
2026-05-14T14:37:00Z,29.53,71.85
2026-05-14T14:38:00Z,25.19,74.68
2026-05-14T14:39:00Z,28.71,71.71
2026-05-14T14:40:00Z,23.18,79.26
2026-05-14T14:41:00Z,19.13,81.42
2026-05-14T14:42:00Z,20.00,81.84
2026-05-14T14:43:00Z,18.93,80.00
2026-05-14T14:44:00Z,17.01,83.00
2026-05-14T14:45:00Z,16.92,83.96
2026-05-14T14:47:00Z,17.00,82.95
2026-05-14T14:48:00Z,15.00,86.00
2026-05-14T14:49:00Z,15.10,87.37
2026-05-14T14:50:00Z,12.33,88.34
2026-05-14T14:51:00Z,11.99,89.00
2026-05-14T14:52:00Z,12.00,89.00
2026-05-14T14:53:00Z,12.00,89.00
2026-05-14T14:54:00Z,12.00,89.00
2026-05-14T14:55:00Z,10.09,89.34
2026-05-14T14:56:00Z,11.12,90.00
2026-05-14T14:57:00Z,10.49,90.00
2026-05-14T14:58:00Z,10.00,90.05
2026-05-14T14:59:00Z,10.01,90.80
2026-05-14T15:00:00Z,9.89,91.92
2026-05-14T15:01:00Z,9.08,91.88
2026-05-14T15:02:00Z,7.03,92.60
2026-05-14T15:03:00Z,8.71,91.91
2026-05-14T15:04:00Z,10.00,90.17
2026-05-14T15:05:00Z,10.23,90.76
2026-05-14T15:06:00Z,10.95,89.55
2026-05-14T15:07:00Z,10.00,91.00
2026-05-14T15:08:00Z,10.00,91.66
2026-05-14T15:09:00Z,4.65,94.01
2026-05-14T15:10:00Z,3.33,97.14
2026-05-14T15:11:00Z,1.67,98.21
2026-05-14T15:12:00Z,1.00,98.93
2026-05-14T15:13:00Z,2.00,99.00
2026-05-14T15:14:00Z,2.00,99.00
2026-05-14T15:15:00Z,2.00,99.00
2026-05-14T15:16:00Z,1.00,99.00
2026-05-14T15:17:00Z,1.00,99.00
2026-05-14T15:18:00Z,1.00,99.00
2026-05-14T15:19:00Z,1.00,99.00
2026-05-14T15:20:00Z,1.00,99.00
2026-05-14T15:21:00Z,1.00,99.00
2026-05-14T15:22:00Z,1.00,99.00
2026-05-14T15:23:00Z,1.00,99.00
2026-05-14T15:24:00Z,1.00,99.00
2026-05-14T15:25:00Z,1.00,99.00
2026-05-14T15:26:00Z,1.00,99.00
2026-05-14T15:27:00Z,1.00,99.00
2026-05-14T15:28:00Z,1.00,99.00
2026-05-14T15:30:00Z,1.00,99.00
2026-05-14T15:31:00Z,1.00,99.00
