# event_ticker=KXATPCHALLENGERMATCH-26MAY27POKKRU
# final_score=5-7 6-2 6-4
# match_winner=Martin Krumich
# fav_player=Martin Krumich
# dog_player=Lukas Pokorny
# kalshi_date=2026-05-27
timestamp,Lukas Pokorny,Martin Krumich
2026-05-27T16:47:00Z,23.51,76.14
2026-05-27T16:48:00Z,22.77,78.54
2026-05-27T16:49:00Z,22.16,78.88
2026-05-27T16:50:00Z,23.04,78.17
2026-05-27T16:51:00Z,23.79,77.20
2026-05-27T16:52:00Z,23.68,77.91
2026-05-27T16:53:00Z,23.47,78.39
2026-05-27T16:54:00Z,25.35,74.43
2026-05-27T16:55:00Z,27.19,72.60
2026-05-27T16:56:00Z,29.97,71.89
2026-05-27T16:57:00Z,28.80,71.50
2026-05-27T16:58:00Z,26.94,74.00
2026-05-27T16:59:00Z,26.94,75.00
2026-05-27T17:00:00Z,26.52,75.99
2026-05-27T17:01:00Z,26.95,76.43
2026-05-27T17:02:00Z,27.03,76.91
2026-05-27T17:03:00Z,25.99,74.01
2026-05-27T17:04:00Z,23.83,77.02
2026-05-27T17:05:00Z,11.10,85.84
2026-05-27T17:06:00Z,9.27,90.00
2026-05-27T17:07:00Z,9.37,91.38
2026-05-27T17:08:00Z,7.78,93.01
2026-05-27T17:09:00Z,7.30,92.94
2026-05-27T17:10:00Z,7.80,92.82
2026-05-27T17:11:00Z,9.00,91.03
2026-05-27T17:12:00Z,7.43,92.96
2026-05-27T17:13:00Z,9.83,92.86
2026-05-27T17:14:00Z,11.02,89.81
2026-05-27T17:15:00Z,8.46,92.17
2026-05-27T17:16:00Z,6.61,93.90
2026-05-27T17:17:00Z,5.77,94.39
2026-05-27T17:18:00Z,7.65,92.84
2026-05-27T17:19:00Z,7.65,93.32
2026-05-27T17:20:00Z,5.53,96.35
2026-05-27T17:21:00Z,6.38,92.95
2026-05-27T17:22:00Z,9.71,89.41
2026-05-27T17:23:00Z,14.08,88.24
2026-05-27T17:24:00Z,17.35,86.38
2026-05-27T17:25:00Z,17.13,82.88
2026-05-27T17:26:00Z,32.95,66.97
2026-05-27T17:27:00Z,29.79,72.45
2026-05-27T17:28:00Z,32.63,68.59
2026-05-27T17:29:00Z,35.30,67.86
2026-05-27T17:30:00Z,26.97,75.61
2026-05-27T17:31:00Z,8.35,89.80
2026-05-27T17:32:00Z,7.58,91.95
2026-05-27T17:33:00Z,12.59,91.44
2026-05-27T17:34:00Z,6.73,95.26
2026-05-27T17:35:00Z,3.25,96.98
2026-05-27T17:36:00Z,2.20,98.75
2026-05-27T17:37:00Z,2.20,99.00
2026-05-27T17:38:00Z,2.20,99.00
2026-05-27T17:39:00Z,2.20,99.00
2026-05-27T17:40:00Z,2.20,99.00
