# event_ticker=KXATPCHALLENGERMATCH-26APR28SANFER
# final_score=6-2 6-7(5) 7-6(5)
# score_resolution=6-2 6-7 7-6
# match_winner=Frederico Ferreira Silva
# fav_player=Frederico Ferreira Silva
# dog_player=Carlos Sanchez Jover
# kalshi_date=2026-04-28
timestamp,Carlos Sanchez Jover,Frederico Ferreira Silva
2026-04-28T14:59:00Z,23.03,77.00
2026-04-28T15:00:00Z,24.73,77.00
2026-04-28T15:01:00Z,24.00,77.00
2026-04-28T15:03:00Z,22.83,79.00
2026-04-28T15:04:00Z,23.77,79.00
2026-04-28T15:05:00Z,19.37,80.55
2026-04-28T15:06:00Z,17.00,84.00
2026-04-28T15:07:00Z,17.00,83.08
2026-04-28T15:08:00Z,17.00,83.00
2026-04-28T15:09:00Z,16.09,84.00
2026-04-28T15:10:00Z,15.00,85.00
2026-04-28T15:11:00Z,15.00,85.00
2026-04-28T15:13:00Z,14.50,85.24
2026-04-28T15:15:00Z,15.05,85.45
2026-04-28T15:16:00Z,15.00,83.00
2026-04-28T15:17:00Z,15.00,82.00
2026-04-28T15:18:00Z,19.00,82.00
2026-04-28T15:19:00Z,21.14,82.00
2026-04-28T15:20:00Z,20.56,76.93
2026-04-28T15:21:00Z,20.47,79.04
2026-04-28T15:22:00Z,24.54,74.98
2026-04-28T15:23:00Z,27.00,74.98
2026-04-28T15:24:00Z,18.04,79.00
2026-04-28T15:25:00Z,20.74,78.86
2026-04-28T15:26:00Z,20.74,81.97
2026-04-28T15:29:00Z,19.13,80.00
2026-04-28T15:30:00Z,19.13,82.00
2026-04-28T15:31:00Z,19.75,79.00
2026-04-28T15:32:00Z,22.73,76.00
2026-04-28T15:33:00Z,23.00,76.00
2026-04-28T15:34:00Z,27.45,72.82
2026-04-28T15:35:00Z,31.00,71.00
2026-04-28T15:36:00Z,31.00,68.60
2026-04-28T15:37:00Z,35.16,68.00
2026-04-28T15:38:00Z,36.00,65.00
2026-04-28T15:39:00Z,36.00,64.00
2026-04-28T15:40:00Z,37.01,63.00
2026-04-28T15:41:00Z,37.10,65.05
2026-04-28T15:42:00Z,36.36,66.00
2026-04-28T15:43:00Z,38.00,64.00
2026-04-28T15:44:00Z,35.53,66.00
2026-04-28T15:45:00Z,32.61,67.81
2026-04-28T15:46:00Z,32.93,67.14
2026-04-28T15:47:00Z,30.83,71.62
2026-04-28T15:48:00Z,29.68,71.26
2026-04-28T15:49:00Z,33.80,66.01
2026-04-28T15:50:00Z,34.06,67.47
2026-04-28T15:51:00Z,31.78,69.89
2026-04-28T15:52:00Z,21.62,78.00
2026-04-28T15:53:00Z,22.89,79.87
2026-04-28T15:54:00Z,22.99,80.53
2026-04-28T15:55:00Z,21.13,81.89
2026-04-28T15:56:00Z,19.26,82.06
2026-04-28T15:57:00Z,16.52,84.61
2026-04-28T15:58:00Z,12.98,89.39
2026-04-28T15:59:00Z,5.85,96.06
2026-04-28T16:00:00Z,5.00,95.99
2026-04-28T16:01:00Z,3.77,96.00
2026-04-28T16:02:00Z,5.29,96.64
2026-04-28T16:03:00Z,8.81,95.66
2026-04-28T16:04:00Z,9.69,87.53
2026-04-28T16:05:00Z,11.98,88.79
2026-04-28T16:06:00Z,7.50,91.77
2026-04-28T16:07:00Z,12.74,89.13
2026-04-28T16:08:00Z,15.29,84.31
2026-04-28T16:09:00Z,12.92,86.07
2026-04-28T16:10:00Z,4.70,93.50
2026-04-28T16:11:00Z,4.90,96.00
2026-04-28T16:12:00Z,6.68,95.26
2026-04-28T16:13:00Z,8.71,91.23
2026-04-28T16:14:00Z,10.16,90.90
2026-04-28T16:15:00Z,11.00,91.04
2026-04-28T16:16:00Z,13.95,87.91
2026-04-28T16:17:00Z,18.18,81.49
2026-04-28T16:18:00Z,18.38,81.88
2026-04-28T16:19:00Z,24.24,78.84
2026-04-28T16:20:00Z,26.18,71.50
2026-04-28T16:21:00Z,29.62,68.45
2026-04-28T16:22:00Z,32.20,67.18
2026-04-28T16:23:00Z,30.41,70.63
2026-04-28T16:24:00Z,30.01,69.57
2026-04-28T16:25:00Z,29.27,72.53
2026-04-28T16:26:00Z,30.25,68.33
2026-04-28T16:27:00Z,31.52,67.71
2026-04-28T16:28:00Z,31.80,69.00
2026-04-28T16:29:00Z,31.73,69.00
2026-04-28T16:30:00Z,31.74,69.00
2026-04-28T16:31:00Z,32.00,68.73
2026-04-28T16:32:00Z,31.06,69.00
2026-04-28T16:33:00Z,31.91,68.02
2026-04-28T16:34:00Z,32.00,68.01
2026-04-28T16:35:00Z,31.72,68.12
2026-04-28T16:36:00Z,31.83,69.11
2026-04-28T16:37:00Z,31.91,70.90
2026-04-28T16:38:00Z,37.67,60.46
2026-04-28T16:39:00Z,44.90,57.93
2026-04-28T16:40:00Z,31.49,67.61
2026-04-28T16:41:00Z,26.31,73.85
2026-04-28T16:42:00Z,28.73,73.41
2026-04-28T16:43:00Z,32.85,69.18
2026-04-28T16:44:00Z,31.30,70.95
2026-04-28T16:45:00Z,20.89,79.11
2026-04-28T16:46:00Z,12.91,88.23
2026-04-28T16:47:00Z,8.51,90.19
2026-04-28T16:48:00Z,8.84,91.97
2026-04-28T16:49:00Z,8.98,91.93
2026-04-28T16:50:00Z,7.85,92.57
2026-04-28T16:51:00Z,8.95,92.76
2026-04-28T16:52:00Z,11.40,90.55
2026-04-28T16:53:00Z,12.12,89.18
2026-04-28T16:54:00Z,13.01,87.98
2026-04-28T16:55:00Z,14.09,86.08
2026-04-28T16:56:00Z,15.96,84.38
2026-04-28T16:57:00Z,23.77,78.12
2026-04-28T16:58:00Z,27.49,72.66
2026-04-28T16:59:00Z,28.99,73.13
2026-04-28T17:00:00Z,25.55,76.43
2026-04-28T17:01:00Z,24.37,75.70
2026-04-28T17:02:00Z,30.86,71.10
2026-04-28T17:03:00Z,34.22,62.63
2026-04-28T17:04:00Z,34.29,63.92
2026-04-28T17:05:00Z,27.92,72.84
2026-04-28T17:06:00Z,30.34,71.74
2026-04-28T17:07:00Z,26.94,73.96
2026-04-28T17:08:00Z,25.14,71.82
2026-04-28T17:09:00Z,25.30,73.52
2026-04-28T17:10:00Z,36.45,65.20
2026-04-28T17:11:00Z,37.10,61.47
2026-04-28T17:12:00Z,42.08,62.11
2026-04-28T17:13:00Z,58.47,39.32
2026-04-28T17:14:00Z,71.47,28.63
2026-04-28T17:15:00Z,68.20,32.78
2026-04-28T17:16:00Z,77.21,21.75
2026-04-28T17:17:00Z,73.70,25.19
2026-04-28T17:18:00Z,58.19,43.94
2026-04-28T17:19:00Z,44.86,56.67
2026-04-28T17:20:00Z,44.96,53.15
2026-04-28T17:21:00Z,40.20,61.88
2026-04-28T17:22:00Z,53.69,44.14
2026-04-28T17:23:00Z,62.13,45.40
2026-04-28T17:24:00Z,74.87,26.58
2026-04-28T17:25:00Z,76.09,25.30
2026-04-28T17:26:00Z,70.42,29.63
2026-04-28T17:27:00Z,66.59,35.67
2026-04-28T17:28:00Z,68.99,29.77
2026-04-28T17:29:00Z,44.06,57.96
2026-04-28T17:30:00Z,49.12,47.32
2026-04-28T17:31:00Z,32.68,70.23
2026-04-28T17:32:00Z,24.09,78.48
2026-04-28T17:33:00Z,39.27,61.20
2026-04-28T17:34:00Z,45.67,55.95
2026-04-28T17:35:00Z,30.81,70.39
2026-04-28T17:36:00Z,17.49,81.70
2026-04-28T17:37:00Z,7.44,93.60
2026-04-28T17:38:00Z,14.87,88.42
2026-04-28T17:39:00Z,8.35,94.55
2026-04-28T17:40:00Z,1.00,99.00
2026-04-28T17:41:00Z,1.00,99.00
2026-04-28T17:42:00Z,1.00,99.00
2026-04-28T17:43:00Z,1.00,99.00
