# event_ticker=KXATPCHALLENGERMATCH-26APR07DUCMMO
# final_score=6-4 6-3
# match_winner=James Duckworth
# fav_player=James Duckworth
# dog_player=Michael Mmoh
# kalshi_date=2026-04-07
timestamp,James Duckworth,Michael Mmoh
2026-04-07T18:55:00Z,53.00,49.00
2026-04-07T18:56:00Z,53.00,49.00
2026-04-07T18:57:00Z,54.00,49.00
2026-04-07T18:58:00Z,54.00,49.00
2026-04-07T19:00:00Z,54.00,49.00
2026-04-07T19:01:00Z,54.37,49.23
2026-04-07T19:02:00Z,54.94,48.00
2026-04-07T19:03:00Z,54.91,48.00
2026-04-07T19:04:00Z,54.67,48.00
2026-04-07T19:05:00Z,54.82,48.00
2026-04-07T19:06:00Z,54.00,48.00
2026-04-07T19:07:00Z,54.00,48.00
2026-04-07T19:08:00Z,54.29,48.00
2026-04-07T19:09:00Z,54.99,48.00
2026-04-07T19:10:00Z,55.00,46.00
2026-04-07T19:11:00Z,59.02,43.01
2026-04-07T19:12:00Z,59.04,42.00
2026-04-07T19:13:00Z,59.85,40.62
2026-04-07T19:14:00Z,57.12,44.95
2026-04-07T19:15:00Z,54.21,47.19
2026-04-07T19:16:00Z,55.32,43.00
2026-04-07T19:17:00Z,57.47,44.06
2026-04-07T19:18:00Z,58.94,43.00
2026-04-07T19:19:00Z,60.78,40.00
2026-04-07T19:20:00Z,61.00,40.00
2026-04-07T19:21:00Z,59.00,40.63
2026-04-07T19:22:00Z,54.01,46.84
2026-04-07T19:23:00Z,54.94,46.33
2026-04-07T19:24:00Z,56.66,43.50
2026-04-07T19:25:00Z,56.83,44.54
2026-04-07T19:26:00Z,56.83,45.13
2026-04-07T19:27:00Z,57.31,43.78
2026-04-07T19:28:00Z,56.15,44.36
2026-04-07T19:29:00Z,56.93,47.58
2026-04-07T19:30:00Z,52.09,48.13
2026-04-07T19:31:00Z,53.38,47.67
2026-04-07T19:32:00Z,53.62,46.10
2026-04-07T19:33:00Z,58.59,42.19
2026-04-07T19:34:00Z,59.81,41.00
2026-04-07T19:35:00Z,60.28,41.00
2026-04-07T19:36:00Z,66.79,36.66
2026-04-07T19:37:00Z,69.73,33.86
2026-04-07T19:38:00Z,64.03,35.86
2026-04-07T19:39:00Z,59.35,39.61
2026-04-07T19:40:00Z,56.97,45.04
2026-04-07T19:41:00Z,57.38,42.91
2026-04-07T19:42:00Z,58.26,41.33
2026-04-07T19:43:00Z,60.38,41.83
2026-04-07T19:44:00Z,60.36,41.53
2026-04-07T19:45:00Z,53.73,46.56
2026-04-07T19:46:00Z,46.60,53.20
2026-04-07T19:47:00Z,53.51,44.19
2026-04-07T19:48:00Z,58.01,43.00
2026-04-07T19:49:00Z,59.23,42.26
2026-04-07T19:50:00Z,58.13,42.74
2026-04-07T19:51:00Z,61.04,40.50
2026-04-07T19:52:00Z,70.03,32.12
2026-04-07T19:53:00Z,71.28,32.36
2026-04-07T19:54:00Z,76.98,22.04
2026-04-07T19:55:00Z,77.76,22.97
2026-04-07T19:56:00Z,79.28,22.01
2026-04-07T19:57:00Z,78.87,23.99
2026-04-07T19:58:00Z,81.48,19.76
2026-04-07T19:59:00Z,81.88,20.73
2026-04-07T20:00:00Z,78.83,21.84
2026-04-07T20:01:00Z,78.20,23.00
2026-04-07T20:02:00Z,78.91,21.67
2026-04-07T20:03:00Z,80.89,20.00
2026-04-07T20:04:00Z,81.99,18.47
2026-04-07T20:05:00Z,82.00,19.00
2026-04-07T20:06:00Z,82.99,17.02
2026-04-07T20:07:00Z,88.26,12.14
2026-04-07T20:08:00Z,83.68,14.49
2026-04-07T20:09:00Z,81.31,20.39
2026-04-07T20:10:00Z,82.94,17.07
2026-04-07T20:11:00Z,81.91,20.18
2026-04-07T20:12:00Z,83.39,18.28
2026-04-07T20:13:00Z,83.16,17.84
2026-04-07T20:14:00Z,83.21,17.99
2026-04-07T20:15:00Z,84.19,16.98
2026-04-07T20:16:00Z,89.13,12.97
2026-04-07T20:17:00Z,93.50,7.52
2026-04-07T20:18:00Z,94.52,6.38
2026-04-07T20:19:00Z,91.05,10.16
2026-04-07T20:20:00Z,89.75,11.70
2026-04-07T20:21:00Z,92.14,10.80
2026-04-07T20:22:00Z,95.23,5.71
2026-04-07T20:23:00Z,95.70,4.76
2026-04-07T20:24:00Z,95.68,4.57
2026-04-07T20:25:00Z,96.50,4.78
2026-04-07T20:26:00Z,96.09,3.58
2026-04-07T20:27:00Z,95.67,5.23
2026-04-07T20:28:00Z,94.92,5.33
2026-04-07T20:29:00Z,95.61,4.84
2026-04-07T20:30:00Z,96.43,1.66
2026-04-07T20:31:00Z,98.66,1.90
2026-04-07T20:32:00Z,98.06,1.02
2026-04-07T20:33:00Z,98.01,2.02
2026-04-07T20:34:00Z,97.98,2.83
2026-04-07T20:35:00Z,97.93,2.98
2026-04-07T20:36:00Z,99.00,1.41
2026-04-07T20:37:00Z,98.88,1.00
2026-04-07T20:38:00Z,99.00,1.00
2026-04-07T20:39:00Z,99.00,1.14
2026-04-07T20:40:00Z,99.00,1.00
2026-04-07T20:41:00Z,99.00,1.00
2026-04-07T20:42:00Z,99.00,1.00
2026-04-07T20:43:00Z,99.00,1.00
2026-04-07T20:44:00Z,99.00,1.00
2026-04-07T20:45:00Z,99.00,1.00
2026-04-07T20:46:00Z,99.00,1.00
