# event_ticker=KXATPMATCH-26FEB09WALMAN
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Adrian Mannarino
# fav_player=Adam Walton
# dog_player=Adrian Mannarino
# kalshi_date=2026-02-09
timestamp,Adam Walton,Adrian Mannarino
2026-02-11T21:45:00Z,42.76,60.00
2026-02-11T21:46:00Z,43.49,59.48
2026-02-11T21:47:00Z,42.97,59.00
2026-02-11T21:48:00Z,42.03,58.56
2026-02-11T21:49:00Z,44.10,58.70
2026-02-11T21:50:00Z,38.64,61.24
2026-02-11T21:51:00Z,36.88,66.18
2026-02-11T21:52:00Z,27.13,73.85
2026-02-11T21:53:00Z,30.48,70.87
2026-02-11T21:54:00Z,36.17,65.16
2026-02-11T21:55:00Z,34.42,62.60
2026-02-11T21:56:00Z,42.05,59.73
2026-02-11T21:57:00Z,37.22,66.18
2026-02-11T21:58:00Z,40.55,63.31
2026-02-11T21:59:00Z,42.54,57.98
2026-02-11T22:00:00Z,43.43,58.34
2026-02-11T22:01:00Z,44.64,57.12
2026-02-11T22:02:00Z,44.92,56.83
2026-02-11T22:03:00Z,45.00,55.72
2026-02-11T22:04:00Z,47.98,54.39
2026-02-11T22:05:00Z,47.16,53.48
2026-02-11T22:06:00Z,47.94,51.28
2026-02-11T22:07:00Z,48.14,53.01
2026-02-11T22:08:00Z,42.36,57.46
2026-02-11T22:09:00Z,41.60,61.94
2026-02-11T22:10:00Z,39.93,61.94
2026-02-11T22:11:00Z,33.71,68.20
2026-02-11T22:12:00Z,25.73,73.87
2026-02-11T22:13:00Z,25.84,75.82
2026-02-11T22:14:00Z,26.75,74.81
2026-02-11T22:15:00Z,24.88,75.93
2026-02-11T22:16:00Z,21.07,78.76
2026-02-11T22:17:00Z,18.94,80.87
2026-02-11T22:18:00Z,16.86,83.87
2026-02-11T22:19:00Z,16.96,83.75
2026-02-11T22:20:00Z,13.56,86.65
2026-02-11T22:21:00Z,12.61,86.74
2026-02-11T22:22:00Z,12.06,86.99
2026-02-11T22:23:00Z,13.52,85.58
2026-02-11T22:24:00Z,14.04,86.89
2026-02-11T22:25:00Z,17.55,84.03
2026-02-11T22:26:00Z,18.90,79.55
2026-02-11T22:27:00Z,21.56,78.69
2026-02-11T22:28:00Z,22.14,79.00
2026-02-11T22:29:00Z,21.89,76.41
2026-02-11T22:30:00Z,22.07,78.29
2026-02-11T22:31:00Z,20.27,80.29
2026-02-11T22:32:00Z,17.51,83.01
2026-02-11T22:33:00Z,16.72,82.20
2026-02-11T22:34:00Z,17.91,83.42
2026-02-11T22:35:00Z,21.39,81.00
2026-02-11T22:36:00Z,19.83,80.00
2026-02-11T22:37:00Z,21.21,79.96
2026-02-11T22:38:00Z,22.65,77.52
2026-02-11T22:39:00Z,21.54,80.04
2026-02-11T22:40:00Z,19.07,82.41
2026-02-11T22:41:00Z,17.79,83.77
2026-02-11T22:42:00Z,14.02,87.11
2026-02-11T22:43:00Z,9.34,91.24
2026-02-11T22:44:00Z,7.23,93.66
2026-02-11T22:45:00Z,6.94,93.62
2026-02-11T22:46:00Z,5.38,94.91
2026-02-11T22:47:00Z,5.33,95.78
2026-02-11T22:48:00Z,5.25,95.32
2026-02-11T22:49:00Z,5.67,96.68
2026-02-11T22:50:00Z,4.34,96.31
2026-02-11T22:51:00Z,4.39,97.25
2026-02-11T22:52:00Z,3.05,97.97
2026-02-11T22:53:00Z,1.63,98.93
2026-02-11T22:54:00Z,1.04,98.21
2026-02-11T22:55:00Z,2.00,97.99
2026-02-11T22:56:00Z,2.98,97.00
2026-02-11T22:57:00Z,4.18,96.96
2026-02-11T22:58:00Z,2.16,98.37
2026-02-11T22:59:00Z,1.55,98.55
2026-02-11T23:00:00Z,1.50,98.82
2026-02-11T23:01:00Z,1.00,99.00
2026-02-11T23:02:00Z,1.00,98.85
2026-02-11T23:03:00Z,1.00,99.00
2026-02-11T23:04:00Z,1.00,99.00
2026-02-11T23:05:00Z,1.00,99.00
2026-02-11T23:06:00Z,1.00,99.00
2026-02-11T23:07:00Z,1.00,99.00
2026-02-11T23:08:00Z,1.00,98.74
2026-02-11T23:09:00Z,1.02,98.55
2026-02-11T23:10:00Z,1.95,98.01
2026-02-11T23:11:00Z,1.23,98.71
2026-02-11T23:12:00Z,1.00,99.00
2026-02-11T23:13:00Z,1.00,99.00
2026-02-11T23:14:00Z,1.00,99.00
2026-02-11T23:15:00Z,1.00,99.00
2026-02-11T23:16:00Z,1.00,99.00
