# event_ticker=KXATPMATCH-26MAR29MAEVAN
# final_score=6-3 6-2
# match_winner=Botic van de Zandschulp
# fav_player=Botic Van de Zandschulp
# dog_player=Francesco Maestrelli
# kalshi_date=2026-03-29
timestamp,Botic Van de Zandschulp,Francesco Maestrelli
2026-03-31T12:14:00Z,88.00,11.00
2026-03-31T12:15:00Z,87.93,12.82
2026-03-31T12:16:00Z,86.00,13.85
2026-03-31T12:17:00Z,87.01,13.85
2026-03-31T12:18:00Z,87.01,15.66
2026-03-31T12:19:00Z,84.76,17.00
2026-03-31T12:20:00Z,84.88,15.58
2026-03-31T12:21:00Z,80.00,23.48
2026-03-31T12:22:00Z,77.00,20.85
2026-03-31T12:23:00Z,86.00,17.04
2026-03-31T12:24:00Z,86.00,15.00
2026-03-31T12:25:00Z,86.00,17.00
2026-03-31T12:26:00Z,91.00,12.00
2026-03-31T12:27:00Z,92.69,7.51
2026-03-31T12:28:00Z,94.89,5.77
2026-03-31T12:29:00Z,94.03,5.77
2026-03-31T12:30:00Z,94.00,4.48
2026-03-31T12:31:00Z,96.00,4.14
2026-03-31T12:32:00Z,96.00,5.16
2026-03-31T12:33:00Z,95.43,5.00
2026-03-31T12:34:00Z,96.95,5.00
2026-03-31T12:35:00Z,95.73,5.78
2026-03-31T12:36:00Z,96.00,5.78
2026-03-31T12:37:00Z,97.05,3.28
2026-03-31T12:38:00Z,98.16,1.47
2026-03-31T12:39:00Z,99.00,1.00
2026-03-31T12:40:00Z,97.00,1.00
2026-03-31T12:41:00Z,97.00,1.00
2026-03-31T12:42:00Z,97.00,1.00
2026-03-31T12:43:00Z,99.00,1.00
2026-03-31T12:46:00Z,99.00,1.00
2026-03-31T12:47:00Z,99.00,1.00
2026-03-31T12:48:00Z,99.00,1.00
2026-03-31T12:49:00Z,99.00,1.00
2026-03-31T12:50:00Z,99.00,1.00
2026-03-31T12:51:00Z,99.00,1.00
