# event_ticker=KXATPCHALLENGERMATCH-26MAY07DEVHAR
# final_score=4-6 6-3 3-0 RET
# match_winner=Murkel Dellien
# fav_player=Murkel Dellien
# dog_player=Nick Hardt
# kalshi_date=2026-05-07
timestamp,Murkel Dellien,Nick Hardt
2026-05-07T16:24:00Z,22.00,79.00
2026-05-07T16:25:00Z,22.00,80.00
2026-05-07T16:26:00Z,22.00,80.00
2026-05-07T16:27:00Z,19.82,80.02
2026-05-07T16:28:00Z,17.01,82.86
2026-05-07T16:29:00Z,19.47,82.81
2026-05-07T16:30:00Z,16.02,85.19
2026-05-07T16:31:00Z,10.00,91.75
2026-05-07T16:32:00Z,8.81,92.00
2026-05-07T16:33:00Z,11.10,89.88
2026-05-07T16:34:00Z,13.16,87.95
2026-05-07T16:35:00Z,9.06,89.95
2026-05-07T16:36:00Z,13.22,86.02
2026-05-07T16:37:00Z,18.38,82.77
2026-05-07T16:38:00Z,17.92,81.63
2026-05-07T16:39:00Z,19.24,81.00
2026-05-07T16:40:00Z,19.55,81.79
2026-05-07T16:41:00Z,19.58,80.77
2026-05-07T16:42:00Z,21.83,80.64
2026-05-07T16:43:00Z,18.01,82.17
2026-05-07T16:44:00Z,17.19,85.19
2026-05-07T16:45:00Z,18.13,83.47
2026-05-07T16:46:00Z,16.65,83.80
2026-05-07T16:47:00Z,19.05,81.20
2026-05-07T16:48:00Z,19.95,82.70
2026-05-07T16:49:00Z,19.69,84.00
2026-05-07T16:50:00Z,22.98,78.00
2026-05-07T16:51:00Z,22.87,78.00
2026-05-07T16:52:00Z,23.00,78.00
2026-05-07T16:53:00Z,23.01,79.38
2026-05-07T16:54:00Z,26.09,73.09
2026-05-07T16:55:00Z,35.54,65.81
2026-05-07T16:56:00Z,37.07,63.86
2026-05-07T16:57:00Z,34.17,63.81
2026-05-07T16:58:00Z,32.16,69.55
2026-05-07T16:59:00Z,32.06,68.45
2026-05-07T17:00:00Z,35.60,64.06
2026-05-07T17:01:00Z,35.50,66.67
2026-05-07T17:02:00Z,38.72,62.57
2026-05-07T17:03:00Z,39.30,61.00
2026-05-07T17:04:00Z,39.34,59.08
2026-05-07T17:05:00Z,40.73,59.27
2026-05-07T17:06:00Z,39.18,60.14
2026-05-07T17:07:00Z,38.07,62.00
2026-05-07T17:08:00Z,37.99,63.00
2026-05-07T17:09:00Z,40.61,60.02
2026-05-07T17:10:00Z,40.20,61.03
2026-05-07T17:11:00Z,37.99,63.00
2026-05-07T17:12:00Z,32.26,68.90
2026-05-07T17:13:00Z,24.05,75.95
2026-05-07T17:14:00Z,24.54,75.00
2026-05-07T17:15:00Z,27.52,72.91
2026-05-07T17:16:00Z,25.34,74.27
2026-05-07T17:17:00Z,25.97,77.97
2026-05-07T17:18:00Z,32.25,69.25
2026-05-07T17:19:00Z,43.25,57.61
2026-05-07T17:20:00Z,46.43,54.08
2026-05-07T17:21:00Z,49.86,50.28
2026-05-07T17:22:00Z,50.50,49.04
2026-05-07T17:23:00Z,52.48,50.08
2026-05-07T17:24:00Z,50.69,50.25
2026-05-07T17:25:00Z,50.57,51.14
2026-05-07T17:26:00Z,52.68,49.86
2026-05-07T17:27:00Z,55.44,42.65
2026-05-07T17:28:00Z,65.86,40.70
2026-05-07T17:29:00Z,65.52,32.19
2026-05-07T17:30:00Z,73.95,25.74
2026-05-07T17:31:00Z,76.56,23.06
2026-05-07T17:32:00Z,78.80,22.84
2026-05-07T17:33:00Z,74.43,28.29
2026-05-07T17:34:00Z,73.82,25.47
2026-05-07T17:35:00Z,79.28,19.40
2026-05-07T17:36:00Z,83.41,17.35
2026-05-07T17:37:00Z,82.88,18.46
2026-05-07T17:38:00Z,95.40,6.16
2026-05-07T17:39:00Z,99.00,1.00
2026-05-07T17:40:00Z,99.00,1.00
2026-05-07T17:41:00Z,99.00,1.00
2026-05-07T17:42:00Z,99.00,1.00
2026-05-07T17:43:00Z,99.00,1.00
