# event_ticker=KXATPCHALLENGERMATCH-26MAR11FEACAZ
# final_score=6-2 3-6 6-1
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Jacob Fearnley
# kalshi_date=2026-03-11
timestamp,Arthur Cazaux,Jacob Fearnley
2026-03-12T05:45:00Z,61.84,42.64
2026-03-12T05:46:00Z,57.74,42.81
2026-03-12T05:47:00Z,58.39,46.43
2026-03-12T05:48:00Z,43.63,55.90
2026-03-12T05:49:00Z,40.50,60.45
2026-03-12T05:50:00Z,39.79,61.18
2026-03-12T05:51:00Z,39.86,61.24
2026-03-12T05:52:00Z,42.91,56.38
2026-03-12T05:53:00Z,48.40,52.62
2026-03-12T05:54:00Z,48.14,52.44
2026-03-12T05:55:00Z,48.56,53.56
2026-03-12T05:56:00Z,44.38,56.53
2026-03-12T05:57:00Z,44.16,57.09
2026-03-12T05:58:00Z,45.77,55.88
2026-03-12T05:59:00Z,43.74,58.20
2026-03-12T06:00:00Z,40.62,62.01
2026-03-12T06:01:00Z,45.50,58.45
2026-03-12T06:02:00Z,50.44,50.44
2026-03-12T06:03:00Z,50.09,49.98
2026-03-12T06:04:00Z,56.54,44.42
2026-03-12T06:05:00Z,64.14,35.42
2026-03-12T06:06:00Z,77.55,24.68
2026-03-12T06:07:00Z,79.86,22.12
2026-03-12T06:08:00Z,72.84,27.46
2026-03-12T06:09:00Z,60.27,40.81
2026-03-12T06:10:00Z,64.19,38.00
2026-03-12T06:11:00Z,75.67,32.73
2026-03-12T06:12:00Z,75.10,25.42
2026-03-12T06:13:00Z,68.08,34.18
2026-03-12T06:14:00Z,78.77,20.65
2026-03-12T06:15:00Z,83.89,14.84
2026-03-12T06:16:00Z,87.54,12.79
2026-03-12T06:17:00Z,88.59,13.01
2026-03-12T06:18:00Z,89.24,12.24
2026-03-12T06:19:00Z,94.48,5.04
2026-03-12T06:20:00Z,98.83,1.20
2026-03-12T06:21:00Z,99.00,1.00
2026-03-12T06:22:00Z,99.00,1.00
2026-03-12T06:23:00Z,99.00,1.00
2026-03-12T06:24:00Z,99.00,1.00
2026-03-12T06:25:00Z,99.00,1.00
2026-03-12T06:26:00Z,99.00,1.00
2026-03-12T06:27:00Z,99.00,1.00
