# event_ticker=KXATPCHALLENGERMATCH-26APR15KINMMO
# final_score=4-6 7-6(4) 6-4
# score_resolution=6-4 6-7 4-6
# match_winner=Michael Mmoh
# fav_player=Cannon Kingsley
# dog_player=Michael Mmoh
# kalshi_date=2026-04-15
timestamp,Cannon Kingsley,Michael Mmoh
2026-04-15T17:59:00Z,35.58,62.65
2026-04-15T18:00:00Z,35.90,64.72
2026-04-15T18:01:00Z,33.00,65.63
2026-04-15T18:02:00Z,33.26,66.14
2026-04-15T18:03:00Z,35.78,65.45
2026-04-15T18:04:00Z,34.96,69.92
2026-04-15T18:05:00Z,37.43,63.21
2026-04-15T18:06:00Z,38.31,64.85
2026-04-15T18:07:00Z,36.38,63.68
2026-04-15T18:08:00Z,34.58,66.58
2026-04-15T18:09:00Z,34.00,67.00
2026-04-15T18:10:00Z,35.12,66.94
2026-04-15T18:11:00Z,34.03,66.86
2026-04-15T18:12:00Z,34.78,67.04
2026-04-15T18:13:00Z,35.00,66.00
2026-04-15T18:14:00Z,33.37,67.87
2026-04-15T18:15:00Z,32.36,68.00
2026-04-15T18:16:00Z,31.01,70.39
2026-04-15T18:17:00Z,28.09,71.47
2026-04-15T18:18:00Z,29.17,72.77
2026-04-15T18:19:00Z,31.45,68.15
2026-04-15T18:20:00Z,33.23,68.84
2026-04-15T18:21:00Z,39.72,59.49
2026-04-15T18:22:00Z,45.92,54.50
2026-04-15T18:23:00Z,49.25,51.52
2026-04-15T18:24:00Z,54.00,46.53
2026-04-15T18:25:00Z,51.01,50.39
2026-04-15T18:26:00Z,53.31,47.74
2026-04-15T18:27:00Z,54.78,47.60
2026-04-15T18:28:00Z,47.74,53.50
2026-04-15T18:29:00Z,46.90,52.19
2026-04-15T18:30:00Z,48.49,55.66
2026-04-15T18:31:00Z,53.79,46.36
2026-04-15T18:32:00Z,51.53,47.68
2026-04-15T18:33:00Z,57.00,44.31
2026-04-15T18:34:00Z,58.07,42.70
2026-04-15T18:35:00Z,56.43,43.61
2026-04-15T18:36:00Z,56.90,45.99
2026-04-15T18:37:00Z,59.61,41.17
2026-04-15T18:38:00Z,69.43,30.86
2026-04-15T18:39:00Z,66.38,36.14
2026-04-15T18:40:00Z,70.78,30.29
2026-04-15T18:41:00Z,61.45,42.41
2026-04-15T18:42:00Z,53.81,45.80
2026-04-15T18:43:00Z,51.67,48.12
2026-04-15T18:44:00Z,54.79,46.73
2026-04-15T18:45:00Z,54.88,47.53
2026-04-15T18:46:00Z,57.34,44.96
2026-04-15T18:47:00Z,62.60,37.73
2026-04-15T18:48:00Z,76.07,25.98
2026-04-15T18:49:00Z,71.25,29.04
2026-04-15T18:50:00Z,62.72,42.52
2026-04-15T18:51:00Z,49.80,53.41
2026-04-15T18:52:00Z,47.74,58.20
2026-04-15T18:53:00Z,51.74,49.57
2026-04-15T18:54:00Z,55.02,39.68
2026-04-15T18:55:00Z,59.41,41.31
2026-04-15T18:56:00Z,35.29,65.86
2026-04-15T18:57:00Z,33.00,66.09
2026-04-15T18:58:00Z,33.99,65.64
2026-04-15T18:59:00Z,34.15,66.04
2026-04-15T19:00:00Z,34.94,65.85
2026-04-15T19:01:00Z,35.37,65.11
2026-04-15T19:02:00Z,35.97,65.45
2026-04-15T19:03:00Z,36.65,64.88
2026-04-15T19:04:00Z,36.62,65.89
2026-04-15T19:05:00Z,36.45,66.04
2026-04-15T19:06:00Z,35.80,67.39
2026-04-15T19:07:00Z,32.20,67.10
2026-04-15T19:08:00Z,36.69,66.41
2026-04-15T19:09:00Z,36.06,64.14
2026-04-15T19:10:00Z,33.33,70.76
2026-04-15T19:11:00Z,29.42,70.66
2026-04-15T19:12:00Z,18.54,81.14
2026-04-15T19:13:00Z,17.60,82.95
2026-04-15T19:14:00Z,17.75,85.18
2026-04-15T19:15:00Z,12.01,88.42
2026-04-15T19:16:00Z,13.19,88.28
2026-04-15T19:17:00Z,15.82,85.39
2026-04-15T19:18:00Z,14.78,86.25
2026-04-15T19:19:00Z,13.59,88.45
2026-04-15T19:20:00Z,15.95,84.99
2026-04-15T19:56:00Z,4.06,96.96
2026-04-15T19:57:00Z,1.00,99.00
