# event_ticker=KXATPCHALLENGERMATCH-26MAY27MMOLEG
# final_score=6-2 6-2
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Timo Legout
# kalshi_date=2026-05-27
timestamp,Michael Mmoh,Timo Legout
2026-05-27T19:23:00Z,97.00,3.42
2026-05-27T19:24:00Z,96.31,3.10
2026-05-27T19:25:00Z,97.00,3.05
2026-05-27T19:26:00Z,98.00,2.74
2026-05-27T19:27:00Z,98.00,1.92
2026-05-27T19:28:00Z,98.00,2.15
2026-05-27T19:29:00Z,98.00,1.82
2026-05-27T19:30:00Z,97.94,1.91
2026-05-27T19:31:00Z,98.00,1.67
2026-05-27T19:32:00Z,98.91,1.44
2026-05-27T19:39:00Z,99.00,1.44
2026-05-27T19:40:00Z,97.62,1.00
2026-05-27T19:41:00Z,99.00,1.00
2026-05-27T19:42:00Z,99.00,1.00
2026-05-27T19:43:00Z,98.75,1.00
2026-05-27T19:44:00Z,98.82,1.00
2026-05-27T19:45:00Z,99.00,1.00
2026-05-27T19:46:00Z,99.00,1.00
2026-05-27T19:47:00Z,99.00,1.00
2026-05-27T19:48:00Z,99.00,1.00
2026-05-27T19:49:00Z,99.00,1.00
2026-05-27T19:51:00Z,99.00,1.00
2026-05-27T19:53:00Z,99.00,1.00
2026-05-27T19:55:00Z,99.00,1.00
2026-05-27T19:56:00Z,99.00,1.02
2026-05-27T19:58:00Z,98.10,1.47
2026-05-27T19:59:00Z,98.10,1.10
2026-05-27T20:02:00Z,99.00,1.10
2026-05-27T20:03:00Z,99.00,1.10
2026-05-27T20:04:00Z,98.00,1.10
2026-05-27T20:09:00Z,98.90,1.00
2026-05-27T20:11:00Z,98.42,2.15
2026-05-27T20:12:00Z,98.00,1.00
2026-05-27T20:13:00Z,98.00,1.00
2026-05-27T20:14:00Z,98.00,1.17
2026-05-27T20:15:00Z,99.00,1.13
2026-05-27T20:16:00Z,98.09,1.00
2026-05-27T20:17:00Z,98.09,1.13
2026-05-27T20:18:00Z,98.09,1.00
2026-05-27T20:19:00Z,98.09,1.00
2026-05-27T20:21:00Z,99.00,1.00
2026-05-27T20:23:00Z,99.00,1.00
2026-05-27T20:25:00Z,99.00,1.00
2026-05-27T20:26:00Z,99.00,1.00
2026-05-27T20:28:00Z,99.00,1.00
2026-05-27T20:29:00Z,99.00,1.00
2026-05-27T20:33:00Z,99.00,1.00
2026-05-27T20:34:00Z,99.00,1.00
2026-05-27T20:37:00Z,99.00,1.00
