# event_ticker=KXATPMATCH-25OCT13DIAOMA
# final_score=6-3 6-1
# score_resolution=3-6 1-6
# match_winner=Gabriel Diallo
# fav_player=Amir Omarkhanov
# dog_player=Gabriel Diallo
# kalshi_date=2025-10-13
timestamp,Amir Omarkhanov,Gabriel Diallo
2025-10-13T08:07:00Z,9.11,90.50
2025-10-13T08:08:00Z,8.00,90.50
2025-10-13T08:11:00Z,8.00,99.00
2025-10-13T08:12:00Z,3.00,99.00
2025-10-13T08:13:00Z,8.00,99.00
2025-10-13T08:15:00Z,3.89,99.00
2025-10-13T08:17:00Z,8.00,99.00
2025-10-13T08:18:00Z,2.36,99.00
2025-10-13T08:19:00Z,2.82,99.00
2025-10-13T08:20:00Z,6.00,99.00
2025-10-13T08:21:00Z,6.00,99.00
2025-10-13T08:22:00Z,2.03,99.00
2025-10-13T08:23:00Z,5.33,99.00
2025-10-13T08:24:00Z,6.00,99.00
2025-10-13T08:25:00Z,2.57,99.00
2025-10-13T08:26:00Z,6.00,99.00
2025-10-13T08:29:00Z,4.99,99.00
2025-10-13T08:31:00Z,1.73,99.00
2025-10-13T08:32:00Z,1.00,99.00
2025-10-13T08:33:00Z,1.61,99.00
2025-10-13T08:34:00Z,2.83,99.00
2025-10-13T08:36:00Z,3.00,99.00
2025-10-13T08:38:00Z,3.00,99.00
2025-10-13T08:39:00Z,2.72,99.00
2025-10-13T08:40:00Z,3.00,99.00
2025-10-13T08:46:00Z,3.00,99.00
2025-10-13T08:47:00Z,1.00,99.00
