# event_ticker=KXATPCHALLENGERMATCH-26APR23BENJUB
# final_score=7-5 4-6 5-0 RET
# match_winner=Karim Bennani
# fav_player=Karim Bennani
# dog_player=Paul Jubb
# kalshi_date=2026-04-23
timestamp,Karim Bennani,Paul Jubb
2026-04-23T17:43:00Z,66.29,34.92
2026-04-23T17:44:00Z,62.70,40.01
2026-04-23T17:45:00Z,59.03,40.33
2026-04-23T17:46:00Z,57.97,41.05
2026-04-23T17:47:00Z,52.76,46.09
2026-04-23T17:48:00Z,53.85,46.04
2026-04-23T17:49:00Z,50.65,53.50
2026-04-23T17:50:00Z,44.00,58.00
2026-04-23T17:51:00Z,44.00,56.97
2026-04-23T17:52:00Z,44.48,55.40
2026-04-23T17:53:00Z,43.61,59.26
2026-04-23T17:54:00Z,50.31,54.04
2026-04-23T17:55:00Z,50.33,55.56
2026-04-23T17:56:00Z,38.00,61.09
2026-04-23T17:57:00Z,40.00,60.33
2026-04-23T17:58:00Z,39.52,61.96
2026-04-23T17:59:00Z,40.87,60.00
2026-04-23T18:00:00Z,41.00,60.00
2026-04-23T18:01:00Z,41.48,58.42
2026-04-23T18:02:00Z,40.15,60.71
2026-04-23T18:03:00Z,39.00,61.70
2026-04-23T18:04:00Z,40.00,61.68
2026-04-23T18:05:00Z,40.93,60.21
2026-04-23T18:06:00Z,41.80,60.00
2026-04-23T18:07:00Z,43.17,58.86
2026-04-23T18:08:00Z,50.17,53.90
2026-04-23T18:09:00Z,60.55,44.64
2026-04-23T18:10:00Z,61.08,39.54
2026-04-23T18:11:00Z,68.13,34.59
2026-04-23T18:12:00Z,69.11,33.04
2026-04-23T18:13:00Z,69.15,33.86
2026-04-23T18:14:00Z,68.75,32.25
2026-04-23T18:15:00Z,64.06,37.90
2026-04-23T18:16:00Z,60.65,43.38
2026-04-23T18:17:00Z,56.90,43.18
2026-04-23T18:18:00Z,53.66,44.84
2026-04-23T18:19:00Z,63.44,40.56
2026-04-23T18:20:00Z,63.24,37.75
2026-04-23T18:21:00Z,57.92,45.15
2026-04-23T18:22:00Z,42.64,55.94
2026-04-23T18:23:00Z,37.96,61.82
2026-04-23T18:24:00Z,46.20,51.64
2026-04-23T18:25:00Z,47.52,54.54
2026-04-23T18:26:00Z,53.89,47.39
2026-04-23T18:27:00Z,42.91,59.36
2026-04-23T18:28:00Z,33.58,65.33
2026-04-23T18:29:00Z,32.97,66.91
2026-04-23T18:30:00Z,32.99,65.14
2026-04-23T18:31:00Z,32.99,66.30
2026-04-23T18:32:00Z,32.33,68.24
2026-04-23T18:33:00Z,32.87,68.40
2026-04-23T18:34:00Z,31.71,66.83
2026-04-23T18:35:00Z,32.18,68.46
2026-04-23T18:36:00Z,32.95,68.96
2026-04-23T18:37:00Z,33.00,68.70
2026-04-23T18:38:00Z,33.00,68.86
2026-04-23T18:39:00Z,31.80,67.68
2026-04-23T18:40:00Z,31.89,70.40
2026-04-23T18:41:00Z,29.61,70.52
2026-04-23T18:42:00Z,34.03,68.16
2026-04-23T18:43:00Z,35.17,66.24
2026-04-23T18:44:00Z,37.60,62.08
2026-04-23T18:45:00Z,38.96,61.95
2026-04-23T18:46:00Z,46.16,58.16
2026-04-23T18:47:00Z,55.40,43.09
2026-04-23T18:48:00Z,59.43,40.67
2026-04-23T18:49:00Z,56.68,44.64
2026-04-23T18:50:00Z,62.13,44.27
2026-04-23T18:51:00Z,71.63,31.05
2026-04-23T18:52:00Z,73.85,26.82
2026-04-23T18:53:00Z,75.17,25.06
2026-04-23T18:54:00Z,86.22,14.03
2026-04-23T18:55:00Z,94.01,6.61
2026-04-23T18:56:00Z,98.04,2.19
2026-04-23T18:57:00Z,98.63,2.25
2026-04-23T18:58:00Z,98.50,1.36
2026-04-23T18:59:00Z,98.89,1.21
2026-04-23T19:00:00Z,99.00,1.00
2026-04-23T19:01:00Z,99.00,1.00
2026-04-23T19:02:00Z,99.00,1.00
2026-04-23T19:03:00Z,99.00,1.00
