# event_ticker=KXATPCHALLENGERMATCH-26APR30GARBOR
# final_score=6-4 3-6 7-6(6)
# score_resolution=6-4 3-6 7-6
# match_winner=Nuno Borges
# fav_player=Nuno Borges
# dog_player=Cristian Garin
# kalshi_date=2026-04-30
timestamp,Cristian Garin,Nuno Borges
2026-04-30T11:18:00Z,88.64,11.82
2026-04-30T11:19:00Z,85.25,13.28
2026-04-30T11:20:00Z,75.04,27.37
2026-04-30T11:21:00Z,53.88,47.33
2026-04-30T11:22:00Z,37.84,58.19
2026-04-30T11:23:00Z,35.73,63.65
2026-04-30T11:24:00Z,37.11,63.62
2026-04-30T11:25:00Z,45.58,55.63
2026-04-30T11:26:00Z,47.76,52.67
2026-04-30T11:27:00Z,47.12,52.87
2026-04-30T11:28:00Z,59.96,47.94
2026-04-30T11:29:00Z,49.45,53.09
2026-04-30T11:30:00Z,43.14,55.83
2026-04-30T11:31:00Z,41.09,59.75
2026-04-30T11:32:00Z,48.67,52.42
2026-04-30T11:33:00Z,59.78,41.63
2026-04-30T11:34:00Z,39.78,55.25
2026-04-30T11:35:00Z,20.05,84.88
2026-04-30T11:36:00Z,17.99,83.07
2026-04-30T11:37:00Z,45.44,54.90
2026-04-30T11:38:00Z,15.86,91.21
2026-04-30T11:39:00Z,1.00,99.00
2026-04-30T11:40:00Z,1.00,99.00
2026-04-30T11:41:00Z,1.00,99.00
2026-04-30T11:42:00Z,1.00,99.00
2026-04-30T11:43:00Z,1.00,99.00
