# event_ticker=KXATPCHALLENGERMATCH-26MAY30BLAFEL
# final_score=7-6(1) 6-4
# score_resolution=6-7 4-6
# match_winner=Kilian Feldbausch
# fav_player=Dali Blanch
# dog_player=Kilian Feldbausch
# kalshi_date=2026-05-30
timestamp,Dali Blanch,Kilian Feldbausch
2026-05-30T12:25:00Z,30.49,70.00
2026-05-30T12:26:00Z,34.66,67.42
2026-05-30T12:27:00Z,36.00,66.00
2026-05-30T12:28:00Z,38.06,66.00
2026-05-30T12:29:00Z,33.77,67.00
2026-05-30T12:30:00Z,28.26,71.02
2026-05-30T12:31:00Z,28.69,71.95
2026-05-30T12:32:00Z,29.16,71.95
2026-05-30T12:33:00Z,29.06,71.85
2026-05-30T12:34:00Z,30.00,71.00
2026-05-30T12:35:00Z,33.88,70.00
2026-05-30T12:36:00Z,39.20,64.09
2026-05-30T12:37:00Z,34.16,66.00
2026-05-30T12:38:00Z,36.27,67.69
2026-05-30T12:39:00Z,29.43,70.66
2026-05-30T12:40:00Z,26.43,78.00
2026-05-30T12:41:00Z,24.84,80.00
2026-05-30T12:42:00Z,26.39,80.00
2026-05-30T12:43:00Z,30.01,80.00
2026-05-30T12:44:00Z,31.00,80.00
2026-05-30T12:45:00Z,33.47,71.00
2026-05-30T12:46:00Z,34.00,68.00
2026-05-30T12:47:00Z,34.24,71.00
2026-05-30T12:48:00Z,34.58,69.99
2026-05-30T12:49:00Z,33.77,65.00
2026-05-30T12:50:00Z,35.42,69.00
2026-05-30T12:51:00Z,35.36,65.21
2026-05-30T12:52:00Z,44.04,56.50
2026-05-30T12:53:00Z,49.99,51.20
2026-05-30T12:54:00Z,54.07,49.93
2026-05-30T12:55:00Z,57.75,44.56
2026-05-30T12:56:00Z,58.87,44.14
2026-05-30T12:57:00Z,54.14,45.24
2026-05-30T12:58:00Z,62.72,39.76
2026-05-30T12:59:00Z,55.65,44.16
2026-05-30T13:00:00Z,49.47,50.00
2026-05-30T13:01:00Z,53.12,47.00
2026-05-30T13:02:00Z,55.51,51.21
2026-05-30T13:03:00Z,55.82,42.55
2026-05-30T13:04:00Z,57.08,45.20
2026-05-30T13:05:00Z,53.59,45.82
2026-05-30T13:06:00Z,51.32,49.93
2026-05-30T13:07:00Z,52.69,48.00
2026-05-30T13:08:00Z,52.25,48.00
2026-05-30T13:09:00Z,52.19,48.00
2026-05-30T13:10:00Z,52.17,47.94
2026-05-30T13:11:00Z,51.48,48.00
2026-05-30T13:12:00Z,51.00,48.29
2026-05-30T13:13:00Z,51.34,49.00
2026-05-30T13:14:00Z,46.63,53.44
2026-05-30T13:15:00Z,32.94,67.50
2026-05-30T13:16:00Z,27.51,71.71
2026-05-30T13:17:00Z,24.61,76.15
2026-05-30T13:18:00Z,24.85,76.23
2026-05-30T13:19:00Z,22.52,77.90
2026-05-30T13:20:00Z,19.56,82.42
2026-05-30T13:21:00Z,12.21,88.65
2026-05-30T13:22:00Z,9.26,90.74
2026-05-30T13:23:00Z,8.78,91.53
2026-05-30T13:24:00Z,7.99,92.19
2026-05-30T13:25:00Z,6.08,93.93
2026-05-30T13:26:00Z,4.84,95.88
2026-05-30T13:27:00Z,6.02,94.03
2026-05-30T13:28:00Z,7.14,93.33
2026-05-30T13:29:00Z,8.00,92.13
2026-05-30T13:30:00Z,8.87,92.00
2026-05-30T13:31:00Z,8.64,91.45
2026-05-30T13:32:00Z,10.01,90.86
2026-05-30T13:33:00Z,9.91,89.59
2026-05-30T13:34:00Z,11.55,90.42
2026-05-30T13:35:00Z,7.05,93.25
2026-05-30T13:36:00Z,6.00,94.00
2026-05-30T13:37:00Z,6.23,93.86
2026-05-30T13:38:00Z,7.05,92.64
2026-05-30T13:39:00Z,4.55,95.97
2026-05-30T13:40:00Z,6.36,94.05
2026-05-30T13:41:00Z,7.36,92.55
2026-05-30T13:42:00Z,7.13,91.73
2026-05-30T13:43:00Z,5.69,95.90
2026-05-30T13:44:00Z,7.17,94.04
2026-05-30T13:45:00Z,14.85,84.30
2026-05-30T13:46:00Z,21.01,76.99
2026-05-30T13:47:00Z,20.84,77.44
2026-05-30T13:48:00Z,22.70,77.63
2026-05-30T13:49:00Z,24.07,75.29
2026-05-30T13:50:00Z,27.95,73.18
2026-05-30T13:51:00Z,28.81,71.03
2026-05-30T13:52:00Z,26.86,75.63
2026-05-30T13:53:00Z,29.12,71.52
2026-05-30T13:54:00Z,29.16,70.75
2026-05-30T13:55:00Z,26.43,74.51
2026-05-30T13:56:00Z,27.58,74.15
2026-05-30T13:57:00Z,24.68,78.89
2026-05-30T13:58:00Z,23.20,76.81
2026-05-30T13:59:00Z,22.58,76.03
2026-05-30T14:00:00Z,3.92,96.20
