# event_ticker=KXATPMATCH-26JAN14SPIMAR
# final_score=6-4 2-6 6-2
# score_resolution=4-6 6-2 2-6
# match_winner=Fabian Marozsan
# fav_player=Eliot Spizzirri
# dog_player=Fabian Marozsan
# kalshi_date=2026-01-14
timestamp,Eliot Spizzirri,Fabian Marozsan
2026-01-15T20:29:00Z,40.74,57.00
2026-01-15T20:30:00Z,40.74,57.11
2026-01-15T20:32:00Z,42.00,57.00
2026-01-15T20:34:00Z,40.00,57.00
2026-01-15T20:35:00Z,40.00,57.00
2026-01-15T20:36:00Z,40.00,60.00
2026-01-15T20:37:00Z,40.00,57.00
2026-01-15T20:38:00Z,42.00,60.00
2026-01-15T20:39:00Z,42.00,60.00
2026-01-15T20:40:00Z,40.00,60.00
2026-01-15T20:41:00Z,42.00,57.02
2026-01-15T20:42:00Z,40.65,57.00
2026-01-15T20:43:00Z,40.65,57.04
2026-01-15T20:44:00Z,42.00,57.04
2026-01-15T20:45:00Z,42.00,57.00
2026-01-15T20:46:00Z,40.00,57.00
2026-01-15T20:48:00Z,40.00,60.71
2026-01-15T20:49:00Z,40.00,57.00
2026-01-15T20:50:00Z,40.00,60.00
2026-01-15T20:51:00Z,40.00,57.00
2026-01-15T20:52:00Z,40.00,57.00
2026-01-15T20:54:00Z,40.00,60.00
2026-01-15T20:55:00Z,42.00,58.40
2026-01-15T20:56:00Z,40.00,58.00
2026-01-15T20:57:00Z,42.00,58.00
2026-01-15T20:58:00Z,42.00,60.00
2026-01-15T20:59:00Z,42.00,58.00
2026-01-15T21:00:00Z,40.00,58.00
2026-01-15T21:02:00Z,40.00,58.00
2026-01-15T21:03:00Z,42.00,58.00
2026-01-15T21:04:00Z,42.00,58.00
2026-01-15T21:05:00Z,40.00,58.00
2026-01-15T21:06:00Z,40.00,58.00
2026-01-15T21:07:00Z,40.00,58.00
2026-01-15T21:09:00Z,40.00,58.00
2026-01-15T21:10:00Z,40.00,59.07
2026-01-15T21:11:00Z,40.00,58.00
2026-01-15T21:13:00Z,40.00,58.00
2026-01-15T21:15:00Z,40.00,58.86
2026-01-15T21:16:00Z,40.00,60.00
2026-01-15T21:17:00Z,40.00,60.00
2026-01-15T21:18:00Z,40.00,58.00
2026-01-15T21:19:00Z,40.00,58.00
2026-01-15T21:20:00Z,40.00,58.00
2026-01-15T21:21:00Z,42.00,59.33
2026-01-15T21:23:00Z,40.00,58.00
2026-01-15T21:26:00Z,40.00,58.00
2026-01-15T21:28:00Z,40.00,58.00
2026-01-15T21:30:00Z,40.00,60.00
2026-01-15T21:31:00Z,40.00,58.00
2026-01-15T21:32:00Z,42.00,58.00
2026-01-15T21:33:00Z,40.04,58.00
2026-01-15T21:34:00Z,40.61,60.00
2026-01-15T21:35:00Z,40.61,60.00
2026-01-15T21:37:00Z,40.52,60.00
2026-01-15T21:38:00Z,40.52,58.00
2026-01-15T21:39:00Z,40.52,60.00
2026-01-15T21:40:00Z,40.52,60.02
2026-01-15T21:41:00Z,40.52,58.62
2026-01-15T21:42:00Z,41.60,57.51
2026-01-15T21:43:00Z,42.00,58.05
2026-01-15T21:44:00Z,42.00,57.91
2026-01-15T21:45:00Z,41.44,58.69
2026-01-15T21:46:00Z,42.00,60.14
2026-01-15T21:47:00Z,40.99,60.00
2026-01-15T21:48:00Z,40.32,60.00
2026-01-15T21:49:00Z,40.32,59.76
2026-01-15T21:50:00Z,41.00,59.85
2026-01-15T21:51:00Z,40.00,57.88
2026-01-15T21:52:00Z,39.69,60.00
2026-01-15T21:53:00Z,39.69,60.00
2026-01-15T21:54:00Z,41.00,60.41
2026-01-15T21:55:00Z,40.00,58.86
2026-01-15T21:56:00Z,41.00,60.00
2026-01-15T21:57:00Z,41.00,60.00
2026-01-15T21:58:00Z,41.00,59.50
2026-01-15T21:59:00Z,41.00,58.00
2026-01-15T22:00:00Z,40.13,60.00
2026-01-15T22:01:00Z,41.00,58.37
2026-01-15T22:02:00Z,40.00,60.00
2026-01-15T22:03:00Z,41.00,60.00
2026-01-15T22:04:00Z,39.84,60.37
2026-01-15T22:05:00Z,40.00,60.00
2026-01-15T22:06:00Z,40.00,60.00
2026-01-15T22:07:00Z,41.20,60.00
2026-01-15T22:08:00Z,40.00,58.95
2026-01-15T22:09:00Z,42.00,57.08
2026-01-15T22:10:00Z,34.77,64.04
2026-01-15T22:11:00Z,39.60,65.84
2026-01-15T22:12:00Z,33.98,65.06
2026-01-15T22:13:00Z,36.67,65.27
2026-01-15T22:14:00Z,22.19,76.88
2026-01-15T22:15:00Z,19.96,81.08
2026-01-15T22:16:00Z,20.56,79.57
2026-01-15T22:17:00Z,24.89,75.93
2026-01-15T22:18:00Z,27.71,73.38
2026-01-15T22:19:00Z,22.49,77.73
2026-01-15T22:20:00Z,18.18,83.31
2026-01-15T22:21:00Z,17.52,85.27
2026-01-15T22:22:00Z,13.61,86.96
2026-01-15T22:23:00Z,9.64,91.10
2026-01-15T22:24:00Z,5.79,94.05
2026-01-15T22:25:00Z,11.80,90.54
2026-01-15T22:26:00Z,15.62,83.74
2026-01-15T22:27:00Z,17.92,82.98
2026-01-15T22:28:00Z,20.02,80.00
2026-01-15T22:29:00Z,22.64,79.70
2026-01-15T22:30:00Z,21.55,81.99
2026-01-15T22:31:00Z,16.82,82.80
2026-01-15T22:32:00Z,23.85,77.85
2026-01-15T22:33:00Z,33.59,63.95
2026-01-15T22:34:00Z,39.92,60.70
2026-01-15T22:35:00Z,42.83,57.46
2026-01-15T22:36:00Z,44.46,55.75
2026-01-15T22:37:00Z,46.09,53.09
2026-01-15T22:38:00Z,54.57,45.96
2026-01-15T22:39:00Z,58.77,42.58
2026-01-15T22:40:00Z,58.94,41.99
2026-01-15T22:41:00Z,61.74,40.56
2026-01-15T22:42:00Z,60.69,39.83
2026-01-15T22:43:00Z,62.08,39.14
2026-01-15T22:44:00Z,59.17,38.64
2026-01-15T22:45:00Z,62.21,40.27
2026-01-15T22:46:00Z,63.57,37.82
2026-01-15T22:47:00Z,59.81,40.28
2026-01-15T22:48:00Z,61.65,37.15
2026-01-15T22:49:00Z,65.29,40.72
2026-01-15T22:50:00Z,55.48,45.44
2026-01-15T22:51:00Z,57.43,45.83
2026-01-15T22:52:00Z,51.99,46.30
2026-01-15T22:53:00Z,53.66,46.47
2026-01-15T22:54:00Z,37.73,58.92
2026-01-15T22:55:00Z,25.02,76.35
2026-01-15T22:56:00Z,18.10,82.47
2026-01-15T22:57:00Z,17.72,84.10
2026-01-15T22:58:00Z,17.92,84.07
2026-01-15T22:59:00Z,20.25,81.77
2026-01-15T23:00:00Z,20.60,80.71
2026-01-15T23:01:00Z,21.76,80.32
2026-01-15T23:02:00Z,25.48,76.94
2026-01-15T23:03:00Z,30.10,69.69
2026-01-15T23:04:00Z,46.93,52.47
2026-01-15T23:05:00Z,50.92,49.58
2026-01-15T23:06:00Z,45.27,56.35
2026-01-15T23:07:00Z,37.80,64.21
2026-01-15T23:08:00Z,35.03,66.88
2026-01-15T23:09:00Z,21.57,83.56
2026-01-15T23:10:00Z,16.24,84.43
2026-01-15T23:11:00Z,8.92,89.73
2026-01-15T23:12:00Z,5.37,94.25
2026-01-15T23:13:00Z,6.04,92.68
2026-01-15T23:14:00Z,7.28,93.07
2026-01-15T23:15:00Z,6.41,92.37
2026-01-15T23:16:00Z,7.68,93.97
2026-01-15T23:17:00Z,2.12,98.57
2026-01-15T23:18:00Z,1.00,99.00
2026-01-15T23:19:00Z,1.00,99.00
2026-01-15T23:20:00Z,1.00,99.00
2026-01-15T23:21:00Z,1.00,99.00
2026-01-15T23:22:00Z,1.00,99.00
2026-01-15T23:23:00Z,1.00,99.00
2026-01-15T23:24:00Z,1.00,99.00
