# event_ticker=KXATPCHALLENGERMATCH-26MAR03MIGFIC
# final_score=7-6(1) 7-5
# score_resolution=6-7 5-7
# match_winner=Guto Miguel
# fav_player=Juan Pablo Ficovich
# dog_player=Luis Guto Miguel
# kalshi_date=2026-03-03
timestamp,Juan Pablo Ficovich,Luis Guto Miguel
2026-03-04T00:55:00Z,54.97,42.82
2026-03-04T00:56:00Z,52.79,46.55
2026-03-04T00:57:00Z,48.00,50.02
2026-03-04T00:58:00Z,47.00,53.53
2026-03-04T00:59:00Z,46.00,54.78
2026-03-04T01:00:00Z,41.04,57.62
2026-03-04T01:01:00Z,42.36,61.76
2026-03-04T01:02:00Z,44.03,54.10
2026-03-04T01:03:00Z,52.00,47.95
2026-03-04T01:04:00Z,49.23,46.65
2026-03-04T01:05:00Z,53.00,49.11
2026-03-04T01:06:00Z,47.00,49.11
2026-03-04T01:07:00Z,53.82,52.93
2026-03-04T01:08:00Z,44.97,54.98
2026-03-04T01:09:00Z,44.97,55.75
2026-03-04T01:10:00Z,51.99,49.00
2026-03-04T01:11:00Z,53.39,49.00
2026-03-04T01:12:00Z,51.71,45.04
2026-03-04T01:13:00Z,44.40,57.00
2026-03-04T01:14:00Z,39.77,62.06
2026-03-04T01:15:00Z,30.01,68.35
2026-03-04T01:16:00Z,31.22,67.54
2026-03-04T01:17:00Z,28.15,70.18
2026-03-04T01:18:00Z,28.85,70.98
2026-03-04T01:19:00Z,29.00,70.00
2026-03-04T01:20:00Z,27.96,72.93
2026-03-04T01:21:00Z,29.02,72.00
2026-03-04T01:22:00Z,28.73,67.00
2026-03-04T01:23:00Z,35.00,67.00
2026-03-04T01:24:00Z,32.92,66.03
2026-03-04T01:25:00Z,31.00,69.00
2026-03-04T01:26:00Z,31.00,71.00
2026-03-04T01:27:00Z,30.67,69.09
2026-03-04T01:28:00Z,29.16,69.77
2026-03-04T01:29:00Z,29.12,71.33
2026-03-04T01:30:00Z,26.80,72.29
2026-03-04T01:31:00Z,33.48,66.04
2026-03-04T01:32:00Z,34.00,66.16
2026-03-04T01:33:00Z,32.02,67.00
2026-03-04T01:34:00Z,36.39,65.80
2026-03-04T01:35:00Z,34.93,68.03
2026-03-04T01:36:00Z,28.50,68.01
2026-03-04T01:37:00Z,29.80,69.68
2026-03-04T01:38:00Z,23.41,78.92
2026-03-04T01:39:00Z,15.27,86.63
2026-03-04T01:40:00Z,12.95,87.88
2026-03-04T01:41:00Z,13.10,85.36
2026-03-04T01:42:00Z,16.93,84.03
2026-03-04T01:43:00Z,12.27,88.28
2026-03-04T01:44:00Z,12.70,89.50
2026-03-04T01:45:00Z,8.00,91.00
2026-03-04T01:46:00Z,10.32,90.25
2026-03-04T01:47:00Z,11.00,90.00
2026-03-04T01:48:00Z,13.33,86.22
2026-03-04T01:49:00Z,19.20,80.32
2026-03-04T01:50:00Z,22.69,79.31
2026-03-04T01:51:00Z,22.27,78.11
2026-03-04T01:52:00Z,22.00,79.00
2026-03-04T01:53:00Z,22.00,79.00
2026-03-04T01:54:00Z,22.00,79.00
2026-03-04T01:55:00Z,20.61,82.93
2026-03-04T01:56:00Z,26.41,76.95
2026-03-04T01:57:00Z,32.32,69.26
2026-03-04T01:58:00Z,32.89,67.15
2026-03-04T01:59:00Z,30.16,70.41
2026-03-04T02:00:00Z,27.93,72.93
2026-03-04T02:01:00Z,33.79,66.47
2026-03-04T02:02:00Z,33.53,70.22
2026-03-04T02:03:00Z,25.97,75.84
2026-03-04T02:04:00Z,23.01,76.87
2026-03-04T02:05:00Z,37.99,60.07
2026-03-04T02:06:00Z,45.94,48.96
2026-03-04T02:07:00Z,48.22,47.65
2026-03-04T02:08:00Z,58.77,46.00
2026-03-04T02:09:00Z,51.32,54.30
2026-03-04T02:10:00Z,49.09,54.37
2026-03-04T02:11:00Z,47.53,48.40
2026-03-04T02:12:00Z,43.16,52.84
2026-03-04T02:13:00Z,41.88,55.87
2026-03-04T02:14:00Z,37.64,63.81
2026-03-04T02:15:00Z,21.93,78.00
2026-03-04T02:16:00Z,18.87,88.52
2026-03-04T02:17:00Z,25.33,76.95
2026-03-04T02:18:00Z,12.75,92.54
2026-03-04T02:19:00Z,10.47,90.48
2026-03-04T02:20:00Z,7.84,89.57
2026-03-04T02:21:00Z,6.80,91.49
2026-03-04T02:22:00Z,3.56,96.73
2026-03-04T02:23:00Z,1.07,98.84
2026-03-04T02:24:00Z,1.07,99.00
2026-03-04T02:25:00Z,1.07,99.00
2026-03-04T02:26:00Z,1.07,99.00
2026-03-04T02:27:00Z,1.07,99.00
2026-03-04T02:28:00Z,1.07,99.00
2026-03-04T02:29:00Z,1.07,99.00
