# event_ticker=KXATPCHALLENGERMATCH-26MAR08WENSAM
# final_score=6-3 6-0
# score_resolution=3-6 0-6
# match_winner=Toby Samuel
# fav_player=Harry Wendelken
# dog_player=Toby Samuel
# kalshi_date=2026-03-08
timestamp,Harry Wendelken,Toby Samuel
2026-03-08T10:03:00Z,3.00,96.90
2026-03-08T10:04:00Z,1.04,98.00
2026-03-08T10:05:00Z,3.00,98.00
2026-03-08T10:07:00Z,1.22,99.00
2026-03-08T10:08:00Z,2.69,98.00
2026-03-08T10:09:00Z,3.00,98.00
2026-03-08T10:10:00Z,2.30,97.00
2026-03-08T10:11:00Z,6.95,95.00
2026-03-08T10:12:00Z,1.24,99.00
2026-03-08T10:13:00Z,1.00,99.00
2026-03-08T10:15:00Z,1.75,99.00
2026-03-08T10:16:00Z,1.00,99.00
2026-03-08T10:17:00Z,4.00,99.00
2026-03-08T10:18:00Z,1.00,99.00
2026-03-08T10:20:00Z,1.00,99.00
