# event_ticker=KXATPCHALLENGERMATCH-26APR03DAMRIN
# final_score=6-2 4-6 6-2
# match_winner=Daniel Rincon
# fav_player=Daniel Rincon
# dog_player=Miguel Damas
# kalshi_date=2026-04-03
timestamp,Daniel Rincon,Miguel Damas
2026-04-03T10:04:00Z,72.00,28.49
2026-04-03T10:05:00Z,76.08,25.78
2026-04-03T10:06:00Z,72.02,31.52
2026-04-03T10:07:00Z,74.58,26.69
2026-04-03T10:08:00Z,76.12,26.18
2026-04-03T10:09:00Z,74.43,28.53
2026-04-03T10:10:00Z,80.18,21.02
2026-04-03T10:11:00Z,80.64,21.14
2026-04-03T10:12:00Z,72.64,25.47
2026-04-03T10:13:00Z,77.77,25.50
2026-04-03T10:14:00Z,76.45,21.99
2026-04-03T10:15:00Z,76.04,26.80
2026-04-03T10:16:00Z,76.21,31.42
2026-04-03T10:17:00Z,67.43,31.36
2026-04-03T10:18:00Z,66.95,32.99
2026-04-03T10:19:00Z,73.20,32.91
2026-04-03T10:20:00Z,70.89,28.86
2026-04-03T10:21:00Z,63.37,38.35
2026-04-03T10:22:00Z,51.21,49.61
2026-04-03T10:23:00Z,52.00,48.45
2026-04-03T10:24:00Z,52.00,49.00
2026-04-03T10:25:00Z,52.89,49.13
2026-04-03T10:26:00Z,52.27,49.00
2026-04-03T10:27:00Z,53.05,49.29
2026-04-03T10:28:00Z,57.64,47.20
2026-04-03T10:29:00Z,58.42,44.12
2026-04-03T10:30:00Z,52.99,48.61
2026-04-03T10:31:00Z,44.37,56.65
2026-04-03T10:32:00Z,44.54,59.68
2026-04-03T10:33:00Z,45.60,53.92
2026-04-03T10:34:00Z,49.98,51.60
2026-04-03T10:35:00Z,47.19,51.74
2026-04-03T10:36:00Z,46.69,53.92
2026-04-03T10:37:00Z,38.58,67.84
2026-04-03T10:38:00Z,45.62,59.27
2026-04-03T10:39:00Z,35.13,61.71
2026-04-03T10:40:00Z,39.52,64.99
2026-04-03T10:41:00Z,34.89,63.49
2026-04-03T10:42:00Z,45.50,55.08
2026-04-03T10:43:00Z,45.35,54.82
2026-04-03T10:44:00Z,41.02,58.05
2026-04-03T10:45:00Z,50.59,50.04
2026-04-03T10:46:00Z,51.58,50.00
2026-04-03T10:47:00Z,47.29,56.69
2026-04-03T10:48:00Z,39.83,61.65
2026-04-03T10:49:00Z,39.12,57.29
2026-04-03T10:50:00Z,39.65,61.00
2026-04-03T10:51:00Z,42.06,60.90
2026-04-03T10:52:00Z,49.20,49.52
2026-04-03T10:53:00Z,51.33,50.11
2026-04-03T10:54:00Z,57.84,43.02
2026-04-03T10:55:00Z,63.72,36.90
2026-04-03T10:56:00Z,71.78,33.12
2026-04-03T10:57:00Z,72.12,28.31
2026-04-03T10:58:00Z,73.10,26.84
2026-04-03T10:59:00Z,78.28,14.91
2026-04-03T11:00:00Z,87.74,11.15
2026-04-03T11:01:00Z,83.80,15.50
2026-04-03T11:02:00Z,79.68,19.39
2026-04-03T11:03:00Z,83.17,18.21
2026-04-03T11:04:00Z,86.49,15.24
2026-04-03T11:05:00Z,84.74,15.02
2026-04-03T11:06:00Z,96.93,2.47
2026-04-03T11:07:00Z,98.38,2.25
2026-04-03T11:08:00Z,97.06,2.48
2026-04-03T11:09:00Z,95.20,5.28
2026-04-03T11:10:00Z,92.47,9.00
2026-04-03T11:11:00Z,94.57,5.75
2026-04-03T11:12:00Z,97.67,3.91
2026-04-03T11:13:00Z,98.30,1.95
2026-04-03T11:14:00Z,99.00,2.23
2026-04-03T11:15:00Z,99.00,1.00
2026-04-03T11:16:00Z,99.00,1.00
2026-04-03T11:17:00Z,99.00,1.00
2026-04-03T11:18:00Z,99.00,1.00
2026-04-03T11:20:00Z,99.00,1.00
2026-04-03T11:21:00Z,99.00,1.00
2026-04-03T11:22:00Z,99.00,1.00
