# event_ticker=KXATPCHALLENGERMATCH-26JUN03TOPNAV
# final_score=6-3 6-4
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Marko ToPo
# kalshi_date=2026-06-03
timestamp,Marko ToPo,Emilio Nava
2026-06-03T09:28:00Z,23.00,78.00
2026-06-03T09:30:00Z,23.00,78.00
2026-06-03T09:40:00Z,25.04,75.00
2026-06-03T09:41:00Z,28.18,73.12
2026-06-03T09:42:00Z,28.18,74.00
2026-06-03T09:43:00Z,22.95,77.00
2026-06-03T09:44:00Z,25.54,73.00
2026-06-03T09:45:00Z,29.09,71.97
2026-06-03T09:46:00Z,29.05,71.00
2026-06-03T09:47:00Z,31.96,70.00
2026-06-03T09:48:00Z,28.00,70.00
2026-06-03T09:49:00Z,27.00,73.00
2026-06-03T09:50:00Z,25.00,76.03
2026-06-03T09:51:00Z,23.49,76.14
2026-06-03T09:52:00Z,28.09,71.00
2026-06-03T09:53:00Z,28.10,71.64
2026-06-03T09:54:00Z,28.00,73.00
2026-06-03T09:55:00Z,28.00,71.00
2026-06-03T09:56:00Z,27.46,73.00
2026-06-03T09:57:00Z,25.00,74.58
2026-06-03T09:58:00Z,21.50,76.81
2026-06-03T09:59:00Z,18.02,81.40
2026-06-03T10:00:00Z,19.05,83.34
2026-06-03T10:01:00Z,15.01,86.09
2026-06-03T10:02:00Z,13.00,87.00
2026-06-03T10:03:00Z,12.00,89.00
2026-06-03T10:04:00Z,12.00,88.00
2026-06-03T10:05:00Z,13.00,87.01
2026-06-03T10:06:00Z,13.19,88.00
2026-06-03T10:07:00Z,13.00,88.00
2026-06-03T10:08:00Z,10.45,88.00
2026-06-03T10:09:00Z,12.00,88.00
2026-06-03T10:10:00Z,11.00,90.00
2026-06-03T10:11:00Z,11.00,89.27
2026-06-03T10:12:00Z,11.00,89.27
2026-06-03T10:13:00Z,11.00,90.00
2026-06-03T10:14:00Z,11.00,91.30
2026-06-03T10:15:00Z,9.91,91.30
2026-06-03T10:16:00Z,7.81,92.80
2026-06-03T10:17:00Z,8.00,92.95
2026-06-03T10:18:00Z,9.34,93.99
2026-06-03T10:19:00Z,11.78,89.30
2026-06-03T10:20:00Z,13.00,88.00
2026-06-03T10:21:00Z,11.00,89.48
2026-06-03T10:22:00Z,12.00,89.00
2026-06-03T10:23:00Z,11.78,90.48
2026-06-03T10:24:00Z,11.66,89.23
2026-06-03T10:25:00Z,13.60,87.00
2026-06-03T10:26:00Z,12.03,86.00
2026-06-03T10:27:00Z,12.03,87.00
2026-06-03T10:28:00Z,13.98,88.00
2026-06-03T10:29:00Z,15.00,87.50
2026-06-03T10:30:00Z,12.00,88.43
2026-06-03T10:31:00Z,14.04,86.04
2026-06-03T10:32:00Z,15.00,87.00
2026-06-03T10:33:00Z,11.42,88.64
2026-06-03T10:34:00Z,10.81,89.13
2026-06-03T10:35:00Z,11.95,90.97
2026-06-03T10:36:00Z,6.02,94.16
2026-06-03T10:37:00Z,3.15,96.20
2026-06-03T10:38:00Z,4.50,96.00
2026-06-03T10:39:00Z,6.48,96.78
2026-06-03T10:40:00Z,5.22,94.85
2026-06-03T10:41:00Z,5.33,95.96
2026-06-03T10:42:00Z,4.09,94.68
2026-06-03T10:43:00Z,2.47,97.63
2026-06-03T10:44:00Z,3.00,98.00
2026-06-03T10:45:00Z,2.96,97.00
2026-06-03T10:46:00Z,2.00,98.00
2026-06-03T10:47:00Z,2.00,98.00
2026-06-03T10:48:00Z,1.00,99.00
2026-06-03T10:49:00Z,2.84,98.00
2026-06-03T10:50:00Z,3.00,97.00
2026-06-03T10:51:00Z,2.00,97.42
2026-06-03T10:52:00Z,2.00,97.42
2026-06-03T10:53:00Z,1.95,97.42
2026-06-03T10:54:00Z,2.00,97.42
2026-06-03T10:55:00Z,2.65,97.42
2026-06-03T10:56:00Z,2.00,98.00
2026-06-03T10:57:00Z,5.91,96.74
2026-06-03T10:58:00Z,7.47,94.38
2026-06-03T10:59:00Z,9.59,90.70
2026-06-03T11:00:00Z,5.13,95.02
2026-06-03T11:01:00Z,3.43,98.44
2026-06-03T11:02:00Z,3.96,97.46
2026-06-03T11:03:00Z,1.04,99.00
2026-06-03T11:05:00Z,1.04,99.00
