# event_ticker=KXATPCHALLENGERMATCH-26MAY29SAKNAG
# final_score=6-1 6-4
# match_winner=Stefanos Sakellaridis
# fav_player=Stefanos Sakellaridis
# dog_player=Sumit Nagal
# kalshi_date=2026-05-29
timestamp,Stefanos Sakellaridis,Sumit Nagal
2026-05-29T06:20:00Z,57.00,43.51
2026-05-29T06:29:00Z,57.00,43.00
2026-05-29T06:30:00Z,57.00,43.00
2026-05-29T06:31:00Z,57.00,43.00
2026-05-29T06:34:00Z,57.00,43.00
2026-05-29T06:35:00Z,58.00,43.00
2026-05-29T06:39:00Z,57.00,43.00
2026-05-29T06:48:00Z,57.54,43.00
2026-05-29T07:08:00Z,56.00,43.00
2026-05-29T07:25:00Z,56.00,43.00
2026-05-29T07:33:00Z,58.00,43.00
2026-05-29T07:51:00Z,58.00,43.00
2026-05-29T07:56:00Z,58.00,43.00
2026-05-29T07:57:00Z,58.00,43.00
2026-05-29T08:08:00Z,57.00,43.00
2026-05-29T08:16:00Z,57.00,43.30
2026-05-29T08:38:00Z,57.00,43.30
2026-05-29T08:46:00Z,57.00,43.30
2026-05-29T08:50:00Z,57.00,43.30
2026-05-29T09:17:00Z,57.00,44.00
2026-05-29T09:20:00Z,57.89,44.00
2026-05-29T09:24:00Z,58.00,44.00
2026-05-29T09:25:00Z,56.00,44.00
2026-05-29T09:32:00Z,56.00,44.00
2026-05-29T09:38:00Z,57.00,44.00
2026-05-29T09:44:00Z,57.00,45.00
2026-05-29T09:46:00Z,57.00,45.00
2026-05-29T09:48:00Z,53.51,46.51
2026-05-29T09:49:00Z,55.97,46.51
2026-05-29T09:50:00Z,58.00,43.00
2026-05-29T09:51:00Z,58.00,42.00
2026-05-29T09:52:00Z,56.00,41.93
2026-05-29T09:53:00Z,57.00,41.93
2026-05-29T09:54:00Z,55.00,44.83
2026-05-29T09:55:00Z,55.00,45.00
2026-05-29T09:56:00Z,54.94,45.00
2026-05-29T09:57:00Z,52.57,49.36
2026-05-29T09:58:00Z,55.17,44.33
2026-05-29T09:59:00Z,57.99,44.33
2026-05-29T10:00:00Z,59.00,44.33
2026-05-29T10:01:00Z,65.58,35.00
2026-05-29T10:02:00Z,71.31,28.01
2026-05-29T10:03:00Z,72.77,29.85
2026-05-29T10:04:00Z,68.21,31.31
2026-05-29T10:05:00Z,68.45,29.28
2026-05-29T10:06:00Z,72.48,30.37
2026-05-29T10:07:00Z,70.47,31.90
2026-05-29T10:08:00Z,73.00,27.00
2026-05-29T10:09:00Z,74.00,27.00
2026-05-29T10:11:00Z,76.60,23.89
2026-05-29T10:13:00Z,82.00,23.89
2026-05-29T10:15:00Z,83.00,16.00
2026-05-29T10:16:00Z,84.34,16.00
2026-05-29T10:18:00Z,85.00,16.00
2026-05-29T10:19:00Z,85.00,16.00
2026-05-29T10:20:00Z,84.00,16.00
2026-05-29T10:21:00Z,84.00,17.89
2026-05-29T10:22:00Z,79.00,17.89
2026-05-29T10:23:00Z,79.00,21.00
2026-05-29T10:24:00Z,75.18,23.57
2026-05-29T10:25:00Z,74.30,26.16
2026-05-29T10:26:00Z,73.03,28.16
2026-05-29T10:27:00Z,74.33,29.08
2026-05-29T10:28:00Z,68.09,31.68
2026-05-29T10:29:00Z,68.66,31.78
2026-05-29T10:30:00Z,68.19,30.02
2026-05-29T10:31:00Z,70.00,31.62
2026-05-29T10:32:00Z,68.07,34.10
2026-05-29T10:33:00Z,69.69,32.67
2026-05-29T10:34:00Z,72.50,26.11
2026-05-29T10:35:00Z,78.58,23.29
2026-05-29T10:36:00Z,78.58,19.59
2026-05-29T10:37:00Z,77.00,23.38
2026-05-29T10:38:00Z,78.50,23.54
2026-05-29T10:39:00Z,79.00,21.00
2026-05-29T10:40:00Z,80.12,18.11
2026-05-29T10:41:00Z,85.10,15.04
2026-05-29T10:42:00Z,87.85,12.04
2026-05-29T10:43:00Z,89.36,12.06
2026-05-29T10:44:00Z,89.36,11.15
2026-05-29T10:45:00Z,91.42,9.50
2026-05-29T10:46:00Z,92.00,7.93
2026-05-29T10:47:00Z,91.95,10.00
2026-05-29T10:48:00Z,92.91,8.87
2026-05-29T10:49:00Z,95.70,5.00
2026-05-29T10:50:00Z,94.14,5.24
2026-05-29T10:51:00Z,95.38,4.00
2026-05-29T10:52:00Z,94.19,4.50
2026-05-29T10:53:00Z,95.01,4.50
2026-05-29T10:54:00Z,93.22,7.00
2026-05-29T10:55:00Z,93.00,7.03
2026-05-29T10:56:00Z,94.98,6.11
2026-05-29T10:57:00Z,95.00,7.00
2026-05-29T10:58:00Z,95.00,6.14
2026-05-29T10:59:00Z,97.76,3.15
2026-05-29T11:00:00Z,97.00,3.50
2026-05-29T11:01:00Z,97.00,4.00
2026-05-29T11:02:00Z,94.00,4.31
2026-05-29T11:03:00Z,97.14,3.00
2026-05-29T11:04:00Z,96.00,4.27
2026-05-29T11:05:00Z,96.07,3.42
2026-05-29T11:06:00Z,98.94,1.89
2026-05-29T11:07:00Z,99.00,1.89
2026-05-29T11:09:00Z,99.00,1.89
