# event_ticker=KXATPMATCH-25JUL18CERDZU
# final_score=6-0 3-6 6-3
# score_resolution=0-6 6-3 3-6
# match_winner=Francisco Cerundolo
# fav_player=Damir Dzumhur
# dog_player=Francisco Cerundolo
# kalshi_date=2025-07-18
timestamp,Damir Dzumhur,Francisco Cerundolo
2025-07-18T15:38:00Z,13.49,87.92
2025-07-18T15:40:00Z,10.22,93.00
2025-07-18T15:41:00Z,6.90,93.00
2025-07-18T15:44:00Z,9.00,93.00
2025-07-18T15:45:00Z,7.43,95.00
2025-07-18T15:46:00Z,9.00,95.00
2025-07-18T15:47:00Z,9.00,95.00
2025-07-18T15:48:00Z,6.00,94.36
2025-07-18T15:49:00Z,4.74,94.36
2025-07-18T15:50:00Z,4.00,93.00
2025-07-18T15:51:00Z,5.88,93.00
2025-07-18T15:52:00Z,7.80,97.00
2025-07-18T15:54:00Z,14.00,97.00
2025-07-18T15:55:00Z,3.93,97.00
2025-07-18T15:57:00Z,2.52,97.00
2025-07-18T15:58:00Z,5.13,97.00
2025-07-18T16:01:00Z,5.17,97.00
2025-07-18T16:02:00Z,5.00,97.00
2025-07-18T16:03:00Z,5.00,96.00
2025-07-18T16:04:00Z,5.00,96.00
2025-07-18T16:05:00Z,7.05,95.00
2025-07-18T16:06:00Z,7.05,93.00
2025-07-18T16:07:00Z,10.00,95.00
2025-07-18T16:08:00Z,10.00,95.00
2025-07-18T16:09:00Z,3.00,95.00
2025-07-18T16:10:00Z,3.00,95.00
2025-07-18T16:11:00Z,8.00,95.00
2025-07-18T16:12:00Z,8.00,93.60
2025-07-18T16:13:00Z,13.47,90.84
2025-07-18T16:14:00Z,14.00,90.84
2025-07-18T16:15:00Z,11.00,90.12
2025-07-18T16:16:00Z,13.88,88.00
2025-07-18T16:17:00Z,13.88,93.00
2025-07-18T16:18:00Z,11.81,93.00
2025-07-18T16:19:00Z,6.47,93.00
2025-07-18T16:20:00Z,6.00,94.00
2025-07-18T16:21:00Z,8.00,93.00
2025-07-18T16:22:00Z,8.00,86.00
2025-07-18T16:23:00Z,19.80,85.00
2025-07-18T16:24:00Z,20.05,79.00
2025-07-18T16:25:00Z,21.38,79.00
2025-07-18T16:26:00Z,22.42,79.00
2025-07-18T16:27:00Z,25.00,77.00
2025-07-18T16:28:00Z,28.64,77.00
2025-07-18T16:29:00Z,28.52,72.86
2025-07-18T16:30:00Z,28.94,72.86
2025-07-18T16:31:00Z,36.61,73.00
2025-07-18T16:32:00Z,36.61,71.00
2025-07-18T16:33:00Z,26.38,71.00
2025-07-18T16:34:00Z,25.00,73.27
2025-07-18T16:35:00Z,26.00,74.00
2025-07-18T16:36:00Z,26.00,75.00
2025-07-18T16:37:00Z,34.00,75.00
2025-07-18T16:38:00Z,34.00,77.00
2025-07-18T16:39:00Z,34.00,77.00
2025-07-18T16:40:00Z,29.18,77.00
2025-07-18T16:41:00Z,28.72,72.00
2025-07-18T16:42:00Z,29.00,72.00
2025-07-18T16:43:00Z,28.60,70.27
2025-07-18T16:44:00Z,37.41,73.00
2025-07-18T16:45:00Z,38.98,65.00
2025-07-18T16:46:00Z,27.46,73.04
2025-07-18T16:47:00Z,29.40,78.00
2025-07-18T16:48:00Z,29.08,72.00
2025-07-18T16:49:00Z,29.11,71.00
2025-07-18T16:50:00Z,34.00,73.25
2025-07-18T16:51:00Z,34.00,76.00
2025-07-18T16:52:00Z,23.00,78.00
2025-07-18T16:53:00Z,22.00,87.72
2025-07-18T16:54:00Z,20.87,86.61
2025-07-18T16:55:00Z,19.00,90.00
2025-07-18T16:56:00Z,22.80,72.36
2025-07-18T16:57:00Z,30.89,69.88
2025-07-18T16:58:00Z,30.89,73.36
2025-07-18T16:59:00Z,25.35,75.00
2025-07-18T17:00:00Z,33.69,73.49
2025-07-18T17:01:00Z,25.30,76.00
2025-07-18T17:02:00Z,26.20,73.33
2025-07-18T17:03:00Z,33.26,68.00
2025-07-18T17:04:00Z,28.00,72.68
2025-07-18T17:05:00Z,23.00,76.73
2025-07-18T17:06:00Z,32.45,68.05
2025-07-18T17:07:00Z,31.86,65.93
2025-07-18T17:08:00Z,42.00,63.52
2025-07-18T17:09:00Z,29.10,74.97
2025-07-18T17:10:00Z,34.00,74.97
2025-07-18T17:11:00Z,35.00,88.47
2025-07-18T17:12:00Z,34.00,88.47
2025-07-18T17:13:00Z,20.25,88.47
2025-07-18T17:14:00Z,14.00,88.47
2025-07-18T17:15:00Z,6.55,97.00
2025-07-18T17:16:00Z,4.96,97.75
2025-07-18T17:17:00Z,1.00,99.00
2025-07-18T17:18:00Z,1.00,99.00
2025-07-18T17:19:00Z,1.00,99.00
2025-07-18T17:21:00Z,1.00,99.00
