# event_ticker=KXATPCHALLENGERMATCH-26MAR08RODMAL
# final_score=7-6(5) 6-3
# score_resolution=6-7 3-6
# match_winner=Santiago Rodriguez Taverna
# fav_player=Bastian Malla
# dog_player=Santiago Rodriguez Taverna
# kalshi_date=2026-03-08
timestamp,Bastian Malla,Santiago Rodriguez Taverna
2026-03-10T20:26:00Z,25.00,81.00
2026-03-10T20:27:00Z,19.40,81.05
2026-03-10T20:28:00Z,21.00,82.00
2026-03-10T20:29:00Z,23.00,81.59
2026-03-10T20:30:00Z,19.00,80.48
2026-03-10T20:31:00Z,24.33,79.00
2026-03-10T20:32:00Z,43.36,65.36
2026-03-10T20:33:00Z,45.94,61.20
2026-03-10T20:34:00Z,53.93,49.04
2026-03-10T20:35:00Z,52.53,51.45
2026-03-10T20:36:00Z,49.71,52.09
2026-03-10T20:37:00Z,52.00,52.00
2026-03-10T20:38:00Z,52.00,51.66
2026-03-10T20:39:00Z,50.78,50.85
2026-03-10T20:40:00Z,52.00,52.00
2026-03-10T20:41:00Z,51.34,48.55
2026-03-10T20:42:00Z,49.75,50.00
2026-03-10T20:43:00Z,63.40,43.21
2026-03-10T20:44:00Z,55.59,44.91
2026-03-10T20:45:00Z,52.55,48.32
2026-03-10T20:46:00Z,64.08,43.21
2026-03-10T20:47:00Z,58.19,42.62
2026-03-10T20:48:00Z,61.77,39.76
2026-03-10T20:49:00Z,63.34,43.96
2026-03-10T20:50:00Z,51.07,51.88
2026-03-10T20:51:00Z,48.30,52.00
2026-03-10T20:52:00Z,34.50,66.95
2026-03-10T20:53:00Z,39.53,60.65
2026-03-10T20:54:00Z,49.33,50.74
2026-03-10T20:55:00Z,60.00,39.19
2026-03-10T20:56:00Z,60.00,38.27
2026-03-10T20:57:00Z,55.26,45.31
2026-03-10T20:58:00Z,51.85,46.94
2026-03-10T20:59:00Z,38.91,60.65
2026-03-10T21:00:00Z,30.41,77.31
2026-03-10T21:01:00Z,19.95,80.89
2026-03-10T21:02:00Z,25.88,70.10
2026-03-10T21:04:00Z,32.00,74.00
2026-03-10T21:05:00Z,30.80,72.60
2026-03-10T21:06:00Z,31.61,66.19
2026-03-10T21:07:00Z,27.60,75.66
2026-03-10T21:08:00Z,22.60,78.01
2026-03-10T21:09:00Z,12.08,87.63
2026-03-10T21:10:00Z,15.62,87.17
2026-03-10T21:11:00Z,21.87,80.75
2026-03-10T21:12:00Z,24.99,73.90
2026-03-10T21:13:00Z,30.57,73.30
2026-03-10T21:14:00Z,23.18,76.00
2026-03-10T21:15:00Z,21.00,80.81
2026-03-10T21:16:00Z,21.00,79.93
2026-03-10T21:17:00Z,21.33,78.00
2026-03-10T21:18:00Z,23.40,77.33
2026-03-10T21:19:00Z,19.16,85.84
2026-03-10T21:20:00Z,6.85,91.19
2026-03-10T21:21:00Z,6.76,95.19
2026-03-10T21:22:00Z,4.00,96.11
2026-03-10T21:23:00Z,3.91,96.49
2026-03-10T21:24:00Z,2.97,96.59
2026-03-10T21:25:00Z,3.17,97.15
2026-03-10T21:26:00Z,4.00,97.00
2026-03-10T21:27:00Z,4.00,96.90
2026-03-10T21:28:00Z,6.83,95.02
2026-03-10T21:29:00Z,3.00,96.00
2026-03-10T21:30:00Z,3.00,98.91
2026-03-10T21:31:00Z,2.55,98.12
2026-03-10T21:32:00Z,2.55,99.00
2026-03-10T21:33:00Z,3.72,98.00
2026-03-10T21:34:00Z,3.02,98.00
2026-03-10T21:35:00Z,5.87,95.87
2026-03-10T21:36:00Z,1.00,98.93
2026-03-10T21:37:00Z,1.00,99.00
2026-03-10T21:38:00Z,1.00,99.00
2026-03-10T21:39:00Z,1.00,99.00
2026-03-10T21:40:00Z,1.00,99.00
2026-03-10T21:43:00Z,1.00,99.00
