# event_ticker=KXATPCHALLENGERMATCH-26APR03ROYMAR
# final_score=6-7(7) 6-4 6-3
# score_resolution=7-6 4-6 3-6
# match_winner=Alex Martinez
# fav_player=Valentin Royer
# dog_player=Alex Martinez
# kalshi_date=2026-04-03
timestamp,Valentin Royer,Alex Martinez
2026-04-03T10:06:00Z,80.04,21.16
2026-04-03T10:07:00Z,72.30,27.93
2026-04-03T10:08:00Z,67.13,32.86
2026-04-03T10:09:00Z,78.96,25.20
2026-04-03T10:10:00Z,83.44,17.38
2026-04-03T10:11:00Z,70.34,28.97
2026-04-03T10:12:00Z,74.57,25.19
2026-04-03T10:13:00Z,75.29,28.01
2026-04-03T10:14:00Z,73.42,29.86
2026-04-03T10:15:00Z,88.72,12.77
2026-04-03T10:16:00Z,92.03,7.70
2026-04-03T10:17:00Z,94.00,8.00
2026-04-03T10:18:00Z,94.00,8.00
2026-04-03T10:19:00Z,93.00,8.00
2026-04-03T10:20:00Z,93.00,8.00
2026-04-03T10:21:00Z,92.00,8.08
2026-04-03T10:22:00Z,92.00,8.20
2026-04-03T10:23:00Z,92.83,7.97
2026-04-03T10:24:00Z,95.07,4.53
2026-04-03T10:25:00Z,96.79,3.28
2026-04-03T10:26:00Z,94.43,5.01
2026-04-03T10:27:00Z,94.93,5.05
2026-04-03T10:28:00Z,93.36,6.45
2026-04-03T10:29:00Z,95.99,4.25
2026-04-03T10:30:00Z,96.08,3.97
2026-04-03T10:31:00Z,97.00,3.78
2026-04-03T10:32:00Z,97.85,2.28
2026-04-03T10:33:00Z,98.70,1.17
2026-04-03T10:34:00Z,98.36,3.70
2026-04-03T10:35:00Z,97.14,1.79
2026-04-03T10:36:00Z,99.00,1.19
2026-04-03T10:37:00Z,97.01,3.42
2026-04-03T10:38:00Z,97.00,4.00
2026-04-03T10:39:00Z,96.00,4.07
2026-04-03T10:40:00Z,95.87,4.37
2026-04-03T10:41:00Z,96.00,4.30
2026-04-03T10:42:00Z,97.00,4.00
2026-04-03T10:43:00Z,97.00,3.02
2026-04-03T10:44:00Z,97.70,3.02
2026-04-03T10:45:00Z,97.03,3.39
2026-04-03T10:46:00Z,97.94,3.65
2026-04-03T10:47:00Z,97.00,3.65
2026-04-03T10:48:00Z,97.00,3.91
2026-04-03T10:49:00Z,96.88,3.98
2026-04-03T10:50:00Z,96.88,4.00
2026-04-03T10:51:00Z,95.02,5.92
2026-04-03T10:52:00Z,94.90,5.68
2026-04-03T10:53:00Z,96.94,3.74
2026-04-03T10:54:00Z,95.00,3.06
2026-04-03T10:55:00Z,94.02,7.61
2026-04-03T10:56:00Z,91.21,9.64
2026-04-03T10:57:00Z,89.32,10.89
2026-04-03T10:58:00Z,89.00,13.00
2026-04-03T10:59:00Z,87.00,12.05
2026-04-03T11:00:00Z,88.01,13.12
2026-04-03T11:01:00Z,86.00,13.47
2026-04-03T11:02:00Z,83.07,16.07
2026-04-03T11:03:00Z,82.70,17.06
2026-04-03T11:04:00Z,82.84,16.56
2026-04-03T11:05:00Z,85.84,16.41
2026-04-03T11:06:00Z,88.50,10.65
2026-04-03T11:07:00Z,89.42,10.27
2026-04-03T11:08:00Z,83.78,13.93
2026-04-03T11:09:00Z,85.00,15.47
2026-04-03T11:10:00Z,85.00,16.08
2026-04-03T11:11:00Z,83.68,18.62
2026-04-03T11:12:00Z,80.60,21.03
2026-04-03T11:13:00Z,83.10,20.18
2026-04-03T11:14:00Z,78.78,21.13
2026-04-03T11:15:00Z,70.23,28.93
2026-04-03T11:16:00Z,69.89,30.81
2026-04-03T11:17:00Z,70.00,30.86
2026-04-03T11:18:00Z,69.32,32.75
2026-04-03T11:19:00Z,70.27,31.88
2026-04-03T11:20:00Z,69.56,32.25
2026-04-03T11:21:00Z,68.48,34.80
2026-04-03T11:22:00Z,70.39,30.67
2026-04-03T11:23:00Z,64.21,36.87
2026-04-03T11:24:00Z,65.70,34.63
2026-04-03T11:25:00Z,67.85,33.66
2026-04-03T11:26:00Z,62.19,43.71
2026-04-03T11:27:00Z,53.33,48.07
2026-04-03T11:28:00Z,62.17,39.96
2026-04-03T11:29:00Z,68.49,32.38
2026-04-03T11:30:00Z,70.67,29.16
2026-04-03T11:31:00Z,69.67,32.37
2026-04-03T11:32:00Z,72.27,29.43
2026-04-03T11:33:00Z,75.35,26.89
2026-04-03T11:34:00Z,63.31,38.29
2026-04-03T11:35:00Z,61.68,40.01
2026-04-03T11:36:00Z,58.17,41.01
2026-04-03T11:37:00Z,50.75,46.03
2026-04-03T11:38:00Z,45.26,56.48
2026-04-03T11:39:00Z,56.86,43.95
2026-04-03T11:40:00Z,73.89,32.61
2026-04-03T11:41:00Z,62.17,36.03
2026-04-03T11:42:00Z,54.65,44.84
2026-04-03T11:43:00Z,56.67,45.95
2026-04-03T11:44:00Z,45.40,56.80
2026-04-03T11:45:00Z,46.79,49.40
2026-04-03T11:46:00Z,62.94,37.79
2026-04-03T11:47:00Z,63.81,39.11
2026-04-03T11:48:00Z,63.97,39.07
2026-04-03T11:49:00Z,54.55,46.24
2026-04-03T11:50:00Z,53.59,46.82
2026-04-03T11:51:00Z,45.76,55.83
2026-04-03T11:52:00Z,40.41,62.12
2026-04-03T11:53:00Z,28.59,79.29
2026-04-03T11:54:00Z,11.48,91.85
2026-04-03T11:55:00Z,15.12,88.35
2026-04-03T11:56:00Z,17.63,84.81
2026-04-03T11:57:00Z,3.75,97.28
2026-04-03T11:58:00Z,3.75,99.00
2026-04-03T11:59:00Z,3.75,99.00
2026-04-03T12:00:00Z,3.75,99.00
2026-04-03T12:01:00Z,1.00,99.00
2026-04-03T12:02:00Z,1.00,99.00
