# event_ticker=KXATPCHALLENGERMATCH-26APR30BUTCAM
# final_score=7-5 6-1
# match_winner=Edas Butvilas
# fav_player=Edas Butvilas
# dog_player=Gerard Campana Lee
# kalshi_date=2026-04-30
timestamp,Edas Butvilas,Gerard Campana Lee
2026-04-30T05:24:00Z,69.76,30.42
2026-04-30T05:25:00Z,67.20,33.68
2026-04-30T05:26:00Z,61.20,35.57
2026-04-30T05:27:00Z,61.69,41.68
2026-04-30T05:28:00Z,61.81,38.37
2026-04-30T05:29:00Z,63.00,38.00
2026-04-30T05:30:00Z,63.00,38.00
2026-04-30T05:31:00Z,63.31,38.00
2026-04-30T05:32:00Z,65.80,30.02
2026-04-30T05:33:00Z,66.03,34.97
2026-04-30T05:34:00Z,62.95,39.31
2026-04-30T05:35:00Z,69.42,32.22
2026-04-30T05:36:00Z,78.37,25.83
2026-04-30T05:37:00Z,74.91,27.81
2026-04-30T05:38:00Z,67.90,35.30
2026-04-30T05:39:00Z,69.10,29.59
2026-04-30T05:40:00Z,77.31,21.98
2026-04-30T05:41:00Z,77.60,22.51
2026-04-30T05:42:00Z,79.96,19.86
2026-04-30T05:43:00Z,81.00,20.00
2026-04-30T05:44:00Z,81.30,18.25
2026-04-30T05:45:00Z,79.50,20.70
2026-04-30T05:46:00Z,77.93,22.03
2026-04-30T05:47:00Z,78.67,22.88
2026-04-30T05:48:00Z,77.00,21.61
2026-04-30T05:49:00Z,77.44,23.13
2026-04-30T05:50:00Z,76.54,23.51
2026-04-30T05:51:00Z,81.00,21.00
2026-04-30T05:52:00Z,80.00,21.00
2026-04-30T05:53:00Z,76.00,23.55
2026-04-30T05:54:00Z,74.32,25.73
2026-04-30T05:55:00Z,75.00,27.02
2026-04-30T05:56:00Z,71.00,30.88
2026-04-30T05:57:00Z,73.00,29.00
2026-04-30T05:58:00Z,67.71,31.22
2026-04-30T05:59:00Z,72.65,26.67
2026-04-30T06:00:00Z,76.00,25.00
2026-04-30T06:01:00Z,77.78,22.88
2026-04-30T06:02:00Z,82.74,18.71
2026-04-30T06:03:00Z,86.64,13.00
2026-04-30T06:04:00Z,87.80,11.54
2026-04-30T06:05:00Z,90.00,9.97
2026-04-30T06:06:00Z,90.28,10.00
2026-04-30T06:07:00Z,91.00,9.68
2026-04-30T06:08:00Z,91.00,10.00
2026-04-30T06:09:00Z,90.02,9.69
2026-04-30T06:10:00Z,91.37,9.38
2026-04-30T06:11:00Z,92.05,8.00
2026-04-30T06:12:00Z,94.50,7.15
2026-04-30T06:13:00Z,95.53,5.50
2026-04-30T06:14:00Z,95.89,3.84
2026-04-30T06:15:00Z,97.26,2.53
2026-04-30T06:16:00Z,97.38,2.76
2026-04-30T06:17:00Z,96.91,3.61
2026-04-30T06:18:00Z,97.78,2.02
2026-04-30T06:19:00Z,98.09,2.65
2026-04-30T06:20:00Z,97.66,2.07
2026-04-30T06:21:00Z,98.00,3.00
2026-04-30T06:22:00Z,96.09,3.30
2026-04-30T06:23:00Z,94.00,6.81
2026-04-30T06:24:00Z,95.45,4.13
2026-04-30T06:25:00Z,95.15,5.51
2026-04-30T06:26:00Z,98.95,1.93
2026-04-30T06:27:00Z,98.99,1.84
2026-04-30T06:28:00Z,99.00,1.73
2026-04-30T06:29:00Z,99.00,2.41
2026-04-30T06:30:00Z,98.76,2.99
2026-04-30T06:31:00Z,99.00,2.00
2026-04-30T06:32:00Z,99.00,1.00
2026-04-30T06:33:00Z,99.00,1.03
2026-04-30T06:34:00Z,99.00,1.00
2026-04-30T06:35:00Z,99.00,1.00
2026-04-30T06:39:00Z,99.00,1.00
