# event_ticker=KXATPMATCH-26MAR29VUKBAA
# final_score=6-2 3-6 6-1
# match_winner=Taha Baadi
# fav_player=Taha Baadi
# dog_player=Aleksandar Vukic
# kalshi_date=2026-03-29
timestamp,Taha Baadi,Aleksandar Vukic
2026-03-30T14:25:00Z,91.26,9.05
2026-03-30T14:26:00Z,97.10,2.34
2026-03-30T14:27:00Z,98.70,2.36
2026-03-30T14:28:00Z,99.00,1.00
2026-03-30T14:29:00Z,99.00,1.00
2026-03-30T14:30:00Z,99.00,1.00
2026-03-30T14:31:00Z,99.00,1.00
2026-03-30T14:32:00Z,99.00,1.00
2026-03-30T14:33:00Z,99.00,1.00
2026-03-30T14:34:00Z,99.00,1.00
2026-03-30T14:35:00Z,99.00,1.00
2026-03-30T14:36:00Z,99.00,1.00
