# event_ticker=KXATPCHALLENGERMATCH-26FEB11RAWKAS
# final_score=6-2 6-3
# match_winner=Maks Kasnikowski
# fav_player=Maks Kasnikowski
# dog_player=Sidharth Rawat
# kalshi_date=2026-02-11
timestamp,Maks Kasnikowski,Sidharth Rawat
2026-02-12T04:38:00Z,85.00,16.00
2026-02-12T04:39:00Z,85.00,16.00
2026-02-12T04:40:00Z,85.00,16.00
2026-02-12T04:41:00Z,85.00,16.00
2026-02-12T04:42:00Z,85.00,16.03
2026-02-12T04:43:00Z,83.02,16.98
2026-02-12T04:44:00Z,85.27,16.67
2026-02-12T04:45:00Z,86.16,14.71
2026-02-12T04:46:00Z,87.74,14.77
2026-02-12T04:47:00Z,85.05,16.21
2026-02-12T04:48:00Z,86.04,13.19
2026-02-12T04:49:00Z,91.11,11.12
2026-02-12T04:50:00Z,89.01,10.86
2026-02-12T04:51:00Z,93.00,8.97
2026-02-12T04:52:00Z,93.00,8.58
2026-02-12T04:53:00Z,92.84,6.02
2026-02-12T04:54:00Z,93.00,6.89
2026-02-12T04:55:00Z,94.00,7.78
2026-02-12T04:56:00Z,94.00,6.58
2026-02-12T04:57:00Z,95.00,6.06
2026-02-12T04:58:00Z,93.89,7.47
2026-02-12T04:59:00Z,93.00,8.00
2026-02-12T05:00:00Z,94.00,8.00
2026-02-12T05:01:00Z,94.02,7.09
2026-02-12T05:02:00Z,95.00,7.00
2026-02-12T05:03:00Z,93.93,7.07
2026-02-12T05:04:00Z,94.17,5.94
2026-02-12T05:05:00Z,96.00,5.99
2026-02-12T05:06:00Z,96.00,5.73
2026-02-12T05:07:00Z,96.00,6.35
2026-02-12T05:08:00Z,93.44,6.00
2026-02-12T05:09:00Z,93.44,5.87
2026-02-12T05:10:00Z,93.93,6.04
2026-02-12T05:11:00Z,93.93,5.65
2026-02-12T05:12:00Z,93.37,7.35
2026-02-12T05:13:00Z,93.53,7.44
2026-02-12T05:14:00Z,93.53,7.85
2026-02-12T05:15:00Z,94.00,7.62
2026-02-12T05:16:00Z,93.57,7.00
2026-02-12T05:17:00Z,95.00,6.91
2026-02-12T05:18:00Z,95.00,5.38
2026-02-12T05:19:00Z,95.00,6.11
2026-02-12T05:20:00Z,94.00,6.06
2026-02-12T05:21:00Z,96.00,5.24
2026-02-12T05:22:00Z,95.29,5.02
2026-02-12T05:23:00Z,95.29,4.84
2026-02-12T05:24:00Z,95.29,4.87
2026-02-12T05:25:00Z,95.29,4.99
2026-02-12T05:26:00Z,96.87,5.00
2026-02-12T05:27:00Z,96.87,5.00
2026-02-12T05:28:00Z,95.82,4.83
2026-02-12T05:29:00Z,97.00,4.03
2026-02-12T05:30:00Z,96.85,4.21
2026-02-12T05:31:00Z,97.00,4.27
2026-02-12T05:32:00Z,97.81,4.00
2026-02-12T05:33:00Z,98.00,3.01
2026-02-12T05:34:00Z,96.00,3.82
2026-02-12T05:35:00Z,97.00,4.85
2026-02-12T05:36:00Z,97.18,4.00
2026-02-12T05:37:00Z,97.00,2.28
2026-02-12T05:38:00Z,96.00,4.93
2026-02-12T05:39:00Z,96.10,4.98
2026-02-12T05:40:00Z,97.00,4.24
2026-02-12T05:41:00Z,97.00,3.07
2026-02-12T05:42:00Z,97.00,3.93
2026-02-12T05:43:00Z,97.00,4.00
2026-02-12T05:44:00Z,97.94,2.76
2026-02-12T05:45:00Z,97.94,5.13
2026-02-12T05:46:00Z,94.96,5.86
2026-02-12T05:47:00Z,93.60,7.69
2026-02-12T05:48:00Z,95.18,5.49
2026-02-12T05:49:00Z,96.00,4.86
2026-02-12T05:50:00Z,96.00,4.43
2026-02-12T05:51:00Z,94.34,6.35
2026-02-12T05:52:00Z,96.69,5.02
2026-02-12T05:53:00Z,95.24,6.08
2026-02-12T05:54:00Z,95.33,7.26
2026-02-12T05:55:00Z,95.90,6.43
2026-02-12T05:56:00Z,95.08,7.79
2026-02-12T05:57:00Z,95.89,5.72
2026-02-12T05:58:00Z,97.37,3.82
2026-02-12T05:59:00Z,97.29,4.23
2026-02-12T06:00:00Z,97.13,4.59
2026-02-12T06:01:00Z,97.47,3.63
2026-02-12T06:02:00Z,97.06,4.52
2026-02-12T06:03:00Z,98.21,2.37
2026-02-12T06:04:00Z,98.86,1.37
2026-02-12T06:05:00Z,99.00,1.00
2026-02-12T06:06:00Z,99.00,1.00
2026-02-12T06:07:00Z,99.00,1.14
2026-02-12T06:08:00Z,99.00,1.05
2026-02-12T06:09:00Z,99.00,1.70
2026-02-12T06:10:00Z,99.00,1.00
2026-02-12T06:11:00Z,99.00,1.00
