# event_ticker=KXATPCHALLENGERMATCH-26APR14GILSAF
# final_score=4-6 7-6(5) 3-1 RET
# match_winner=Roman Safiullin
# fav_player=Felix Gill
# dog_player=Roman Safiullin
# kalshi_date=2026-04-14
timestamp,Felix Gill,Roman Safiullin
2026-04-14T14:42:00Z,71.98,29.00
2026-04-14T14:43:00Z,75.68,26.54
2026-04-14T14:44:00Z,74.97,25.00
2026-04-14T14:45:00Z,73.54,28.25
2026-04-14T14:46:00Z,76.98,24.86
2026-04-14T14:47:00Z,73.11,26.18
2026-04-14T14:48:00Z,73.39,27.68
2026-04-14T14:49:00Z,78.79,20.77
2026-04-14T14:50:00Z,81.83,18.69
2026-04-14T14:51:00Z,81.37,18.72
2026-04-14T14:52:00Z,82.29,19.74
2026-04-14T14:53:00Z,79.10,22.06
2026-04-14T14:54:00Z,79.64,24.27
2026-04-14T14:55:00Z,81.58,17.34
2026-04-14T14:56:00Z,73.42,27.11
2026-04-14T14:57:00Z,73.00,28.65
2026-04-14T14:58:00Z,72.69,26.24
2026-04-14T14:59:00Z,72.23,27.98
2026-04-14T15:00:00Z,72.13,29.08
2026-04-14T15:01:00Z,73.70,25.46
2026-04-14T15:02:00Z,79.89,24.80
2026-04-14T15:03:00Z,77.93,25.25
2026-04-14T15:04:00Z,80.75,16.79
2026-04-14T15:05:00Z,78.26,28.73
2026-04-14T15:06:00Z,71.68,30.38
2026-04-14T15:07:00Z,71.48,29.93
2026-04-14T15:08:00Z,74.55,25.18
2026-04-14T15:09:00Z,76.00,25.23
2026-04-14T15:10:00Z,72.19,26.78
2026-04-14T15:11:00Z,71.17,29.94
2026-04-14T15:12:00Z,71.81,30.00
2026-04-14T15:13:00Z,68.42,34.52
2026-04-14T15:14:00Z,68.31,33.36
2026-04-14T15:15:00Z,65.47,33.63
2026-04-14T15:16:00Z,72.64,30.26
2026-04-14T15:17:00Z,76.64,25.08
2026-04-14T15:18:00Z,71.73,32.12
2026-04-14T15:19:00Z,67.00,35.34
2026-04-14T15:20:00Z,72.01,28.27
2026-04-14T15:21:00Z,63.35,33.41
2026-04-14T15:22:00Z,64.29,38.07
2026-04-14T15:23:00Z,65.45,37.44
2026-04-14T15:24:00Z,66.97,34.91
2026-04-14T15:25:00Z,66.54,34.95
2026-04-14T15:26:00Z,65.54,35.74
2026-04-14T15:27:00Z,59.94,38.16
2026-04-14T15:28:00Z,53.91,48.83
2026-04-14T15:29:00Z,45.78,54.24
2026-04-14T15:30:00Z,51.14,46.80
2026-04-14T15:31:00Z,53.47,49.49
2026-04-14T15:32:00Z,58.26,39.88
2026-04-14T15:33:00Z,57.24,41.26
2026-04-14T15:34:00Z,59.15,46.48
2026-04-14T15:35:00Z,58.74,43.33
2026-04-14T15:36:00Z,56.05,43.81
2026-04-14T15:37:00Z,55.09,48.34
2026-04-14T15:38:00Z,54.23,46.95
2026-04-14T15:39:00Z,51.91,48.37
2026-04-14T15:40:00Z,49.03,52.08
2026-04-14T15:41:00Z,29.56,68.73
2026-04-14T15:42:00Z,24.46,74.31
2026-04-14T15:43:00Z,23.75,76.74
2026-04-14T15:44:00Z,22.55,78.57
2026-04-14T15:45:00Z,20.75,81.56
2026-04-14T15:46:00Z,21.59,78.57
2026-04-14T15:47:00Z,20.97,82.42
2026-04-14T15:48:00Z,13.69,85.70
2026-04-14T15:49:00Z,15.55,82.69
2026-04-14T15:50:00Z,14.66,89.77
2026-04-14T15:51:00Z,7.02,92.98
2026-04-14T15:52:00Z,6.81,93.93
2026-04-14T15:53:00Z,7.91,91.87
2026-04-14T15:54:00Z,1.28,98.46
2026-04-14T15:55:00Z,1.00,97.93
2026-04-14T15:56:00Z,1.00,98.66
2026-04-14T15:57:00Z,1.00,97.60
2026-04-14T15:58:00Z,1.00,98.16
