# event_ticker=KXATPCHALLENGERMATCH-26APR28GHIKRU
# final_score=6-2 7-5
# match_winner=Antoine Ghibaudo
# fav_player=Antoine Ghibaudo
# dog_player=Oleksii Krutykh
# kalshi_date=2026-04-28
timestamp,Antoine Ghibaudo,Oleksii Krutykh
2026-04-28T05:31:00Z,65.33,37.27
2026-04-28T05:32:00Z,65.00,37.00
2026-04-28T05:33:00Z,65.80,36.90
2026-04-28T05:34:00Z,66.89,38.15
2026-04-28T05:35:00Z,67.13,34.00
2026-04-28T05:36:00Z,68.43,34.23
2026-04-28T05:37:00Z,67.81,35.47
2026-04-28T05:38:00Z,64.08,37.11
2026-04-28T05:39:00Z,62.57,42.36
2026-04-28T05:40:00Z,62.16,42.57
2026-04-28T05:41:00Z,63.94,39.73
2026-04-28T05:42:00Z,64.45,35.50
2026-04-28T05:43:00Z,68.80,33.00
2026-04-28T05:44:00Z,69.18,32.71
2026-04-28T05:45:00Z,70.99,29.61
2026-04-28T05:46:00Z,72.98,28.70
2026-04-28T05:47:00Z,72.89,29.00
2026-04-28T05:48:00Z,75.88,25.83
2026-04-28T05:49:00Z,76.00,26.82
2026-04-28T05:50:00Z,74.65,27.30
2026-04-28T05:51:00Z,75.92,25.93
2026-04-28T05:52:00Z,75.24,27.00
2026-04-28T05:53:00Z,75.99,27.00
2026-04-28T05:54:00Z,76.35,27.33
2026-04-28T05:55:00Z,73.71,28.64
2026-04-28T05:56:00Z,75.33,28.08
2026-04-28T05:57:00Z,79.00,22.94
2026-04-28T05:58:00Z,77.05,27.39
2026-04-28T05:59:00Z,74.36,24.91
2026-04-28T06:00:00Z,76.96,23.79
2026-04-28T06:01:00Z,79.04,22.82
2026-04-28T06:02:00Z,82.34,19.94
2026-04-28T06:03:00Z,80.45,22.72
2026-04-28T06:04:00Z,75.41,26.05
2026-04-28T06:05:00Z,73.77,28.81
2026-04-28T06:06:00Z,74.46,26.00
2026-04-28T06:07:00Z,74.53,26.22
2026-04-28T06:08:00Z,75.66,24.83
2026-04-28T06:09:00Z,76.96,23.43
2026-04-28T06:10:00Z,79.57,22.22
2026-04-28T06:11:00Z,81.96,20.89
2026-04-28T06:12:00Z,76.97,22.57
2026-04-28T06:13:00Z,76.96,23.00
2026-04-28T06:14:00Z,76.85,25.35
2026-04-28T06:15:00Z,77.00,23.39
2026-04-28T06:16:00Z,77.94,23.39
2026-04-28T06:17:00Z,75.23,25.46
2026-04-28T06:18:00Z,75.92,25.09
2026-04-28T06:19:00Z,77.76,22.90
2026-04-28T06:20:00Z,79.00,21.95
2026-04-28T06:21:00Z,85.93,18.96
2026-04-28T06:22:00Z,91.03,10.45
2026-04-28T06:23:00Z,83.55,15.46
2026-04-28T06:24:00Z,87.18,11.46
2026-04-28T06:25:00Z,94.61,4.59
2026-04-28T06:26:00Z,94.65,6.46
2026-04-28T06:27:00Z,93.40,7.42
2026-04-28T06:28:00Z,96.67,3.54
2026-04-28T06:29:00Z,96.90,3.78
2026-04-28T06:30:00Z,96.73,4.14
2026-04-28T06:31:00Z,95.28,5.02
2026-04-28T06:32:00Z,91.89,10.38
2026-04-28T06:33:00Z,85.47,16.88
2026-04-28T06:34:00Z,81.28,19.88
2026-04-28T06:35:00Z,80.46,21.28
2026-04-28T06:36:00Z,80.92,20.87
2026-04-28T06:37:00Z,81.62,22.62
2026-04-28T06:38:00Z,81.88,20.40
2026-04-28T06:39:00Z,90.51,11.06
2026-04-28T06:40:00Z,82.58,14.59
2026-04-28T06:41:00Z,83.37,17.50
2026-04-28T06:42:00Z,80.96,18.78
2026-04-28T06:43:00Z,80.27,19.20
2026-04-28T06:44:00Z,77.40,24.65
2026-04-28T06:45:00Z,78.96,24.32
2026-04-28T06:46:00Z,75.24,26.59
2026-04-28T06:47:00Z,68.20,33.98
2026-04-28T06:48:00Z,69.28,30.16
2026-04-28T06:49:00Z,63.50,41.21
2026-04-28T06:50:00Z,74.25,27.35
2026-04-28T06:51:00Z,78.32,22.16
2026-04-28T06:52:00Z,80.51,20.08
2026-04-28T06:53:00Z,80.28,21.34
2026-04-28T06:54:00Z,80.55,20.34
2026-04-28T06:55:00Z,84.12,15.66
2026-04-28T06:56:00Z,94.50,3.01
2026-04-28T06:57:00Z,99.00,3.01
2026-04-28T06:58:00Z,99.00,1.00
